ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToPerformingArts_99,Within5Km_100,Within10Km_101,Within20Km_102,DistanceToPopMusicVenue_103,DistanceToCinema_104,Within5Km_105,Within10Km_106,Within20Km_107,DistanceToSauna_108,DistanceToTanningSalon_109,DistanceToAttraction_110,Within10Km_111,Within20Km_112,Within50Km_113,DistanceToFireStation_114
17221,BU02960133,BU02960133,2.0,1.0,1.0,12.0,12.2,3.0,1.0,1.0,7.0,6.3,2.9,4.2,1.0,5.0,30.9,2.8
17222,BU02960134,BU02960134,1.5,1.0,1.9,12.5,11.6,2.5,1.0,1.1,7.0,5.8,2.3,3.6,1.0,5.0,31.0,2.3
17223,BU02960135,BU02960135,2.0,1.0,1.0,12.0,12.2,3.0,1.0,1.0,7.0,6.3,2.9,4.2,1.0,5.0,31.0,2.8
17224,BU02960136,BU02960136,1.5,1.0,1.6,12.3,11.7,2.5,1.0,1.1,7.0,5.8,2.4,3.7,1.0,5.0,31.0,2.3
17225,BU02960137,BU02960137,1.9,1.0,1.0,12.0,12.1,2.9,1.0,1.0,7.0,6.2,2.8,4.1,1.0,5.0,31.0,2.7
17226,BU02960138,BU02960138,1.2,1.0,1.8,13.0,11.0,2.3,1.0,1.6,7.0,5.1,2.1,3.4,1.0,5.8,33.9,2.1
17227,WK029602,WK029602,4.1,1.0,1.0,12.2,14.1,3.9,1.0,1.0,7.1,8.3,3.9,6.1,1.0,6.6,31.5,4.4
17228,BU02960200,BU02960200,4.2,1.0,1.0,12.1,14.2,4.0,1.0,1.0,7.0,8.4,4.0,6.2,1.0,6.6,31.5,4.5
17229,BU02960201,BU02960201,3.8,1.0,1.0,12.6,13.6,3.7,1.0,1.0,7.2,7.7,3.6,5.7,1.0,6.5,31.6,3.9
17230,WK029603,WK029603,10.3,0.0,0.1,11.4,14.5,9.9,0.0,0.6,4.9,13.4,9.7,11.1,0.1,4.0,30.7,6.2
17231,BU02960300,BU02960300,10.4,0.0,0.0,11.6,14.4,9.9,0.0,0.7,5.0,13.6,9.9,11.2,0.0,4.0,30.8,6.1
17232,BU02960301,BU02960301,9.7,0.0,0.7,10.8,15.0,9.5,0.0,0.6,4.7,12.7,9.1,10.9,0.3,3.9,30.6,6.6
17233,WK029604,WK029604,7.4,0.0,2.5,13.0,15.8,8.3,0.0,1.7,6.7,9.8,7.5,9.2,0.9,4.8,31.0,7.1
17234,BU02960400,BU02960400,7.8,0.0,2.9,13.0,15.7,8.0,0.0,1.9,7.0,9.5,7.8,8.9,1.0,4.9,31.0,7.4
17235,BU02960401,BU02960401,6.8,0.0,1.9,13.0,16.5,8.5,0.0,1.0,6.0,10.3,6.9,9.4,1.0,4.3,31.0,6.5
17236,BU02960402,BU02960402,6.5,0.0,1.4,13.0,16.2,9.4,0.0,1.1,5.9,10.5,6.5,10.0,0.4,4.5,31.0,6.1
17237,WK029605,WK029605,6.8,0.0,2.2,13.0,14.4,5.6,0.1,1.4,6.7,9.2,5.6,6.7,1.0,6.0,30.0,5.9
17238,BU02960500,BU02960500,6.9,0.0,2.2,13.0,14.5,5.6,0.0,1.4,6.8,9.2,5.6,6.8,1.0,6.0,30.0,5.9
17239,BU02960501,BU02960501,6.8,0.0,2.1,12.9,14.3,5.6,0.3,1.6,6.6,9.0,5.5,6.6,1.0,5.9,30.0,5.8
17240,WK029606,WK029606,5.4,0.5,1.9,12.7,13.0,4.2,0.9,1.9,6.7,7.7,4.1,5.3,1.0,6.2,30.6,4.5
17241,BU02960600,BU02960600,5.3,0.0,2.0,13.0,13.5,4.1,1.0,2.0,7.0,8.2,4.0,5.7,1.0,6.8,31.5,4.3
17242,BU02960601,BU02960601,5.4,0.6,1.8,12.6,12.9,4.2,0.8,1.8,6.7,7.6,4.2,5.2,1.0,6.0,30.4,4.5
17243,WK029607,WK029607,6.1,0.1,1.0,12.9,15.2,4.9,0.7,1.0,6.1,9.3,4.8,6.8,1.0,4.1,30.0,5.1
17244,BU02960700,BU02960700,6.1,0.0,1.0,13.0,15.2,4.8,0.7,1.0,6.0,9.3,4.8,6.8,1.0,4.0,30.0,5.1
17245,BU02960701,BU02960701,4.6,1.0,1.0,13.8,13.8,3.5,1.0,1.0,7.8,7.9,3.4,5.4,1.0,5.8,30.9,3.7
17246,BU02960702,BU02960702,6.6,0.0,1.0,12.2,15.7,5.4,0.4,1.0,5.7,9.9,5.3,7.3,1.0,3.9,29.8,5.6
17247,WK029608,WK029608,2.6,1.0,6.3,13.0,9.4,3.4,1.0,4.0,7.0,3.6,3.2,2.4,2.1,5.2,32.9,3.0
17248,BU02960800,BU02960800,3.3,1.0,9.7,13.0,8.1,3.7,1.0,4.9,7.0,2.2,3.0,1.8,2.1,5.0,32.9,3.2
17249,BU02960801,BU02960801,3.3,1.0,2.9,12.9,10.3,4.3,0.8,2.2,7.0,4.9,4.1,3.8,1.9,5.3,32.5,3.6
17250,BU02960802,BU02960802,3.2,1.0,1.0,14.3,11.8,4.2,1.0,1.6,8.0,5.9,4.1,4.6,1.0,8.4,32.5,3.9
17251,BU02960803,BU02960803,2.2,1.0,7.2,13.0,9.1,3.0,1.0,4.5,7.0,3.2,2.9,1.9,2.2,5.0,33.1,2.6
17252,GM1696,GM1696,6.6,0.2,1.9,15.0,7.4,7.1,0.3,2.0,7.4,8.9,5.6,6.4,1.2,7.9,58.0,1.5
17253,WK169600,WK169600,4.7,0.7,3.1,14.5,4.9,4.7,0.9,3.0,5.7,6.7,4.1,6.1,2.1,7.3,58.2,1.8
17254,BU16960000,BU16960000,4.7,0.7,3.1,14.5,4.9,4.7,0.9,3.0,5.7,6.7,4.1,6.1,2.1,7.3,58.2,1.8
17255,WK169601,WK169601,5.2,0.5,2.9,11.9,5.2,5.4,0.2,3.0,4.6,7.1,5.1,7.3,2.0,5.5,58.1,0.8
17256,BU16960100,BU16960100,6.5,0.0,2.1,10.8,6.5,6.7,0.0,3.0,4.8,8.1,5.9,7.9,2.0,6.0,59.8,1.9
17257,BU16960101,BU16960101,5.0,0.6,3.0,12.0,5.0,5.2,0.3,3.0,4.5,6.9,5.0,7.3,2.0,5.4,57.9,0.6
17258,BU16960102,BU16960102,8.6,0.0,1.1,10.0,8.6,8.2,0.0,2.2,5.3,10.2,6.1,7.9,1.0,6.0,59.9,3.9
17259,BU16960103,BU16960103,7.0,0.0,1.6,12.9,7.0,6.7,0.2,2.8,6.7,9.7,4.5,6.3,1.3,6.0,59.4,3.2
17260,WK169602,WK169602,6.5,0.0,3.0,16.3,7.7,6.4,0.0,3.0,5.3,6.2,6.0,6.9,1.3,8.2,57.4,3.7
17261,BU16960200,BU16960200,6.8,0.0,3.0,18.5,8.5,6.6,0.0,3.0,5.9,6.5,6.3,7.2,1.0,8.6,56.2,4.6
17262,BU16960201,BU16960201,6.4,0.0,2.9,15.4,7.4,6.3,0.0,3.0,5.0,6.2,6.0,6.9,1.4,8.0,57.9,3.4
17263,BU16960202,BU16960202,6.2,0.2,3.3,19.3,8.2,6.1,0.3,3.0,6.0,5.9,5.7,6.6,1.5,8.7,56.0,4.5
17264,WK169603,WK169603,8.0,0.1,1.2,14.0,8.0,7.5,0.2,2.0,9.1,11.7,4.8,4.8,1.1,7.8,58.8,2.7
17265,BU16960300,BU16960300,8.0,0.1,1.2,14.0,8.0,7.5,0.2,2.0,9.1,11.7,4.8,4.8,1.1,7.8,58.8,2.7
17266,WK169604,WK169604,5.9,0.1,1.4,19.3,5.9,5.4,0.5,2.0,12.1,9.8,2.7,1.4,1.2,11.2,58.6,1.3
17267,BU16960400,BU16960400,5.7,0.1,1.5,19.5,5.7,5.2,0.6,2.1,12.2,10.0,2.5,1.3,1.2,11.4,59.0,1.1
17268,BU16960401,BU16960401,10.5,0.0,0.1,15.0,10.5,9.9,0.0,0.7,11.0,6.1,7.1,5.1,1.6,7.9,53.9,3.2
17269,BU16960402,BU16960402,8.9,0.0,1.0,16.7,8.9,8.3,0.0,2.0,12.0,7.7,5.7,3.5,1.0,8.0,52.2,3.6
17270,WK169605,WK169605,11.2,0.0,0.0,16.1,11.2,10.8,0.0,0.0,11.1,4.5,6.0,6.7,3.1,8.0,57.0,1.6
17271,BU16960500,BU16960500,11.2,0.0,0.0,16.1,11.2,10.8,0.0,0.0,11.1,4.5,6.0,6.7,3.1,8.0,57.0,1.6
17272,WK169606,WK169606,8.7,0.0,1.1,13.6,11.9,12.0,0.0,0.3,5.2,9.9,10.4,12.3,0.1,6.9,57.0,1.4
17273,BU16960601,BU16960601,8.2,0.0,1.0,15.3,13.2,13.3,0.0,0.0,5.0,9.6,11.5,13.6,0.0,7.2,56.5,1.0
17274,BU16960602,BU16960602,8.6,0.0,1.0,13.8,12.4,12.5,0.0,0.0,5.0,10.0,10.8,12.9,0.0,6.6,57.2,0.6
17275,BU16960603,BU16960603,9.0,0.0,2.0,11.3,9.0,9.1,0.0,2.3,5.0,9.0,8.7,9.6,0.6,6.1,56.4,3.7
17276,BU16960604,BU16960604,9.0,0.0,1.0,13.2,11.8,11.7,0.0,0.0,5.4,10.3,10.1,12.1,0.0,7.3,57.5,1.4
17277,GM0352,GM0352,2.3,0.9,1.9,10.6,16.4,16.0,0.0,0.0,3.9,15.3,10.4,11.9,0.0,3.9,40.9,1.3
17278,WK035200,WK035200,1.4,1.0,2.0,8.9,17.2,16.9,0.0,0.0,2.5,15.2,11.1,11.2,0.0,3.5,41.0,1.1
17279,BU03520000,BU03520000,0.4,1.0,2.0,9.0,17.8,16.6,0.0,0.0,2.9,13.7,11.4,10.4,0.1,3.3,41.3,1.4
17280,BU03520001,BU03520001,0.8,1.0,2.0,9.0,17.5,17.2,0.0,0.0,3.0,14.9,11.3,10.8,0.0,3.5,41.0,0.5
17281,BU03520002,BU03520002,0.6,1.0,2.0,9.0,17.0,16.7,0.0,0.0,3.0,14.8,11.7,10.8,0.0,3.0,41.0,0.6
17282,BU03520003,BU03520003,1.3,1.0,2.0,9.0,16.8,16.5,0.0,0.0,2.9,15.5,11.2,11.4,0.0,3.7,41.0,0.8
17283,BU03520004,BU03520004,1.2,1.0,2.0,9.0,16.9,16.6,0.0,0.0,3.0,15.4,11.9,11.4,0.0,3.1,41.0,1.2
17284,BU03520005,BU03520005,0.7,1.0,2.0,9.0,17.1,16.8,0.0,0.0,3.0,14.9,12.0,10.9,0.0,3.2,41.0,1.0
17285,BU03520006,BU03520006,1.9,1.0,2.0,8.9,17.3,17.0,0.0,0.0,2.0,15.7,10.4,11.6,0.0,4.0,41.0,1.2
17286,BU03520007,BU03520007,2.2,1.0,2.0,8.1,18.0,17.5,0.0,0.0,2.0,14.9,10.1,10.9,0.0,3.4,41.0,1.5
17287,BU03520008,BU03520008,1.8,1.0,2.0,9.0,18.0,17.7,0.0,0.0,2.1,15.1,10.5,11.0,0.0,3.3,41.0,1.0
17288,BU03520009,BU03520009,1.7,1.0,2.0,9.0,18.0,17.7,0.0,0.0,2.1,15.1,10.5,11.1,0.0,3.2,41.0,0.9
17289,BU03520010,BU03520010,2.9,1.0,2.0,8.0,18.3,16.4,0.0,0.0,2.0,15.2,10.4,11.2,0.0,3.1,41.0,2.3
17290,BU03520011,BU03520011,1.9,1.0,2.0,9.2,16.3,16.0,0.0,0.0,2.2,16.1,11.0,12.0,0.0,3.8,41.0,1.4
17291,WK035201,WK035201,3.0,1.1,2.4,9.0,18.2,16.7,0.0,0.0,2.7,15.9,10.1,12.0,0.0,3.9,40.9,2.8
17292,BU03520100,BU03520100,2.4,1.0,2.1,9.5,17.3,16.5,0.0,0.0,3.1,15.3,11.3,11.7,0.1,3.5,41.0,2.2
17293,BU03520101,BU03520101,4.0,1.2,2.9,8.2,19.6,17.0,0.0,0.0,2.0,17.0,8.1,12.5,0.0,4.4,40.8,3.8
17294,WK035202,WK035202,4.2,0.9,1.7,15.5,14.3,13.9,0.0,0.0,8.7,16.2,9.3,13.7,0.0,4.4,40.7,1.8
17295,BU03520200,BU03520200,4.1,1.0,1.6,15.6,14.2,13.9,0.0,0.0,8.9,16.2,9.3,13.9,0.0,4.4,40.8,1.6
17296,BU03520201,BU03520201,5.0,0.5,2.3,14.7,14.5,13.9,0.0,0.0,7.2,16.1,9.4,12.2,0.1,4.1,40.1,3.2
17297,WK035203,WK035203,5.7,0.1,1.1,16.7,12.6,12.2,0.0,0.0,7.2,14.2,7.5,14.1,0.0,5.9,40.3,1.6
17298,BU03520300,BU03520300,5.9,0.0,1.0,17.8,12.1,11.8,0.0,0.0,7.7,14.4,7.1,14.2,0.0,6.0,40.0,1.1
17299,BU03520301,BU03520301,5.1,0.4,1.4,13.9,13.6,13.1,0.0,0.0,5.7,13.9,8.6,13.8,0.0,5.5,41.1,2.8
17300,GM0294,GM0294,2.2,0.9,1.0,2.8,39.6,2.0,0.9,1.0,1.0,2.0,2.0,3.9,1.0,2.9,11.9,2.8
17301,WK029400,WK029400,1.4,1.0,1.0,3.0,39.3,1.2,1.0,1.0,1.0,1.2,1.2,3.4,1.0,3.0,12.0,2.0
17302,BU02940000,BU02940000,0.8,1.0,1.0,3.0,39.4,0.6,1.0,1.0,1.0,0.8,0.8,3.4,1.0,3.0,12.0,1.5
17303,BU02940001,BU02940001,1.7,1.0,1.0,3.0,40.4,1.4,1.0,1.0,1.0,1.8,1.8,4.5,1.0,3.0,11.7,1.1
17304,BU02940002,BU02940002,1.1,1.0,1.0,3.0,38.8,1.4,1.0,1.0,1.0,1.5,1.1,2.9,1.0,3.0,12.0,1.9
17305,BU02940003,BU02940003,1.5,1.0,1.0,3.0,38.9,1.2,1.0,1.0,1.0,1.0,1.0,2.9,1.0,3.0,12.0,2.6
17306,BU02940004,BU02940004,1.9,1.0,1.0,3.0,40.0,1.3,1.0,1.0,1.0,1.2,1.6,4.0,1.0,3.0,12.0,2.6
17307,WK029401,WK029401,5.3,0.4,1.0,2.2,40.4,5.1,0.4,1.0,1.0,5.1,5.1,6.0,1.1,2.6,11.5,5.4
17308,BU02940100,BU02940100,5.6,0.0,1.0,3.0,34.0,5.6,0.0,1.0,1.0,5.5,5.3,2.5,1.7,3.0,13.0,6.0
17309,BU02940101,BU02940101,5.7,0.0,1.0,1.0,43.6,5.1,0.3,1.0,1.0,5.2,5.5,7.6,1.0,2.0,11.0,6.2
17310,BU02940102,BU02940102,5.9,0.0,1.0,1.0,44.1,5.8,0.0,1.0,1.0,6.2,6.2,8.9,1.0,2.0,11.0,4.9
17311,BU02940103,BU02940103,3.7,0.9,1.0,2.7,41.4,3.2,1.0,1.0,1.0,3.1,3.4,5.4,1.0,2.6,11.3,4.4
17312,BU02940104,BU02940104,6.1,0.2,1.3,3.0,34.4,6.3,0.2,1.0,1.0,6.2,6.0,3.5,1.5,3.0,13.2,6.0
17313,BU02940105,BU02940105,3.2,0.9,1.0,3.0,36.7,3.7,0.9,1.0,1.0,3.7,3.3,3.9,1.6,3.0,12.7,3.6
17314,BU02940106,BU02940106,5.1,0.5,1.0,2.6,40.5,4.9,0.5,1.0,1.0,4.6,4.6,4.7,1.0,2.7,11.2,6.2
17315,BU02940107,BU02940107,6.6,0.0,1.0,1.0,44.5,6.1,0.1,1.0,1.0,6.1,6.4,8.5,0.9,2.0,10.3,7.1
17316,BU02940108,BU02940108,5.8,0.0,1.0,1.0,44.2,5.2,0.3,1.0,1.0,5.3,5.6,8.3,1.0,2.0,11.0,5.8
17317,BU02940109,BU02940109,6.7,0.0,1.0,1.0,44.6,6.5,0.0,1.0,1.0,6.9,6.1,9.6,0.7,2.0,10.8,5.3
17318,BU02940120,BU02940120,3.9,0.8,1.0,2.7,40.7,4.1,0.8,1.0,1.0,4.4,4.3,6.7,1.4,2.8,11.4,3.3
17319,BU02940121,BU02940121,6.2,0.3,1.0,1.3,44.7,5.6,0.4,1.0,1.0,5.7,6.0,8.7,0.7,2.1,10.3,6.1
17320,GM0873,GM0873,3.5,0.8,1.8,4.6,12.4,12.0,0.0,0.4,1.6,39.6,3.6,15.2,0.0,0.8,12.9,1.2
17321,WK087300,WK087300,1.3,1.0,2.7,5.0,9.6,9.2,0.0,0.9,2.0,37.7,1.1,12.6,0.0,1.0,14.0,1.5
17322,BU08730000,BU08730000,0.8,1.0,2.5,5.0,9.9,9.6,0.0,0.9,2.0,38.1,0.8,12.9,0.0,1.0,14.0,1.8
17323,BU08730001,BU08730001,2.1,1.0,3.0,4.7,9.5,9.2,0.0,1.0,2.0,37.3,1.6,12.5,0.0,1.0,14.0,1.3
17324,BU08730002,BU08730002,1.7,1.0,3.0,5.0,8.9,8.6,0.0,1.0,2.0,37.1,1.1,11.9,0.0,1.0,14.0,0.8
17325,BU08730003,BU08730003,2.0,1.0,1.0,5.0,11.2,10.9,0.0,0.0,2.0,39.4,2.4,14.2,0.0,1.0,14.8,2.6
17326,BU08730008,BU08730008,4.0,0.7,2.6,4.3,10.8,10.5,0.0,0.6,1.5,36.0,3.7,13.8,0.0,1.0,12.8,3.2
17327,BU08730009,BU08730009,2.6,1.0,1.9,5.0,9.8,9.4,0.0,0.4,2.0,38.3,2.6,12.7,0.3,1.0,14.2,2.6
17328,WK087301,WK087301,4.1,1.0,1.0,5.0,12.4,12.1,0.0,0.0,2.0,39.1,4.6,14.4,0.0,1.0,15.0,0.6
17329,BU08730100,BU08730100,4.1,1.0,1.0,5.0,12.3,12.1,0.0,0.0,2.0,39.0,4.5,14.3,0.0,1.0,15.0,0.4
17330,BU08730101,BU08730101,3.1,1.0,1.0,5.0,12.8,12.4,0.0,0.0,2.0,39.8,3.7,15.0,0.0,1.0,15.0,1.0
17331,BU08730108,BU08730108,4.8,0.9,1.0,5.0,13.4,13.1,0.0,0.0,2.0,40.1,5.4,15.4,0.0,1.0,15.0,1.3
17332,BU08730109,BU08730109,4.6,0.6,1.2,5.0,11.5,11.3,0.0,0.1,2.0,38.3,4.9,13.5,0.0,1.0,15.2,1.4
17333,WK087302,WK087302,3.9,1.0,1.0,4.1,13.5,13.1,0.0,0.0,1.2,39.2,4.2,16.4,0.0,1.0,13.9,1.1
17334,BU08730200,BU08730200,4.0,1.0,1.0,4.0,13.5,13.2,0.0,0.0,1.1,39.0,4.2,16.5,0.0,1.0,14.0,0.8
17335,BU08730201,BU08730201,1.7,1.0,1.1,4.3,11.2,10.8,0.0,0.0,1.9,39.2,1.9,14.2,0.0,1.0,14.0,2.2
17336,BU08730208,BU08730208,5.0,0.6,1.1,4.0,14.5,14.2,0.0,0.0,1.0,38.5,5.2,17.5,0.0,1.0,11.8,2.3
17337,BU08730209,BU08730209,4.5,0.7,1.0,4.2,14.1,13.7,0.0,0.0,1.3,40.3,4.8,17.1,0.0,1.0,13.8,2.1
17338,WK087303,WK087303,9.1,0.0,1.0,4.0,18.7,18.4,0.0,0.0,1.0,45.6,9.4,21.7,0.0,0.0,7.1,0.7
17339,BU08730300,BU08730300,9.1,0.0,1.0,4.0,18.8,18.4,0.0,0.0,1.0,45.6,9.5,21.7,0.0,0.0,7.0,0.6
17340,BU08730309,BU08730309,8.6,0.0,1.0,4.0,18.3,17.9,0.0,0.0,1.0,45.2,9.0,21.2,0.0,0.0,7.3,2.1
17341,GM0632,GM0632,3.1,0.8,1.2,12.0,16.5,3.4,0.8,1.5,9.0,3.7,2.8,4.2,1.4,7.5,76.6,1.8
17342,WK063201,WK063201,1.3,1.0,1.1,12.3,17.2,2.4,1.0,1.2,9.1,2.6,2.2,3.8,1.0,7.9,78.9,1.5
17343,BU06320101,BU06320101,0.6,1.0,1.0,13.2,17.2,2.4,1.0,1.0,10.4,2.5,2.4,3.4,1.0,8.4,79.9,1.2
17344,BU06320102,BU06320102,1.0,1.0,1.0,12.6,17.8,1.9,1.0,1.0,8.8,2.2,1.7,3.7,1.0,8.0,79.8,0.6
17345,BU06320103,BU06320103,1.0,1.0,1.0,12.2,17.8,2.0,1.0,1.0,8.7,2.2,2.2,3.8,1.0,8.0,79.3,0.8
17346,BU06320104,BU06320104,1.6,1.0,1.0,13.1,15.6,2.6,1.0,1.2,10.0,2.6,2.5,3.4,1.0,7.7,76.9,2.7
17347,BU06320105,BU06320105,1.1,1.0,1.0,11.9,17.0,2.5,1.0,1.0,10.8,2.5,2.4,3.3,1.0,7.6,79.5,1.9
17348,BU06320106,BU06320106,1.7,1.0,1.2,11.2,17.9,2.7,1.0,1.3,7.8,2.9,2.3,4.3,1.0,7.9,79.0,1.3
17349,WK063202,WK063202,2.6,1.0,1.1,9.7,18.9,2.3,1.0,1.3,7.1,2.5,1.4,4.1,1.0,7.5,76.9,1.9
17350,BU06320201,BU06320201,2.7,1.0,2.0,10.0,19.3,2.7,1.0,2.0,6.4,2.9,1.9,4.5,1.0,8.5,76.3,2.1
17351,BU06320202,BU06320202,2.9,1.0,1.2,9.5,19.1,2.7,1.0,1.4,6.8,2.9,1.8,4.5,1.0,7.1,76.4,2.3
17352,BU06320203,BU06320203,2.2,1.0,1.0,9.8,18.7,1.9,1.0,1.0,7.5,2.1,0.7,3.6,1.0,7.9,77.5,1.5
17353,BU06320204,BU06320204,2.6,1.0,1.2,14.4,17.6,1.0,1.0,1.2,10.7,1.2,1.7,2.5,1.0,7.9,77.0,1.7
17354,WK063203,WK063203,2.9,1.0,1.0,13.8,15.7,2.3,1.0,1.4,10.6,2.2,1.5,1.3,1.0,7.9,78.1,3.2
17355,BU06320301,BU06320301,1.6,1.0,1.0,14.8,16.9,0.8,1.0,1.0,11.0,0.8,1.1,1.9,1.0,9.0,80.0,2.1
17356,BU06320302,BU06320302,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
17357,BU06320303,BU06320303,2.7,1.0,1.0,13.6,16.1,2.0,1.0,1.0,10.9,1.9,1.1,1.0,1.0,8.0,78.7,2.9
17358,BU06320304,BU06320304,2.9,1.0,1.0,14.3,16.5,1.7,1.0,1.0,11.0,1.7,0.9,1.2,1.0,8.5,78.1,1.8
17359,BU06320305,BU06320305,3.4,1.0,1.0,14.0,14.8,2.9,1.0,2.0,10.0,2.8,2.1,1.7,1.0,7.5,76.9,3.8
17360,WK063204,WK063204,3.8,0.9,2.0,8.8,18.2,4.4,0.7,2.0,6.6,4.6,3.9,6.2,1.0,9.1,77.3,2.2
17361,BU06320401,BU06320401,3.6,0.9,2.0,8.9,18.3,4.4,0.7,2.0,6.7,4.6,4.0,6.2,1.0,9.2,77.6,2.2
17362,BU06320402,BU06320402,4.5,0.7,2.0,8.4,17.9,4.4,0.8,2.0,6.4,4.6,3.6,6.2,1.0,8.7,76.3,2.3
17363,WK063205,WK063205,3.7,0.9,1.4,13.6,14.2,4.2,0.7,1.7,10.0,4.1,3.7,3.4,1.0,7.2,75.3,3.0
17364,BU06320501,BU06320501,3.2,1.0,1.2,13.7,14.0,4.3,0.7,1.7,10.0,4.2,4.0,4.1,1.0,7.1,75.9,3.0
17365,BU06320502,BU06320502,3.7,1.0,1.5,14.0,13.2,4.8,0.6,2.0,10.0,4.7,4.3,4.1,1.0,7.0,75.6,3.4
17366,BU06320503,BU06320503,4.2,0.7,1.4,13.2,15.0,3.7,0.7,1.4,10.1,3.5,2.8,2.0,1.0,7.6,74.5,2.7
17367,WK063206,WK063206,6.7,0.0,2.1,14.7,10.7,5.6,0.1,2.8,10.9,7.5,4.6,6.4,3.6,7.7,71.0,1.2
17368,BU06320601,BU06320601,6.9,0.0,2.1,14.5,10.7,5.6,0.2,2.7,11.0,7.1,4.9,6.1,3.6,7.5,72.5,0.8
17369,BU06320602,BU06320602,6.8,0.0,2.0,15.0,10.8,5.7,0.0,3.0,11.0,7.6,4.4,6.6,3.7,7.8,70.5,1.1
17370,BU06320603,BU06320603,5.8,0.0,2.0,14.0,11.3,6.0,0.0,2.2,10.5,6.3,5.5,5.3,3.6,7.0,73.0,1.8
17371,BU06320604,BU06320604,5.8,0.2,3.1,14.5,9.6,4.6,0.7,3.1,10.8,8.2,3.9,6.4,4.2,8.1,69.6,1.8
17372,BU06320605,BU06320605,6.8,0.0,1.9,14.1,10.7,7.5,0.0,2.4,10.0,10.0,6.0,8.0,2.5,8.4,64.5,3.0
17373,BU06320606,BU06320606,6.7,0.0,1.8,14.0,12.1,5.9,0.2,2.2,10.2,7.7,6.3,6.5,2.2,7.2,70.7,3.4
17374,WK063207,WK063207,4.4,0.7,1.0,10.5,16.9,5.6,0.4,1.0,8.6,5.5,5.5,6.3,1.0,6.3,73.3,1.1
17375,BU06320701,BU06320701,3.9,1.0,1.0,11.7,16.6,5.0,0.5,1.0,9.5,4.9,4.9,5.8,1.0,6.0,73.5,0.5
17376,BU06320702,BU06320702,5.3,0.1,1.0,7.8,17.7,6.4,0.0,1.0,6.1,6.4,6.3,7.2,1.0,7.0,72.1,1.3
17377,BU06320703,BU06320703,5.6,0.4,1.0,8.6,17.4,6.7,0.2,1.1,7.4,6.7,6.5,7.3,0.9,6.6,73.3,2.5
17378,WK063208,WK063208,6.4,0.1,1.0,4.8,22.5,7.2,0.0,1.0,4.1,7.5,6.8,9.0,0.9,4.2,75.1,1.2
17379,BU06320801,BU06320801,6.2,0.0,1.0,4.8,22.7,7.0,0.0,1.0,4.0,7.2,6.6,8.8,1.0,4.0,74.9,0.9
17380,BU06320802,BU06320802,7.1,0.3,1.1,4.7,21.9,7.7,0.1,1.0,4.4,8.2,7.4,9.8,0.5,4.7,75.6,2.4
17381,GM1690,GM1690,9.1,0.0,1.0,3.4,12.1,9.4,0.0,0.6,2.3,10.5,8.9,6.3,1.5,5.1,32.0,2.5
17382,WK169000,WK169000,7.8,0.0,1.9,3.2,7.8,8.7,0.0,1.0,2.2,3.3,7.3,7.8,1.0,5.0,33.1,1.7
17383,BU16900000,BU16900000,7.8,0.0,1.9,3.2,7.8,8.7,0.0,1.0,2.2,3.1,7.2,7.8,1.0,5.0,33.1,1.5
17384,BU16900009,BU16900009,8.0,0.1,1.7,3.4,8.0,8.9,0.0,0.8,2.3,3.9,7.5,8.0,1.2,4.8,33.2,2.6
17385,WK169001,WK169001,5.5,0.2,2.0,3.0,5.5,6.1,0.1,1.0,2.0,7.0,5.9,6.2,1.8,4.9,32.6,4.3
17386,BU16900100,BU16900100,5.7,0.0,2.0,3.0,5.7,6.2,0.0,1.0,2.0,6.7,6.1,6.4,2.0,5.0,33.0,4.1
17387,BU16900109,BU16900109,5.1,0.7,2.0,3.0,5.1,5.7,0.4,1.0,2.0,7.5,5.5,5.9,1.4,4.8,31.9,4.6
17388,WK169002,WK169002,7.4,0.0,1.9,3.0,7.4,8.0,0.0,0.9,2.0,7.9,7.8,7.3,1.9,5.4,32.5,5.4
17389,BU16900200,BU16900200,7.0,0.0,2.0,3.0,7.0,7.5,0.0,1.0,2.0,8.0,7.4,7.6,2.0,5.2,32.6,5.4
17390,BU16900209,BU16900209,8.1,0.0,1.7,3.0,8.1,8.7,0.0,0.9,2.0,7.6,8.5,6.9,1.8,5.6,32.3,5.4
17391,WK169003,WK169003,11.3,0.0,0.0,4.0,12.7,11.4,0.0,0.0,2.0,5.9,11.6,5.9,1.0,6.3,31.3,4.9
17392,BU16900300,BU16900300,11.3,0.0,0.0,4.0,13.4,11.3,0.0,0.0,2.0,6.1,11.6,5.7,1.0,6.3,31.0,4.8
17393,BU16900309,BU16900309,11.2,0.0,0.1,3.9,11.7,11.6,0.0,0.0,2.0,5.6,11.6,6.1,1.0,6.4,31.7,5.0
17394,WK169004,WK169004,11.6,0.0,0.2,4.0,11.6,12.4,0.0,0.0,2.1,2.1,11.3,9.7,0.7,5.5,32.7,4.1
17395,BU16900400,BU16900400,11.7,0.0,0.0,4.0,11.7,12.5,0.0,0.0,2.0,1.6,11.1,9.1,1.0,5.1,33.0,4.3
17396,BU16900409,BU16900409,11.6,0.0,0.2,4.1,11.6,12.3,0.0,0.0,2.1,2.3,11.3,9.9,0.6,5.7,32.6,4.0
