ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToLargeSupermarket_24,Within1Km_25,Within3Km_26,Within5Km_27,DistanceToShopForOtherDailyFood_28,DistanceToDepartmentStore_32,Within5Km_33,Within10Km_34,Within20Km_35,DistanceToCafeEtc_36,Within1Km_37,Within3Km_38,Within5Km_39,DistanceToCafeteriaEtc_40,Within1Km_41,Within3Km_42,Within5Km_43
14433,BU19001904,BU19001904,4.6,0.0,0.0,0.8,3.1,7.7,0.0,1.1,7.0,2.9,0.0,0.9,1.0,       .,       .,       .,       .
14434,WK190020,WK190020,2.4,0.4,0.6,0.9,2.4,9.2,0.0,0.9,5.1,2.0,0.9,1.3,1.8,       .,       .,       .,       .
14435,BU19002001,BU19002001,0.5,1.0,1.0,1.0,0.5,9.0,0.0,1.0,5.0,0.5,2.0,2.0,2.0,       .,       .,       .,       .
14436,BU19002002,BU19002002,2.6,0.0,1.0,1.0,2.6,9.8,0.0,0.7,4.0,2.5,0.0,2.0,2.0,       .,       .,       .,       .
14437,BU19002003,BU19002003,5.0,0.0,0.0,0.6,5.0,11.7,0.0,0.0,7.1,5.0,0.0,0.0,0.8,       .,       .,       .,       .
14438,BU19002004,BU19002004,4.7,0.0,0.0,0.9,4.7,9.6,0.0,0.9,5.6,4.5,0.0,0.0,2.7,       .,       .,       .,       .
14439,BU19002005,BU19002005,5.0,0.0,0.0,0.4,4.8,8.4,0.0,1.0,4.1,3.7,0.0,0.1,1.0,       .,       .,       .,       .
14440,BU19002006,BU19002006,3.3,0.0,0.3,1.1,3.1,6.7,0.0,1.0,5.0,3.1,0.0,0.3,1.0,       .,       .,       .,       .
14441,BU19002007,BU19002007,5.3,0.0,0.0,0.2,5.2,7.1,0.0,2.0,3.2,5.3,0.0,0.0,0.4,       .,       .,       .,       .
14442,BU19002008,BU19002008,5.0,0.0,0.0,0.7,4.9,8.3,0.0,2.0,3.8,5.4,0.0,0.0,0.2,       .,       .,       .,       .
14443,BU19002009,BU19002009,1.8,0.1,0.9,1.0,1.7,9.3,0.0,0.9,4.8,1.8,0.1,1.8,2.0,       .,       .,       .,       .
14444,BU19002010,BU19002010,3.8,0.0,0.1,0.9,3.8,10.2,0.0,0.4,3.8,3.7,0.0,0.3,1.7,       .,       .,       .,       .
14445,BU19002011,BU19002011,3.1,0.0,0.2,1.5,3.1,10.8,0.0,0.0,7.4,3.3,0.0,0.4,2.0,       .,       .,       .,       .
14446,BU19002012,BU19002012,2.5,0.0,1.0,1.0,2.4,9.7,0.0,1.0,5.0,2.5,0.0,2.0,2.0,       .,       .,       .,       .
14447,BU19002013,BU19002013,4.0,0.0,0.0,1.0,3.9,6.6,0.0,1.0,4.0,4.0,0.0,0.0,2.0,       .,       .,       .,       .
14448,BU19002014,BU19002014,3.4,0.0,0.4,1.0,3.3,9.1,0.0,0.9,4.9,3.4,0.0,0.7,1.7,       .,       .,       .,       .
14449,BU19002015,BU19002015,4.5,0.0,0.1,0.8,4.5,12.3,0.0,0.0,6.9,4.4,0.0,0.1,1.4,       .,       .,       .,       .
14450,BU19002016,BU19002016,5.2,0.0,0.0,0.3,5.2,10.9,0.0,0.0,6.7,3.5,0.0,0.0,1.5,       .,       .,       .,       .
14451,BU19002017,BU19002017,4.5,0.0,0.0,1.0,4.4,8.0,0.0,1.0,6.7,0.2,1.0,1.0,1.0,       .,       .,       .,       .
14452,BU19002018,BU19002018,3.2,0.0,0.1,1.0,3.2,10.0,0.0,0.6,7.0,3.0,0.0,0.4,2.0,       .,       .,       .,       .
14453,BU19002019,BU19002019,4.6,0.0,0.0,0.6,4.2,8.3,0.0,1.0,6.3,1.7,0.1,1.0,1.2,       .,       .,       .,       .
14454,GM0715,GM0715,1.1,1.2,4.1,5.4,0.9,6.9,0.5,0.7,1.8,2.3,1.4,5.1,8.6,       .,       .,       .,       .
14455,WK071501,WK071501,0.8,1.5,2.0,2.0,0.7,10.6,0.0,0.0,2.0,0.8,3.7,6.0,6.9,       .,       .,       .,       .
14456,BU07150101,BU07150101,0.8,1.5,2.0,2.0,0.7,10.6,0.0,0.0,2.0,0.8,3.7,6.0,6.9,       .,       .,       .,       .
14457,WK071502,WK071502,3.4,0.0,0.6,2.6,3.1,8.5,0.0,0.8,2.0,3.5,0.0,1.4,5.5,       .,       .,       .,       .
14458,BU07150201,BU07150201,3.4,0.0,0.6,2.6,3.1,8.5,0.0,0.8,2.0,3.5,0.0,1.4,5.5,       .,       .,       .,       .
14459,WK071503,WK071503,4.0,0.0,0.0,1.0,0.4,13.0,0.0,0.0,2.0,2.4,0.0,1.0,1.0,       .,       .,       .,       .
14460,BU07150301,BU07150301,4.0,0.0,0.0,1.0,0.4,13.0,0.0,0.0,2.0,2.4,0.0,1.0,1.0,       .,       .,       .,       .
14461,WK071504,WK071504,4.7,0.0,0.1,0.6,2.7,13.0,0.0,0.0,2.0,2.4,0.4,0.7,2.7,       .,       .,       .,       .
14462,BU07150401,BU07150401,4.7,0.0,0.1,0.6,2.7,13.0,0.0,0.0,2.0,2.4,0.4,0.7,2.7,       .,       .,       .,       .
14463,WK071505,WK071505,0.6,1.0,1.0,2.0,0.4,6.3,0.0,1.0,1.0,5.6,0.0,0.0,0.1,       .,       .,       .,       .
14464,BU07150501,BU07150501,0.6,1.0,1.0,2.0,0.4,6.3,0.0,1.0,1.0,5.6,0.0,0.0,0.1,       .,       .,       .,       .
14465,WK071506,WK071506,2.1,0.1,1.2,3.0,2.3,6.8,0.3,0.9,1.1,5.6,0.0,0.5,3.7,       .,       .,       .,       .
14466,BU07150601,BU07150601,2.1,0.1,1.2,3.0,2.3,6.8,0.3,0.9,1.1,5.6,0.0,0.5,3.7,       .,       .,       .,       .
14467,WK071507,WK071507,0.8,0.7,1.0,1.0,0.7,9.9,0.0,0.8,2.0,1.5,0.2,1.0,1.7,       .,       .,       .,       .
14468,BU07150701,BU07150701,0.8,0.7,1.0,1.0,0.7,9.9,0.0,0.8,2.0,1.5,0.2,1.0,1.7,       .,       .,       .,       .
14469,WK071508,WK071508,2.7,0.1,0.6,1.4,2.6,9.3,0.0,0.6,1.9,2.0,0.1,1.1,3.3,       .,       .,       .,       .
14470,BU07150801,BU07150801,2.7,0.1,0.6,1.4,2.6,9.3,0.0,0.6,1.9,2.0,0.1,1.1,3.3,       .,       .,       .,       .
14471,WK071509,WK071509,8.2,0.0,0.0,0.0,8.1,16.7,0.0,0.0,2.0,4.4,0.0,0.0,0.9,       .,       .,       .,       .
14472,BU07150901,BU07150901,8.2,0.0,0.0,0.0,8.1,16.7,0.0,0.0,2.0,4.4,0.0,0.0,0.9,       .,       .,       .,       .
14473,WK071510,WK071510,6.2,0.0,0.0,0.1,6.1,15.0,0.0,0.0,2.0,3.2,0.0,0.5,1.6,       .,       .,       .,       .
14474,BU07151001,BU07151001,6.2,0.0,0.0,0.1,6.1,15.0,0.0,0.0,2.0,3.2,0.0,0.5,1.6,       .,       .,       .,       .
14475,WK071511,WK071511,0.6,0.9,1.0,2.0,0.6,10.0,0.0,0.5,1.0,9.3,0.0,0.0,0.0,       .,       .,       .,       .
14476,BU07151101,BU07151101,0.6,0.9,1.0,2.0,0.6,10.0,0.0,0.5,1.0,9.3,0.0,0.0,0.0,       .,       .,       .,       .
14477,WK071512,WK071512,2.0,0.2,0.8,1.4,2.3,11.3,0.0,0.2,1.2,9.3,0.0,0.0,0.0,       .,       .,       .,       .
14478,BU07151201,BU07151201,2.0,0.2,0.8,1.4,2.3,11.3,0.0,0.2,1.2,9.3,0.0,0.0,0.0,       .,       .,       .,       .
14479,WK071513,WK071513,0.9,1.6,3.7,4.0,0.7,15.3,0.0,0.0,1.1,0.8,2.6,5.3,6.0,       .,       .,       .,       .
14480,BU07151301,BU07151301,0.9,1.6,3.7,4.0,0.7,15.3,0.0,0.0,1.1,0.8,2.6,5.3,6.0,       .,       .,       .,       .
14481,WK071514,WK071514,3.4,0.0,0.4,2.2,3.1,11.2,0.0,0.1,1.0,5.4,0.0,0.2,0.9,       .,       .,       .,       .
14482,BU07151401,BU07151401,3.4,0.0,0.4,2.2,3.1,11.2,0.0,0.1,1.0,5.4,0.0,0.2,0.9,       .,       .,       .,       .
14483,WK071515,WK071515,0.6,0.9,1.0,1.0,0.4,8.7,0.0,1.0,1.0,6.1,0.0,0.0,0.0,       .,       .,       .,       .
14484,BU07151501,BU07151501,0.6,0.9,1.0,1.0,0.4,8.7,0.0,1.0,1.0,6.1,0.0,0.0,0.0,       .,       .,       .,       .
14485,WK071516,WK071516,2.6,0.0,0.8,2.0,2.5,7.7,0.0,1.0,1.1,5.5,0.0,0.3,1.0,       .,       .,       .,       .
14486,BU07151601,BU07151601,2.6,0.0,0.8,2.0,2.5,7.7,0.0,1.0,1.1,5.5,0.0,0.3,1.0,       .,       .,       .,       .
14487,WK071517,WK071517,3.7,0.0,0.0,5.0,2.2,6.2,0.0,1.0,2.0,3.2,0.0,0.0,5.0,       .,       .,       .,       .
14488,BU07151701,BU07151701,3.7,0.0,0.0,5.0,2.2,6.2,0.0,1.0,2.0,3.2,0.0,0.0,5.0,       .,       .,       .,       .
14489,WK071518,WK071518,3.5,0.0,0.0,5.0,2.0,6.1,0.0,1.0,2.0,3.0,0.0,0.8,2.0,       .,       .,       .,       .
14490,BU07151801,BU07151801,3.5,0.0,0.0,5.0,2.0,6.1,0.0,1.0,2.0,3.0,0.0,0.8,2.0,       .,       .,       .,       .
14491,WK071519,WK071519,1.7,0.2,1.9,8.6,1.3,4.5,0.8,1.0,2.0,2.8,0.0,0.6,9.7,       .,       .,       .,       .
14492,BU07151901,BU07151901,1.7,0.2,1.9,8.6,1.3,4.5,0.8,1.0,2.0,2.8,0.0,0.6,9.7,       .,       .,       .,       .
14493,WK071520,WK071520,0.5,3.5,7.8,9.0,0.3,0.5,1.0,1.0,1.4,0.3,10.8,13.1,14.0,       .,       .,       .,       .
14494,BU07152001,BU07152001,0.5,3.5,7.8,9.0,0.3,0.5,1.0,1.0,1.4,0.3,10.8,13.1,14.0,       .,       .,       .,       .
14495,WK071521,WK071521,0.6,1.9,9.0,9.0,0.6,1.8,1.0,1.0,2.0,1.4,0.5,13.4,14.6,       .,       .,       .,       .
14496,BU07152101,BU07152101,0.8,1.2,9.0,9.0,0.8,1.5,1.0,1.0,2.0,1.3,0.1,13.6,15.0,       .,       .,       .,       .
14497,BU07152102,BU07152102,0.6,1.3,9.0,9.0,1.1,2.1,1.0,1.0,2.0,2.0,0.0,13.1,15.0,       .,       .,       .,       .
14498,BU07152103,BU07152103,0.5,2.2,8.7,9.0,0.4,2.4,1.0,1.0,2.0,1.6,0.0,12.2,14.8,       .,       .,       .,       .
14499,BU07152104,BU07152104,0.4,3.4,9.0,9.0,0.3,1.2,1.0,1.0,2.0,0.8,2.2,14.0,14.1,       .,       .,       .,       .
14500,BU07152105,BU07152105,0.4,1.1,9.0,9.0,0.5,1.8,1.0,1.0,2.0,1.5,0.0,14.0,14.2,       .,       .,       .,       .
14501,WK071522,WK071522,0.7,2.5,7.1,9.1,0.6,1.8,1.0,1.0,1.3,1.0,1.7,10.7,13.5,       .,       .,       .,       .
14502,BU07152201,BU07152201,0.3,3.2,8.4,9.0,0.5,1.1,1.0,1.0,1.0,0.8,2.2,13.0,14.0,       .,       .,       .,       .
14503,BU07152202,BU07152202,2.1,0.0,2.2,9.9,0.9,4.4,1.0,1.0,2.0,1.5,0.0,1.0,14.0,       .,       .,       .,       .
14504,BU07152203,BU07152203,2.7,0.0,1.3,8.8,1.4,5.0,0.5,1.0,2.0,2.1,0.0,1.0,5.6,       .,       .,       .,       .
14505,BU07152204,BU07152204,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14506,WK071523,WK071523,1.0,1.1,5.6,9.2,0.6,3.6,1.0,1.0,2.0,1.2,0.3,3.0,13.8,       .,       .,       .,       .
14507,BU07152301,BU07152301,0.7,1.7,8.7,9.0,0.7,2.5,1.0,1.0,2.0,1.5,0.0,11.8,14.0,       .,       .,       .,       .
14508,BU07152302,BU07152302,1.3,0.0,3.0,9.0,1.3,3.9,1.0,1.0,2.0,0.3,1.0,1.0,14.0,       .,       .,       .,       .
14509,BU07152303,BU07152303,0.6,2.0,7.0,9.0,0.5,3.2,1.0,1.0,2.0,0.9,0.7,2.5,14.0,       .,       .,       .,       .
14510,BU07152304,BU07152304,0.8,1.5,6.0,9.0,0.6,3.5,1.0,1.0,2.0,1.5,0.0,1.4,14.4,       .,       .,       .,       .
14511,BU07152305,BU07152305,1.7,0.0,3.0,9.4,0.6,4.3,1.0,1.0,2.0,1.3,0.2,1.0,13.2,       .,       .,       .,       .
14512,WK071524,WK071524,0.7,0.7,5.2,9.5,0.7,3.5,1.0,1.0,2.0,3.3,0.0,1.6,14.9,       .,       .,       .,       .
14513,BU07152401,BU07152401,0.7,0.7,5.2,9.5,0.7,3.5,1.0,1.0,2.0,3.3,0.0,1.6,14.9,       .,       .,       .,       .
14514,WK071525,WK071525,0.6,0.8,1.0,3.4,1.0,14.9,0.0,0.0,2.0,0.7,0.8,1.0,5.2,       .,       .,       .,       .
14515,BU07152501,BU07152501,0.6,0.8,1.0,3.4,1.0,14.9,0.0,0.0,2.0,0.7,0.8,1.0,5.2,       .,       .,       .,       .
14516,WK071526,WK071526,2.8,0.2,0.5,2.0,3.2,14.6,0.0,0.0,2.0,2.5,0.2,0.6,2.6,       .,       .,       .,       .
14517,BU07152601,BU07152601,2.8,0.2,0.5,2.0,3.2,14.6,0.0,0.0,2.0,2.5,0.2,0.6,2.6,       .,       .,       .,       .
14518,WK071527,WK071527,0.4,1.0,1.0,1.0,0.3,8.4,0.0,1.0,2.0,5.7,0.0,0.0,0.0,       .,       .,       .,       .
14519,BU07152701,BU07152701,0.4,1.0,1.0,1.0,0.3,8.4,0.0,1.0,2.0,5.7,0.0,0.0,0.0,       .,       .,       .,       .
14520,WK071528,WK071528,3.1,0.0,0.6,2.2,3.1,8.1,0.0,0.9,2.0,4.4,0.1,0.2,0.8,       .,       .,       .,       .
14521,BU07152801,BU07152801,3.1,0.0,0.6,2.2,3.1,8.1,0.0,0.9,2.0,4.4,0.1,0.2,0.8,       .,       .,       .,       .
14522,WK071529,WK071529,4.3,0.0,0.0,1.8,4.2,13.2,0.0,0.0,2.0,0.5,0.9,1.0,7.3,       .,       .,       .,       .
14523,BU07152901,BU07152901,4.3,0.0,0.0,1.8,4.2,13.2,0.0,0.0,2.0,0.5,0.9,1.0,7.3,       .,       .,       .,       .
14524,WK071530,WK071530,4.5,0.0,0.1,1.1,4.7,15.1,0.0,0.0,2.0,2.8,0.2,0.8,3.7,       .,       .,       .,       .
14525,BU07153001,BU07153001,4.5,0.0,0.1,1.1,4.7,15.1,0.0,0.0,2.0,2.8,0.2,0.8,3.7,       .,       .,       .,       .
14526,GM0093,GM0093,0.8,0.7,1.6,2.0,0.6,4.1,0.5,0.9,1.0,1.0,2.8,4.9,5.8,       .,       .,       .,       .
14527,WK009300,WK009300,0.7,0.7,1.0,1.1,0.6,0.8,1.0,1.0,1.0,0.7,3.6,6.0,6.5,       .,       .,       .,       .
14528,BU00930000,BU00930000,0.7,0.8,1.0,1.1,0.6,0.7,1.0,1.0,1.0,0.6,3.7,6.0,6.4,       .,       .,       .,       .
14529,BU00930002,BU00930002,2.1,0.0,1.0,2.2,0.8,2.3,1.0,1.0,1.0,2.2,0.0,5.6,9.7,       .,       .,       .,       .
14530,WK009301,WK009301,0.6,0.9,2.5,3.1,0.5,6.0,0.1,1.0,1.0,0.6,3.3,4.9,5.4,       .,       .,       .,       .
14531,BU00930110,BU00930110,0.3,1.0,2.6,3.0,0.3,6.1,0.0,1.0,1.0,0.3,4.0,5.0,5.0,       .,       .,       .,       .
14532,BU00930111,BU00930111,1.2,0.5,2.1,3.4,1.0,5.5,0.3,1.0,1.0,1.2,1.5,4.9,6.7,       .,       .,       .,       .
14533,BU00930112,BU00930112,2.8,0.2,1.3,2.2,2.2,7.2,0.0,1.0,1.0,2.7,0.2,3.3,3.7,       .,       .,       .,       .
14534,WK009302,WK009302,0.5,1.3,3.0,3.0,0.5,7.7,0.0,1.0,1.0,0.5,1.0,5.0,5.0,       .,       .,       .,       .
14535,BU00930213,BU00930213,0.4,1.4,3.0,3.0,0.4,7.8,0.0,1.0,1.0,0.4,1.0,5.0,5.0,       .,       .,       .,       .
14536,BU00930214,BU00930214,0.7,1.1,3.0,3.0,0.7,7.5,0.0,1.0,1.0,0.7,1.0,5.0,5.0,       .,       .,       .,       .
14537,BU00930215,BU00930215,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14538,WK009303,WK009303,0.3,1.1,2.4,3.0,0.2,9.0,0.0,1.0,1.0,1.4,0.1,2.7,5.0,       .,       .,       .,       .
14539,BU00930316,BU00930316,0.3,1.0,2.4,3.0,0.2,9.0,0.0,1.0,1.0,1.4,0.0,2.5,5.0,       .,       .,       .,       .
14540,BU00930317,BU00930317,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14541,WK009304,WK009304,1.4,0.1,1.8,3.0,1.2,10.2,0.0,0.4,1.0,2.5,0.0,0.9,4.9,       .,       .,       .,       .
14542,BU00930418,BU00930418,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14543,BU00930419,BU00930419,1.4,0.1,1.9,3.0,1.2,10.2,0.0,0.3,1.0,2.5,0.0,1.0,5.0,       .,       .,       .,       .
14544,BU00930420,BU00930420,1.2,0.8,1.8,2.8,0.9,10.0,0.0,0.8,1.0,2.4,0.0,0.8,4.3,       .,       .,       .,       .
14545,WK009305,WK009305,4.0,0.0,0.0,1.1,0.3,12.8,0.0,0.0,1.0,5.2,0.0,0.0,0.2,       .,       .,       .,       .
14546,BU00930521,BU00930521,4.0,0.0,0.0,1.0,0.3,12.8,0.0,0.0,1.0,5.2,0.0,0.0,0.1,       .,       .,       .,       .
14547,BU00930522,BU00930522,3.6,0.0,0.0,1.7,0.6,12.4,0.0,0.0,1.0,4.8,0.0,0.0,0.8,       .,       .,       .,       .
14548,BU00930523,BU00930523,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14549,GM0448,GM0448,1.0,1.3,2.7,4.4,1.3,4.0,0.7,1.0,1.9,2.9,0.9,2.0,2.7,       .,       .,       .,       .
14550,WK044800,WK044800,0.9,1.4,2.8,4.6,1.1,3.1,0.7,1.0,2.0,2.2,1.0,2.2,2.9,       .,       .,       .,       .
14551,BU04480000,BU04480000,0.7,1.9,4.0,6.0,0.7,1.0,1.0,1.0,2.0,1.0,1.0,2.7,3.0,       .,       .,       .,       .
14552,BU04480001,BU04480001,0.5,1.7,2.0,2.4,0.4,6.4,0.0,1.0,2.0,0.5,5.3,6.0,6.0,       .,       .,       .,       .
14553,BU04480002,BU04480002,0.4,1.0,1.0,1.0,0.4,7.6,0.0,1.0,1.0,7.3,0.0,0.0,0.0,       .,       .,       .,       .
14554,BU04480003,BU04480003,2.9,0.0,0.7,5.1,2.4,3.4,1.0,1.0,2.0,3.6,0.0,0.0,3.0,       .,       .,       .,       .
14555,BU04480004,BU04480004,0.6,0.9,1.0,4.3,0.4,4.6,1.0,1.0,2.0,1.8,0.0,1.0,3.0,       .,       .,       .,       .
14556,BU04480005,BU04480005,0.4,1.0,1.0,1.0,5.7,5.8,0.0,1.0,3.0,5.7,0.0,0.0,0.0,       .,       .,       .,       .
14557,BU04480007,BU04480007,1.8,0.2,2.3,4.1,2.3,4.4,0.6,1.0,2.1,3.9,0.1,1.0,2.0,       .,       .,       .,       .
14558,BU04480008,BU04480008,3.8,0.0,0.1,1.8,5.8,6.3,0.2,1.9,3.0,6.2,0.0,0.0,0.5,       .,       .,       .,       .
14559,BU04480009,BU04480009,1.7,0.1,2.1,4.8,2.7,4.7,0.6,1.0,2.1,3.1,0.0,2.9,6.0,       .,       .,       .,       .
14560,WK044801,WK044801,2.3,0.5,1.6,2.3,2.4,11.4,0.0,0.3,1.1,9.1,0.0,0.1,0.7,       .,       .,       .,       .
14561,BU04480100,BU04480100,0.4,1.0,2.9,3.0,0.4,13.9,0.0,0.0,1.0,11.1,0.0,0.0,0.0,       .,       .,       .,       .
14562,BU04480107,BU04480107,3.5,0.1,0.7,1.7,3.7,10.6,0.0,0.4,1.0,8.1,0.0,0.2,0.8,       .,       .,       .,       .
14563,BU04480108,BU04480108,3.7,0.0,0.4,0.8,3.6,8.9,0.0,0.6,1.1,9.0,0.0,0.0,0.0,       .,       .,       .,       .
14564,BU04480109,BU04480109,3.1,0.0,1.1,4.3,2.9,4.4,0.5,1.0,2.0,3.4,0.0,1.3,5.6,       .,       .,       .,       .
14565,GM1525,GM1525,0.8,1.3,3.9,10.2,0.6,1.4,2.2,10.1,21.6,2.4,0.2,1.0,4.3,       .,       .,       .,       .
14566,WK152501,WK152501,0.7,1.3,3.0,11.7,0.4,0.5,2.5,11.4,19.8,4.3,0.0,0.0,2.3,       .,       .,       .,       .
14567,BU15250101,BU15250101,0.8,0.9,3.0,9.3,0.5,0.7,2.0,10.8,19.3,4.4,0.0,0.0,1.7,       .,       .,       .,       .
14568,BU15250102,BU15250102,0.8,1.2,3.0,12.3,0.3,0.4,2.5,11.5,19.9,4.3,0.0,0.0,2.3,       .,       .,       .,       .
14569,BU15250103,BU15250103,0.5,1.9,3.0,12.8,0.3,0.5,2.8,11.8,20.0,4.3,0.0,0.0,2.6,       .,       .,       .,       .
14570,BU15250104,BU15250104,1.1,0.3,3.0,15.7,0.6,0.8,3.8,13.0,20.0,4.1,0.0,0.0,2.9,       .,       .,       .,       .
14571,WK152502,WK152502,0.6,1.6,4.5,8.2,0.6,1.3,2.0,10.1,20.8,3.6,0.0,0.0,1.9,       .,       .,       .,       .
14572,BU15250201,BU15250201,0.5,2.0,4.0,8.8,0.5,1.1,2.0,10.3,20.8,4.0,0.0,0.0,1.6,       .,       .,       .,       .
14573,BU15250202,BU15250202,0.4,2.0,4.5,8.0,0.4,1.1,2.0,10.0,20.7,3.5,0.0,0.0,2.0,       .,       .,       .,       .
14574,BU15250203,BU15250203,0.4,1.7,4.3,8.0,0.4,1.4,2.0,10.1,20.9,3.8,0.0,0.0,1.9,       .,       .,       .,       .
14575,BU15250204,BU15250204,0.9,0.8,4.9,7.6,0.9,1.7,2.0,9.8,20.7,3.4,0.0,0.0,2.0,       .,       .,       .,       .
14576,BU15250205,BU15250205,0.8,1.5,5.1,8.4,0.8,1.1,2.0,10.0,20.9,3.3,0.0,0.1,2.1,       .,       .,       .,       .
14577,WK152503,WK152503,1.1,0.4,3.6,8.3,1.0,1.3,2.0,9.6,20.3,3.8,0.0,0.0,2.0,       .,       .,       .,       .
14578,BU15250301,BU15250301,0.7,1.2,3.2,8.9,0.6,0.9,2.0,10.5,20.0,3.9,0.0,0.0,2.1,       .,       .,       .,       .
14579,BU15250302,BU15250302,1.3,0.1,4.5,8.1,1.2,1.5,2.0,9.2,20.8,3.4,0.0,0.1,2.0,       .,       .,       .,       .
14580,BU15250303,BU15250303,1.1,0.2,3.0,8.0,1.0,1.3,2.0,9.5,20.0,3.9,0.0,0.0,2.0,       .,       .,       .,       .
14581,BU15250304,BU15250304,1.5,0.0,3.0,7.9,1.4,1.7,2.0,8.9,20.0,4.1,0.0,0.0,1.9,       .,       .,       .,       .
14582,WK152504,WK152504,1.9,0.1,4.0,14.4,1.6,2.0,2.9,8.9,22.2,2.4,0.1,1.5,4.3,       .,       .,       .,       .
14583,BU15250401,BU15250401,2.0,0.0,4.3,14.7,1.6,2.6,3.0,8.0,22.1,2.4,0.0,1.6,4.3,       .,       .,       .,       .
14584,BU15250402,BU15250402,0.9,1.0,4.0,16.0,0.6,0.8,3.0,8.0,24.0,0.6,1.0,2.0,6.0,       .,       .,       .,       .
14585,BU15250403,BU15250403,1.1,0.1,3.0,7.4,0.9,1.0,2.0,10.1,19.0,4.8,0.0,0.0,1.1,       .,       .,       .,       .
14586,BU15250404,BU15250404,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14587,BU15250405,BU15250405,1.9,0.0,4.0,14.5,1.7,2.0,2.9,9.0,22.3,2.3,0.1,1.5,4.3,       .,       .,       .,       .
14588,WK152511,WK152511,0.5,1.7,4.5,8.1,0.5,1.6,2.0,10.1,21.0,1.9,0.0,1.5,2.7,       .,       .,       .,       .
14589,BU15251101,BU15251101,0.3,1.3,4.2,8.0,0.3,1.4,2.0,10.1,21.0,1.8,0.0,1.6,2.1,       .,       .,       .,       .
14590,BU15251102,BU15251102,0.6,2.1,4.8,8.1,0.6,1.7,2.0,10.0,21.0,2.0,0.0,1.2,3.0,       .,       .,       .,       .
14591,BU15251103,BU15251103,0.6,1.6,4.4,8.0,0.6,1.5,2.0,10.1,21.0,1.8,0.0,1.8,2.9,       .,       .,       .,       .
14592,BU15251104,BU15251104,1.0,0.8,6.8,10.8,1.0,2.1,2.9,12.0,22.0,2.4,0.0,1.0,3.0,       .,       .,       .,       .
14593,WK152512,WK152512,0.8,1.4,4.1,8.6,0.6,0.9,2.0,9.8,21.5,1.3,0.2,2.0,2.6,       .,       .,       .,       .
14594,BU15251201,BU15251201,0.5,1.9,4.0,12.3,0.5,0.6,2.2,9.8,23.2,0.8,0.8,2.0,4.1,       .,       .,       .,       .
14595,BU15251202,BU15251202,0.9,0.9,4.0,6.9,0.6,0.9,2.0,9.0,21.1,1.2,0.0,2.0,2.4,       .,       .,       .,       .
14596,BU15251203,BU15251203,1.0,0.7,4.0,8.1,0.8,1.0,2.0,8.0,21.5,1.2,0.0,2.0,3.5,       .,       .,       .,       .
14597,BU15251204,BU15251204,0.8,1.6,4.0,7.8,0.4,0.9,2.0,9.6,21.1,1.2,0.0,2.0,2.4,       .,       .,       .,       .
14598,BU15251205,BU15251205,1.0,0.7,4.0,7.8,0.5,1.1,2.0,9.7,21.0,1.5,0.0,2.0,2.3,       .,       .,       .,       .
14599,BU15251206,BU15251206,1.0,0.4,4.0,8.0,0.6,1.5,2.0,9.9,21.0,1.8,0.0,1.9,2.0,       .,       .,       .,       .
14600,BU15251207,BU15251207,0.6,2.4,4.4,8.0,0.6,1.0,2.0,10.9,21.0,1.3,0.0,2.0,2.0,       .,       .,       .,       .
14601,BU15251208,BU15251208,0.8,2.0,4.0,8.0,0.7,1.1,2.0,11.0,21.0,1.5,0.0,2.0,2.0,       .,       .,       .,       .
14602,WK152513,WK152513,1.1,1.0,5.9,10.8,1.1,2.1,2.5,12.0,22.6,2.6,0.0,0.7,3.3,       .,       .,       .,       .
14603,BU15251301,BU15251301,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14604,BU15251302,BU15251302,2.0,0.0,5.3,13.9,1.9,2.6,3.3,13.0,23.7,3.5,0.0,0.3,4.0,       .,       .,       .,       .
14605,BU15251303,BU15251303,0.5,2.0,6.1,9.0,0.5,1.8,2.0,11.1,21.9,2.1,0.0,1.0,3.0,       .,       .,       .,       .
14606,BU15251304,BU15251304,1.5,0.0,5.8,12.5,1.5,2.5,3.0,12.9,23.1,3.1,0.0,0.5,3.5,       .,       .,       .,       .
14607,WK152514,WK152514,0.6,1.7,4.6,12.6,0.5,0.8,2.3,9.5,22.6,0.8,0.8,2.0,3.7,       .,       .,       .,       .
14608,BU15251401,BU15251401,0.8,1.2,4.0,15.5,0.5,0.7,2.8,8.7,23.6,0.5,1.0,2.0,4.9,       .,       .,       .,       .
14609,BU15251402,BU15251402,0.6,2.0,4.0,14.6,0.4,0.5,2.1,9.5,22.0,0.5,1.0,2.0,4.2,       .,       .,       .,       .
