ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToLargeSupermarket_24,Within1Km_25,Within3Km_26,Within5Km_27,DistanceToShopForOtherDailyFood_28,DistanceToDepartmentStore_32,Within5Km_33,Within10Km_34,Within20Km_35,DistanceToCafeEtc_36,Within1Km_37,Within3Km_38,Within5Km_39,DistanceToCafeteriaEtc_40,Within1Km_41,Within3Km_42,Within5Km_43
14610,BU15251403,BU15251403,0.8,2.1,5.3,10.1,0.7,0.8,2.0,10.0,21.3,0.9,1.0,2.0,2.9,       .,       .,       .,       .
14611,BU15251404,BU15251404,0.4,2.7,4.7,10.5,0.4,0.7,2.0,10.3,21.3,0.9,1.0,2.0,2.8,       .,       .,       .,       .
14612,BU15251405,BU15251405,0.7,1.8,6.0,8.1,0.7,1.3,2.0,10.4,21.0,1.4,0.1,2.0,2.0,       .,       .,       .,       .
14613,BU15251406,BU15251406,0.5,1.7,4.0,14.0,0.3,0.5,2.4,9.4,23.3,0.5,1.0,2.0,4.3,       .,       .,       .,       .
14614,BU15251407,BU15251407,1.0,0.6,4.0,15.6,0.9,1.0,2.9,8.6,25.3,0.8,1.2,2.0,5.0,       .,       .,       .,       .
14615,BU15251408,BU15251408,1.2,0.0,4.0,16.0,0.8,1.1,3.0,8.0,24.8,0.7,2.0,2.0,5.0,       .,       .,       .,       .
14616,WK152515,WK152515,1.9,0.0,3.8,10.1,1.8,2.3,2.4,10.6,23.5,2.7,0.0,1.0,3.1,       .,       .,       .,       .
14617,BU15251501,BU15251501,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14618,BU15251502,BU15251502,1.6,0.0,3.0,6.1,1.4,1.6,1.2,8.1,22.8,1.6,0.0,2.0,2.4,       .,       .,       .,       .
14619,BU15251503,BU15251503,2.3,0.0,4.6,14.1,2.3,2.9,3.7,13.0,24.1,3.7,0.0,0.0,3.7,       .,       .,       .,       .
14620,WK152521,WK152521,0.7,0.9,2.8,13.1,0.6,2.9,2.5,11.1,24.6,1.4,0.2,1.1,16.7,       .,       .,       .,       .
14621,BU15252101,BU15252101,0.6,0.9,2.6,12.2,0.6,3.2,2.4,11.2,24.0,1.6,0.1,1.0,10.6,       .,       .,       .,       .
14622,BU15252102,BU15252102,0.6,1.0,2.5,12.2,0.6,2.9,1.9,10.8,24.5,1.3,0.2,1.0,14.4,       .,       .,       .,       .
14623,BU15252103,BU15252103,1.0,0.4,5.0,21.3,0.9,2.1,5.2,11.7,27.2,1.1,0.3,1.9,51.4,       .,       .,       .,       .
14624,BU15252104,BU15252104,1.3,0.0,2.2,9.1,1.2,3.0,1.5,10.6,22.9,0.4,1.0,1.0,11.7,       .,       .,       .,       .
14625,WK152522,WK152522,2.3,0.0,2.4,8.8,2.0,4.0,2.1,9.9,21.3,3.8,0.0,0.4,4.0,       .,       .,       .,       .
14626,BU15252201,BU15252201,1.6,0.4,3.8,18.2,1.6,2.3,3.5,11.3,26.3,1.5,0.4,1.3,39.2,       .,       .,       .,       .
14627,BU15252202,BU15252202,2.3,0.0,2.3,8.6,2.0,4.0,2.1,9.9,21.2,3.8,0.0,0.3,3.2,       .,       .,       .,       .
14628,GM0716,GM0716,1.1,0.9,1.5,2.0,1.3,12.0,0.1,0.6,2.7,1.9,0.7,1.2,1.5,       .,       .,       .,       .
14629,WK071600,WK071600,1.4,0.8,2.0,2.7,1.1,5.8,0.2,1.5,4.3,1.3,0.4,1.0,1.6,       .,       .,       .,       .
14630,BU07160000,BU07160000,1.3,0.8,2.0,2.7,1.1,5.7,0.2,1.6,4.3,1.2,0.4,1.0,1.6,       .,       .,       .,       .
14631,BU07160009,BU07160009,3.0,0.0,0.8,2.5,3.2,8.3,0.0,0.9,3.5,3.3,0.0,0.5,1.2,       .,       .,       .,       .
14632,WK071601,WK071601,0.9,0.8,0.9,1.3,5.2,11.1,0.0,0.0,3.0,3.3,0.0,0.2,1.5,       .,       .,       .,       .
14633,BU07160100,BU07160100,0.3,1.0,1.0,1.1,5.3,10.8,0.0,0.0,3.0,3.2,0.0,0.2,1.5,       .,       .,       .,       .
14634,BU07160109,BU07160109,2.6,0.1,0.5,1.9,4.8,12.1,0.0,0.1,3.0,3.6,0.0,0.3,1.6,       .,       .,       .,       .
14635,WK071602,WK071602,2.5,0.0,1.9,3.0,2.4,13.8,0.0,0.0,2.9,0.4,0.9,2.0,2.0,       .,       .,       .,       .
14636,BU07160200,BU07160200,2.5,0.0,2.0,3.0,2.3,13.7,0.0,0.0,3.0,0.3,1.0,2.0,2.0,       .,       .,       .,       .
14637,BU07160209,BU07160209,2.7,0.0,1.4,2.7,2.8,14.5,0.0,0.0,2.5,1.6,0.3,1.7,2.0,       .,       .,       .,       .
14638,WK071603,WK071603,0.7,1.8,1.9,2.1,0.6,16.1,0.0,0.0,1.4,1.0,0.8,1.9,2.0,       .,       .,       .,       .
14639,BU07160300,BU07160300,0.5,2.0,2.0,2.0,0.4,15.9,0.0,0.0,1.4,0.8,0.9,2.0,2.0,       .,       .,       .,       .
14640,BU07160309,BU07160309,2.4,0.4,1.2,2.5,2.3,17.5,0.0,0.0,1.3,2.6,0.2,0.8,2.3,       .,       .,       .,       .
14641,WK071604,WK071604,0.6,0.9,1.0,1.0,0.6,22.6,0.0,0.0,0.0,0.6,0.9,1.0,1.0,       .,       .,       .,       .
14642,BU07160400,BU07160400,0.4,1.0,1.0,1.0,0.4,22.6,0.0,0.0,0.0,0.5,1.0,1.0,1.0,       .,       .,       .,       .
14643,BU07160409,BU07160409,1.8,0.2,1.0,1.0,1.8,22.4,0.0,0.0,0.0,1.8,0.2,1.0,1.0,       .,       .,       .,       .
14644,WK071605,WK071605,0.7,0.8,1.0,1.0,0.6,17.4,0.0,0.0,2.0,0.7,1.6,2.0,2.0,       .,       .,       .,       .
14645,BU07160500,BU07160500,0.7,0.8,1.0,1.0,0.6,17.4,0.0,0.0,2.0,0.6,1.6,2.0,2.0,       .,       .,       .,       .
14646,BU07160509,BU07160509,2.1,0.1,0.8,1.2,2.1,17.8,0.0,0.0,1.8,2.1,0.1,1.6,2.2,       .,       .,       .,       .
14647,WK071606,WK071606,0.6,0.9,1.0,2.4,0.6,9.5,0.0,1.0,3.0,0.7,0.9,1.0,1.1,       .,       .,       .,       .
14648,BU07160600,BU07160600,0.4,1.0,1.0,2.4,0.4,9.4,0.0,1.0,3.0,0.5,0.9,1.0,1.1,       .,       .,       .,       .
14649,BU07160609,BU07160609,2.0,0.2,1.0,2.6,2.0,9.7,0.0,0.5,3.2,2.1,0.2,0.8,1.5,       .,       .,       .,       .
14650,WK071607,WK071607,1.3,0.8,0.8,0.9,1.3,13.0,0.0,0.0,1.8,8.8,0.0,0.0,0.0,       .,       .,       .,       .
14651,BU07160700,BU07160700,0.5,1.0,1.0,1.0,0.5,12.3,0.0,0.0,2.0,8.1,0.0,0.0,0.0,       .,       .,       .,       .
14652,BU07160709,BU07160709,4.1,0.0,0.3,0.5,4.1,15.2,0.0,0.0,1.5,11.0,0.0,0.0,0.0,       .,       .,       .,       .
14653,BU07160710,BU07160710,4.8,0.0,0.0,1.0,4.8,16.2,0.0,0.0,1.0,12.0,0.0,0.0,0.0,       .,       .,       .,       .
14654,GM0281,GM0281,1.0,1.2,6.3,9.8,0.9,2.7,0.9,1.8,8.4,1.9,2.1,11.7,17.7,       .,       .,       .,       .
14655,WK028100,WK028100,0.7,2.0,8.2,10.2,0.5,1.5,1.0,1.9,8.8,0.9,4.3,17.5,18.9,       .,       .,       .,       .
14656,BU02810000,BU02810000,0.5,2.6,8.8,10.0,0.2,0.7,1.0,1.2,8.8,0.2,12.1,18.0,18.6,       .,       .,       .,       .
14657,BU02810001,BU02810001,0.5,1.8,8.9,10.1,0.4,1.1,1.0,1.0,9.0,0.4,11.1,18.0,18.9,       .,       .,       .,       .
14658,BU02810002,BU02810002,0.4,2.7,9.1,10.8,0.3,1.4,1.0,1.0,9.0,0.4,6.3,18.0,19.0,       .,       .,       .,       .
14659,BU02810003,BU02810003,0.7,2.0,9.3,10.5,0.8,1.7,1.0,1.0,9.0,0.8,3.8,18.0,19.0,       .,       .,       .,       .
14660,BU02810004,BU02810004,0.5,1.7,9.0,10.1,0.5,1.6,1.0,1.3,9.0,1.0,3.0,18.0,19.7,       .,       .,       .,       .
14661,BU02810005,BU02810005,0.5,3.3,8.9,10.0,0.4,1.0,1.0,2.6,9.0,0.8,4.9,18.0,19.1,       .,       .,       .,       .
14662,BU02810006,BU02810006,0.6,2.5,9.0,10.0,0.3,1.1,1.0,3.0,9.0,1.0,1.9,18.0,19.6,       .,       .,       .,       .
14663,BU02810007,BU02810007,1.0,1.2,6.6,9.3,0.4,1.3,1.0,3.0,8.7,1.2,0.9,18.0,18.9,       .,       .,       .,       .
14664,BU02810009,BU02810009,0.9,1.5,7.1,9.6,0.6,1.0,1.0,2.9,8.3,1.0,4.0,17.9,18.1,       .,       .,       .,       .
14665,BU02810010,BU02810010,0.7,2.0,9.8,11.0,0.7,2.4,1.0,1.0,9.0,1.5,0.0,18.0,19.0,       .,       .,       .,       .
14666,BU02810011,BU02810011,0.8,1.2,6.8,11.0,0.8,2.8,1.0,1.8,8.4,1.8,0.0,14.0,19.0,       .,       .,       .,       .
14667,WK028101,WK028101,0.8,0.8,6.7,10.4,0.7,2.8,1.0,1.7,9.0,2.2,0.0,11.7,19.9,       .,       .,       .,       .
14668,BU02810100,BU02810100,0.8,0.9,8.0,10.4,0.5,2.4,1.0,1.5,9.0,1.9,0.0,17.9,20.0,       .,       .,       .,       .
14669,BU02810101,BU02810101,0.7,1.0,7.7,9.5,0.6,1.9,1.0,3.0,9.0,1.8,0.0,18.0,20.0,       .,       .,       .,       .
14670,BU02810102,BU02810102,1.4,0.5,4.2,11.0,0.8,3.9,1.0,2.0,8.6,2.3,0.0,1.9,19.5,       .,       .,       .,       .
14671,BU02810103,BU02810103,0.7,0.7,6.1,11.0,0.6,3.6,1.0,1.2,9.0,2.6,0.0,4.6,19.7,       .,       .,       .,       .
14672,BU02810104,BU02810104,1.0,0.5,5.1,10.6,0.9,3.3,1.0,1.3,9.0,2.4,0.0,7.4,20.0,       .,       .,       .,       .
14673,BU02810107,BU02810107,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14674,BU02810108,BU02810108,2.1,0.0,3.7,8.9,2.0,3.4,1.0,1.3,9.8,2.6,0.0,1.3,20.0,       .,       .,       .,       .
14675,BU02810109,BU02810109,2.2,0.0,4.4,8.8,1.9,2.8,1.0,3.0,10.8,2.7,0.0,6.4,19.9,       .,       .,       .,       .
14676,WK028102,WK028102,1.3,0.5,1.5,6.3,1.1,5.6,0.2,2.0,7.5,3.1,0.0,0.6,6.3,       .,       .,       .,       .
14677,BU02810200,BU02810200,0.8,0.9,1.1,6.2,0.8,5.8,0.1,2.0,7.4,3.3,0.0,0.0,5.4,       .,       .,       .,       .
14678,BU02810201,BU02810201,0.6,0.9,1.0,6.8,0.6,5.8,0.0,2.0,7.2,2.3,0.0,1.0,4.4,       .,       .,       .,       .
14679,BU02810208,BU02810208,1.6,0.0,3.5,10.4,0.9,4.5,0.7,2.0,8.3,1.6,0.1,2.1,16.9,       .,       .,       .,       .
14680,BU02810209,BU02810209,2.5,0.0,0.8,2.6,2.3,6.2,0.1,2.0,7.1,4.9,0.0,0.0,1.5,       .,       .,       .,       .
14681,WK028103,WK028103,1.8,0.2,3.1,9.0,1.8,4.4,0.7,1.5,7.1,3.4,0.0,1.6,15.3,       .,       .,       .,       .
14682,BU02810300,BU02810300,2.4,0.0,4.3,10.7,2.4,4.3,1.0,2.0,7.5,3.3,0.0,0.1,19.0,       .,       .,       .,       .
14683,BU02810301,BU02810301,1.1,0.6,4.7,11.0,1.1,3.6,1.0,1.4,8.0,2.6,0.0,4.7,18.9,       .,       .,       .,       .
14684,BU02810302,BU02810302,2.5,0.0,1.1,6.3,2.5,5.3,0.1,2.0,6.9,4.2,0.0,0.0,8.2,       .,       .,       .,       .
14685,BU02810303,BU02810303,1.6,0.1,2.7,8.7,1.6,4.4,0.9,1.0,6.2,3.5,0.0,0.3,16.4,       .,       .,       .,       .
14686,BU02810304,BU02810304,1.1,0.8,6.3,11.0,1.0,2.7,1.0,1.0,8.5,1.8,0.2,13.2,18.8,       .,       .,       .,       .
14687,BU02810305,BU02810305,2.4,0.0,2.8,9.3,2.4,4.2,1.0,1.0,6.0,3.3,0.0,1.3,17.9,       .,       .,       .,       .
14688,BU02810306,BU02810306,3.2,0.0,0.3,5.5,3.2,5.3,0.4,1.3,5.6,4.3,0.0,0.0,8.7,       .,       .,       .,       .
14689,GM0855,GM0855,0.8,2.4,15.9,32.1,0.7,1.9,2.5,6.4,16.1,1.1,3.5,33.8,57.8,       .,       .,       .,       .
14690,WK085510,WK085510,0.6,3.8,27.7,45.9,0.3,0.7,3.1,7.4,16.1,0.3,33.4,83.2,89.4,       .,       .,       .,       .
14691,BU08551001,BU08551001,0.4,5.0,29.0,48.5,0.2,0.8,3.0,7.0,16.1,0.3,26.5,83.8,90.3,       .,       .,       .,       .
14692,BU08551002,BU08551002,0.8,2.3,27.1,45.6,0.2,0.4,3.0,7.4,16.7,0.1,48.9,83.7,88.5,       .,       .,       .,       .
14693,BU08551003,BU08551003,0.4,2.8,26.9,42.1,0.5,0.8,3.3,7.9,15.0,0.4,25.1,81.4,89.1,       .,       .,       .,       .
14694,BU08551004,BU08551004,0.5,6.8,26.5,43.0,0.5,1.3,3.4,7.8,15.2,0.5,11.2,81.9,90.0,       .,       .,       .,       .
14695,WK085511,WK085511,0.8,1.5,25.1,41.2,0.4,1.0,3.0,8.0,16.0,0.5,20.1,79.0,87.1,       .,       .,       .,       .
14696,BU08551101,BU08551101,0.9,0.9,25.8,44.4,0.3,0.6,3.0,8.0,16.9,0.2,45.0,83.2,88.0,       .,       .,       .,       .
14697,BU08551102,BU08551102,0.9,1.2,24.0,43.8,0.4,1.0,3.4,8.0,16.4,0.7,22.2,78.4,87.9,       .,       .,       .,       .
14698,BU08551103,BU08551103,0.8,2.0,24.7,39.4,0.3,1.2,2.9,8.0,16.0,0.5,11.3,77.6,86.6,       .,       .,       .,       .
14699,BU08551104,BU08551104,0.7,1.0,25.5,40.5,0.3,0.9,2.8,7.9,15.8,0.4,23.4,79.6,86.0,       .,       .,       .,       .
14700,BU08551105,BU08551105,0.5,2.5,26.9,39.5,0.3,1.0,3.1,8.0,15.5,0.4,15.5,80.2,88.3,       .,       .,       .,       .
14701,WK085512,WK085512,0.6,2.0,20.0,44.9,0.6,1.7,3.8,8.0,15.9,1.0,0.5,74.0,88.7,       .,       .,       .,       .
14702,BU08551201,BU08551201,0.5,2.0,21.9,47.2,0.5,1.6,4.0,8.0,16.0,1.0,0.6,76.4,88.9,       .,       .,       .,       .
14703,BU08551202,BU08551202,0.6,2.0,20.1,46.9,0.6,1.7,4.0,8.0,16.0,1.2,0.1,74.2,89.4,       .,       .,       .,       .
14704,BU08551203,BU08551203,0.8,1.9,17.9,41.1,0.8,1.8,3.4,8.0,15.6,0.9,0.6,71.4,88.1,       .,       .,       .,       .
14705,WK085513,WK085513,0.8,2.0,16.8,33.5,0.6,2.1,2.0,8.0,15.1,0.5,1.0,66.8,86.2,       .,       .,       .,       .
14706,BU08551301,BU08551301,0.8,1.9,17.0,33.5,0.6,2.1,1.9,8.0,15.2,0.5,1.0,67.1,86.5,       .,       .,       .,       .
14707,BU08551302,BU08551302,0.7,2.0,16.7,33.4,0.6,2.1,2.0,8.0,15.1,0.5,1.0,66.6,86.0,       .,       .,       .,       .
14708,WK085514,WK085514,0.6,2.6,22.6,34.2,0.3,1.6,2.1,8.0,15.7,0.6,4.1,74.3,87.5,       .,       .,       .,       .
14709,BU08551401,BU08551401,0.7,2.8,23.3,34.6,0.3,1.6,2.4,8.0,15.5,0.7,5.3,74.9,88.1,       .,       .,       .,       .
14710,BU08551402,BU08551402,0.6,2.5,21.6,32.3,0.5,1.8,1.5,8.0,15.9,0.6,2.7,73.5,86.0,       .,       .,       .,       .
14711,BU08551403,BU08551403,0.5,2.0,23.0,36.5,0.1,1.6,2.0,8.0,16.0,0.2,2.2,75.2,88.0,       .,       .,       .,       .
14712,BU08551404,BU08551404,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14713,BU08551405,BU08551405,0.6,2.0,21.6,35.8,0.2,1.7,2.0,8.0,16.0,0.3,1.8,72.9,87.8,       .,       .,       .,       .
14714,WK085515,WK085515,0.4,2.5,23.8,37.3,0.3,1.6,2.8,8.0,15.0,0.4,5.0,76.0,88.9,       .,       .,       .,       .
14715,BU08551501,BU08551501,0.5,3.6,26.6,40.3,0.6,1.1,3.2,8.0,15.0,0.3,13.4,80.7,89.0,       .,       .,       .,       .
14716,BU08551502,BU08551502,0.4,2.9,25.9,37.2,0.4,1.3,2.9,8.0,15.0,0.4,7.6,78.8,88.8,       .,       .,       .,       .
14717,BU08551503,BU08551503,0.2,3.3,25.5,39.5,0.3,1.5,3.0,8.0,15.0,0.3,4.4,79.5,89.0,       .,       .,       .,       .
14718,BU08551504,BU08551504,0.4,2.1,21.3,37.4,0.3,1.8,2.7,8.0,15.0,0.5,1.9,72.3,89.0,       .,       .,       .,       .
14719,BU08551505,BU08551505,0.3,1.6,21.9,33.8,0.3,1.7,2.2,8.0,15.0,0.3,2.2,72.7,88.9,       .,       .,       .,       .
14720,WK085516,WK085516,0.5,5.6,22.4,41.0,0.5,2.0,3.1,7.4,14.5,0.6,4.4,70.6,89.5,       .,       .,       .,       .
14721,BU08551601,BU08551601,0.5,3.9,19.7,42.2,0.5,2.6,3.0,6.2,13.4,0.4,2.9,55.5,89.8,       .,       .,       .,       .
14722,BU08551602,BU08551602,0.7,4.8,20.0,41.1,0.4,2.4,3.0,6.9,13.9,0.6,2.9,62.6,89.7,       .,       .,       .,       .
14723,BU08551603,BU08551603,0.5,4.3,21.3,40.9,0.5,1.9,3.0,7.9,14.9,0.8,2.6,73.1,89.2,       .,       .,       .,       .
14724,BU08551604,BU08551604,0.4,7.6,25.6,40.6,0.6,1.4,3.1,8.0,15.0,0.5,7.0,80.3,89.3,       .,       .,       .,       .
14725,WK085517,WK085517,0.5,4.1,21.5,46.4,0.4,2.5,3.3,6.0,13.5,0.4,4.8,56.9,90.6,       .,       .,       .,       .
14726,BU08551701,BU08551701,0.8,3.1,29.5,52.0,0.4,1.8,4.0,6.0,14.0,0.3,8.7,78.1,91.0,       .,       .,       .,       .
14727,BU08551702,BU08551702,0.6,3.8,24.9,50.0,0.5,2.2,3.9,6.0,14.0,0.4,6.5,70.9,90.8,       .,       .,       .,       .
14728,BU08551703,BU08551703,0.6,5.0,25.4,48.6,0.6,2.0,3.9,6.0,14.0,0.4,8.6,73.8,89.9,       .,       .,       .,       .
14729,BU08551704,BU08551704,0.3,6.1,21.4,45.4,0.4,2.2,3.3,6.0,13.9,0.3,6.3,69.9,89.2,       .,       .,       .,       .
14730,BU08551705,BU08551705,0.4,4.7,21.4,45.4,0.4,2.5,3.1,6.0,13.6,0.3,3.9,59.2,90.4,       .,       .,       .,       .
14731,BU08551706,BU08551706,0.6,3.4,18.7,45.0,0.3,2.8,3.0,6.0,13.1,0.5,2.9,41.3,91.2,       .,       .,       .,       .
14732,BU08551707,BU08551707,0.9,2.0,17.0,45.0,0.0,3.0,3.0,6.0,13.0,0.5,2.0,33.0,92.0,       .,       .,       .,       .
14733,WK085518,WK085518,0.4,8.7,22.8,44.2,0.3,1.9,3.5,7.2,14.3,0.5,5.7,76.2,90.0,       .,       .,       .,       .
14734,BU08551801,BU08551801,0.3,9.2,24.4,45.9,0.3,1.6,3.8,7.7,14.7,0.5,6.9,80.0,90.7,       .,       .,       .,       .
14735,BU08551802,BU08551802,0.4,8.4,21.4,42.7,0.2,2.1,3.2,6.8,13.9,0.5,4.7,72.9,89.4,       .,       .,       .,       .
14736,WK085519,WK085519,0.4,7.7,25.6,49.0,0.4,1.6,3.8,6.5,14.6,0.3,10.5,80.0,90.5,       .,       .,       .,       .
14737,BU08551901,BU08551901,0.5,7.2,26.9,49.9,0.5,1.5,3.8,6.6,15.0,0.3,11.8,81.0,90.7,       .,       .,       .,       .
14738,BU08551902,BU08551902,0.3,8.4,23.9,47.9,0.2,1.7,3.8,6.4,14.1,0.3,8.7,78.8,90.1,       .,       .,       .,       .
14739,WK085520,WK085520,0.7,2.4,32.0,50.2,0.4,1.5,3.1,6.6,14.9,0.3,8.5,82.4,91.0,       .,       .,       .,       .
14740,BU08552001,BU08552001,0.9,1.1,31.3,50.8,0.5,1.8,3.2,6.1,14.0,0.2,5.7,81.2,91.4,       .,       .,       .,       .
14741,BU08552002,BU08552002,0.7,2.4,31.7,50.3,0.4,1.6,3.2,6.7,14.8,0.3,7.9,82.3,91.1,       .,       .,       .,       .
14742,BU08552003,BU08552003,0.5,3.9,33.2,49.5,0.3,1.2,3.0,7.0,16.0,0.5,12.7,83.9,90.3,       .,       .,       .,       .
14743,WK085521,WK085521,0.6,2.4,32.7,49.5,0.6,1.5,3.0,6.8,15.4,0.4,6.0,82.9,89.2,       .,       .,       .,       .
14744,BU08552101,BU08552101,0.9,0.8,30.2,50.6,0.7,1.9,3.0,6.3,14.1,0.4,3.2,80.7,91.7,       .,       .,       .,       .
14745,BU08552102,BU08552102,0.5,3.0,34.0,49.0,0.5,1.3,3.0,7.0,16.0,0.5,7.0,84.0,88.0,       .,       .,       .,       .
14746,BU08552103,BU08552103,0.5,4.0,34.0,49.0,0.5,1.3,3.0,7.0,16.0,0.3,9.0,84.0,88.0,       .,       .,       .,       .
14747,WK085522,WK085522,0.6,2.3,29.9,49.5,0.6,1.7,3.0,6.4,14.4,0.4,2.6,79.8,88.0,       .,       .,       .,       .
14748,BU08552201,BU08552201,0.4,2.8,31.6,49.7,0.5,1.8,3.0,6.7,14.5,0.4,3.3,80.4,88.0,       .,       .,       .,       .
14749,BU08552202,BU08552202,0.8,1.7,28.2,49.3,0.7,1.6,3.0,6.2,14.3,0.4,1.8,79.1,88.1,       .,       .,       .,       .
14750,WK085523,WK085523,1.0,0.9,30.2,48.9,0.4,2.0,3.0,6.5,15.2,0.7,2.0,57.7,88.0,       .,       .,       .,       .
14751,BU08552301,BU08552301,1.1,0.3,28.1,49.0,0.4,2.1,3.0,6.3,15.0,0.9,0.9,41.6,88.0,       .,       .,       .,       .
14752,BU08552302,BU08552302,0.7,1.0,28.5,48.8,0.4,2.1,3.0,7.0,15.7,0.6,2.7,43.6,88.0,       .,       .,       .,       .
14753,BU08552303,BU08552303,1.2,0.3,29.6,49.0,0.3,1.7,3.0,6.0,15.0,0.9,0.7,59.3,88.0,       .,       .,       .,       .
14754,BU08552304,BU08552304,1.0,0.8,31.9,49.0,0.3,1.9,3.0,6.3,15.0,0.8,2.0,66.5,88.0,       .,       .,       .,       .
14755,BU08552305,BU08552305,0.7,2.1,32.0,48.4,0.4,2.1,3.0,7.0,15.3,0.3,3.7,71.5,88.0,       .,       .,       .,       .
14756,WK085524,WK085524,0.5,3.1,30.3,47.8,0.3,2.0,3.0,7.0,15.7,0.3,4.4,65.3,88.0,       .,       .,       .,       .
14757,BU08552401,BU08552401,0.3,1.0,28.2,47.4,0.3,1.6,3.0,7.0,15.7,0.3,3.1,38.8,88.0,       .,       .,       .,       .
14758,BU08552402,BU08552402,0.5,3.4,31.2,48.0,0.4,2.1,3.0,7.0,15.3,0.3,4.0,73.3,88.0,       .,       .,       .,       .
14759,BU08552403,BU08552403,0.5,4.8,30.3,47.9,0.3,2.1,3.0,7.0,16.4,0.4,6.6,76.9,88.0,       .,       .,       .,       .
14760,WK085525,WK085525,0.5,3.1,24.1,48.1,0.3,2.0,3.2,7.0,16.3,0.6,5.3,69.2,87.9,       .,       .,       .,       .
14761,BU08552501,BU08552501,0.4,3.2,26.5,47.4,0.3,1.9,3.0,7.0,16.4,0.5,5.6,70.9,88.0,       .,       .,       .,       .
14762,BU08552502,BU08552502,0.6,1.7,22.8,47.3,0.3,1.8,3.0,7.0,15.7,0.6,2.2,56.9,87.8,       .,       .,       .,       .
14763,BU08552503,BU08552503,0.3,4.7,25.9,48.2,0.2,2.0,3.1,7.0,16.9,0.5,9.9,76.6,88.0,       .,       .,       .,       .
14764,BU08552504,BU08552504,0.7,2.6,20.9,49.4,0.4,2.3,3.7,7.0,16.0,0.8,3.6,70.2,87.9,       .,       .,       .,       .
14765,WK085526,WK085526,0.5,4.5,21.7,48.0,0.3,1.8,3.7,7.4,16.5,0.5,8.7,77.5,88.1,       .,       .,       .,       .
14766,BU08552601,BU08552601,0.3,4.3,23.8,48.2,0.2,1.8,3.3,7.0,16.8,0.2,9.8,77.8,88.0,       .,       .,       .,       .
14767,BU08552602,BU08552602,0.7,3.7,20.4,49.7,0.6,2.2,4.0,7.0,16.0,0.7,6.0,72.2,87.8,       .,       .,       .,       .
14768,BU08552603,BU08552603,0.5,5.8,22.4,48.5,0.2,1.8,3.9,7.2,16.5,0.3,10.2,77.6,88.0,       .,       .,       .,       .
14769,BU08552604,BU08552604,0.7,3.8,20.2,46.9,0.5,1.7,3.8,7.5,16.5,0.6,9.0,77.7,88.0,       .,       .,       .,       .
14770,BU08552605,BU08552605,0.5,3.9,19.9,48.0,0.3,1.7,4.0,7.9,16.0,0.8,5.4,77.2,88.2,       .,       .,       .,       .
14771,WK085527,WK085527,0.4,5.3,29.6,48.9,0.3,1.8,3.0,7.0,16.3,0.4,8.2,79.5,88.0,       .,       .,       .,       .
14772,BU08552701,BU08552701,0.2,4.5,33.8,48.9,0.3,1.8,3.0,7.0,15.5,0.2,5.0,81.0,88.0,       .,       .,       .,       .
14773,BU08552702,BU08552702,0.5,5.8,30.2,48.9,0.4,1.9,3.0,7.0,16.3,0.4,8.1,79.2,88.0,       .,       .,       .,       .
14774,BU08552703,BU08552703,0.3,5.0,25.7,48.8,0.2,1.6,3.0,7.0,17.0,0.3,10.6,79.1,88.0,       .,       .,       .,       .
14775,WK085528,WK085528,0.4,3.0,31.3,49.0,0.4,1.7,3.0,7.0,15.0,0.5,3.0,81.1,88.2,       .,       .,       .,       .
14776,BU08552801,BU08552801,0.2,3.0,32.1,49.0,0.2,1.6,3.0,7.0,15.1,0.6,3.5,81.8,88.4,       .,       .,       .,       .
14777,BU08552802,BU08552802,0.6,3.0,30.3,49.0,0.7,1.8,3.0,7.0,15.0,0.4,2.3,80.3,88.0,       .,       .,       .,       .
14778,WK085529,WK085529,0.8,1.0,20.8,48.8,0.5,2.0,3.9,7.2,15.8,1.0,0.7,58.0,87.9,       .,       .,       .,       .
14779,BU08552901,BU08552901,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14780,BU08552902,BU08552902,0.6,1.0,25.1,46.3,0.5,1.3,3.0,7.0,14.5,0.4,1.9,21.5,87.2,       .,       .,       .,       .
14781,BU08552903,BU08552903,1.0,0.2,20.7,47.4,0.7,2.0,3.5,7.0,15.5,0.9,0.8,39.2,87.1,       .,       .,       .,       .
14782,BU08552904,BU08552904,1.1,0.2,19.9,49.7,0.5,2.3,4.0,7.0,16.0,1.1,0.2,59.4,87.4,       .,       .,       .,       .
14783,BU08552905,BU08552905,0.3,3.3,19.1,48.4,0.7,2.2,4.0,7.3,16.0,0.9,3.0,71.1,88.3,       .,       .,       .,       .
14784,BU08552906,BU08552906,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14785,BU08552907,BU08552907,0.0,2.7,21.5,48.0,0.1,1.5,4.0,8.0,16.1,1.2,0.0,77.6,90.0,       .,       .,       .,       .
