ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToSchool_64,Within3Km_65,Within5Km_66,Within10Km_67,DistanceToSchool_68,Within3Km_69,Within5Km_70,Within10Km_71,DistanceToSchool_72,Within3Km_73,Within5Km_74,Within10Km_75,DistanceToPublicGreenTotal_76,DistanceToParkOrPublicGarden_77,DistanceToRecreationalTerrain_78,DistanceToForest_79,DistanceToOpenNatTerrainTotal_80,DistanceToOpenDryNaturalTerrain_81,DistanceToOpenWetNaturalTerrain_82
9274,BU00804103,BU00804103,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9275,BU00804104,BU00804104,2.2,3.2,11.2,16.0,2.2,2.6,6.2,10.0,2.2,2.6,6.6,8.0,       .,       .,       .,       .,       .,       .,       .
9276,BU00804105,BU00804105,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9277,BU00804106,BU00804106,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9278,BU00804107,BU00804107,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9279,BU00804108,BU00804108,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9280,BU00804109,BU00804109,3.7,0.1,5.6,16.3,3.7,0.0,2.4,10.3,3.7,0.0,2.4,8.0,       .,       .,       .,       .,       .,       .,       .
9281,BU00804110,BU00804110,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9282,WK008050,WK008050,0.3,10.1,16.0,17.0,0.3,6.7,10.0,10.0,0.4,4.4,8.0,9.0,       .,       .,       .,       .,       .,       .,       .
9283,BU00805001,BU00805001,0.4,9.4,16.0,17.0,0.4,6.3,10.0,10.0,0.5,4.2,8.0,9.0,       .,       .,       .,       .,       .,       .,       .
9284,BU00805002,BU00805002,0.3,10.7,16.0,17.0,0.3,7.0,10.0,10.0,0.3,4.7,8.0,9.0,       .,       .,       .,       .,       .,       .,       .
9285,BU00805003,BU00805003,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9286,WK008051,WK008051,1.2,5.8,11.1,16.9,1.6,4.8,6.9,10.0,1.8,1.9,5.0,8.9,       .,       .,       .,       .,       .,       .,       .
9287,BU00805101,BU00805101,1.5,5.9,10.8,17.0,1.5,4.9,6.9,10.0,1.6,2.0,4.8,9.0,       .,       .,       .,       .,       .,       .,       .
9288,BU00805102,BU00805102,1.1,5.9,11.4,17.0,1.6,4.9,6.9,10.0,1.7,2.0,5.1,9.0,       .,       .,       .,       .,       .,       .,       .
9289,BU00805103,BU00805103,0.8,5.6,11.7,16.8,1.7,4.6,7.0,10.0,2.1,1.9,5.2,8.8,       .,       .,       .,       .,       .,       .,       .
9290,BU00805104,BU00805104,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9291,BU00805105,BU00805105,4.3,0.0,2.8,17.0,4.4,0.0,2.4,10.0,4.4,0.0,1.0,9.1,       .,       .,       .,       .,       .,       .,       .
9292,WK008060,WK008060,1.7,5.4,15.6,16.1,2.1,4.1,9.9,10.0,1.7,4.0,7.9,8.2,       .,       .,       .,       .,       .,       .,       .
9293,BU00806001,BU00806001,1.6,5.8,15.9,16.2,2.0,4.4,10.0,10.0,1.6,4.3,8.0,8.2,       .,       .,       .,       .,       .,       .,       .
9294,BU00806002,BU00806002,2.4,1.6,12.2,16.0,3.0,0.6,8.9,10.0,2.4,1.1,7.0,8.0,       .,       .,       .,       .,       .,       .,       .
9295,BU00806003,BU00806003,2.2,2.6,12.8,15.9,2.3,1.7,8.9,9.9,2.2,2.6,7.2,8.0,       .,       .,       .,       .,       .,       .,       .
9296,WK008061,WK008061,1.1,6.9,15.8,17.0,1.1,5.5,9.9,10.0,1.7,3.6,8.0,9.0,       .,       .,       .,       .,       .,       .,       .
9297,BU00806101,BU00806101,1.1,7.2,16.0,17.0,1.1,5.6,10.0,10.0,1.6,3.9,8.0,9.0,       .,       .,       .,       .,       .,       .,       .
9298,BU00806102,BU00806102,1.2,6.6,15.5,17.0,1.2,5.2,9.7,10.0,1.7,3.1,7.9,9.0,       .,       .,       .,       .,       .,       .,       .
9299,WK008062,WK008062,3.7,2.5,6.3,16.1,3.7,2.2,4.3,9.9,3.9,1.1,3.4,8.4,       .,       .,       .,       .,       .,       .,       .
9300,BU00806201,BU00806201,2.2,3.8,12.1,16.6,2.2,3.6,8.1,10.0,2.8,2.1,6.6,8.6,       .,       .,       .,       .,       .,       .,       .
9301,BU00806202,BU00806202,2.0,4.5,12.8,16.9,2.0,4.0,8.8,10.0,2.6,2.5,6.9,8.9,       .,       .,       .,       .,       .,       .,       .
9302,BU00806203,BU00806203,4.4,1.6,5.5,14.4,4.4,1.4,4.0,8.8,4.8,0.8,2.9,7.8,       .,       .,       .,       .,       .,       .,       .
9303,BU00806204,BU00806204,1.7,5.4,11.6,17.0,1.7,4.8,7.8,10.0,1.8,2.0,5.8,9.0,       .,       .,       .,       .,       .,       .,       .
9304,BU00806205,BU00806205,3.7,0.3,3.6,16.0,3.7,0.3,2.3,10.0,3.7,0.3,3.4,8.0,       .,       .,       .,       .,       .,       .,       .
9305,BU00806206,BU00806206,4.6,0.0,2.6,15.3,4.7,0.0,1.8,9.6,4.6,0.0,2.4,7.8,       .,       .,       .,       .,       .,       .,       .
9306,BU00806207,BU00806207,5.0,0.0,0.8,16.0,5.0,0.0,0.7,10.0,5.0,0.0,0.8,8.0,       .,       .,       .,       .,       .,       .,       .
9307,BU00806208,BU00806208,5.9,0.0,0.8,14.5,5.9,0.0,0.7,9.2,5.9,0.0,0.8,7.7,       .,       .,       .,       .,       .,       .,       .
9308,BU00806209,BU00806209,6.2,0.0,0.0,15.5,6.2,0.0,0.0,10.0,6.2,0.0,0.0,8.0,       .,       .,       .,       .,       .,       .,       .
9309,BU00806210,BU00806210,7.2,0.0,0.0,10.8,7.2,0.0,0.0,7.2,7.2,0.0,0.0,6.3,       .,       .,       .,       .,       .,       .,       .
9310,WK008063,WK008063,7.4,0.0,0.0,11.2,7.4,0.0,0.0,7.4,7.7,0.0,0.0,5.9,       .,       .,       .,       .,       .,       .,       .
9311,BU00806301,BU00806301,7.3,0.0,0.0,12.7,7.3,0.0,0.0,8.4,7.3,0.0,0.0,6.6,       .,       .,       .,       .,       .,       .,       .
9312,BU00806302,BU00806302,8.1,0.0,0.0,5.2,8.1,0.0,0.0,3.1,8.7,0.0,0.0,3.9,       .,       .,       .,       .,       .,       .,       .
9313,BU00806303,BU00806303,8.0,0.0,0.0,4.5,8.0,0.0,0.0,3.0,9.6,0.0,0.0,2.5,       .,       .,       .,       .,       .,       .,       .
9314,BU00806304,BU00806304,8.4,0.0,0.0,2.8,8.4,0.0,0.0,1.7,10.0,0.0,0.0,0.8,       .,       .,       .,       .,       .,       .,       .
9315,BU00806305,BU00806305,9.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,10.9,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9316,BU00806306,BU00806306,9.7,0.0,0.0,1.1,9.7,0.0,0.0,0.5,11.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9317,BU00806307,BU00806307,5.9,0.0,0.1,2.0,5.9,0.0,0.0,1.0,11.9,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9318,WK008070,WK008070,1.3,7.3,14.3,16.0,1.6,3.5,8.3,10.0,1.4,3.2,6.3,8.0,       .,       .,       .,       .,       .,       .,       .
9319,BU00807001,BU00807001,1.8,7.5,14.0,16.0,1.9,3.8,8.0,10.0,1.9,3.4,6.0,8.0,       .,       .,       .,       .,       .,       .,       .
9320,BU00807002,BU00807002,0.8,7.2,14.3,16.0,1.2,3.2,8.3,10.0,0.8,3.1,6.3,8.0,       .,       .,       .,       .,       .,       .,       .
9321,BU00807003,BU00807003,0.4,6.9,15.4,16.0,1.0,3.0,9.4,10.0,0.4,2.9,7.4,8.0,       .,       .,       .,       .,       .,       .,       .
9322,BU00807004,BU00807004,2.3,1.9,13.2,16.1,2.9,0.9,8.0,10.0,3.6,0.1,5.2,8.1,       .,       .,       .,       .,       .,       .,       .
9323,WK008071,WK008071,2.2,3.7,10.4,16.0,2.2,1.5,5.5,10.0,2.3,1.3,5.0,8.0,       .,       .,       .,       .,       .,       .,       .
9324,BU00807101,BU00807101,2.2,3.7,10.4,16.0,2.2,1.5,5.5,10.0,2.3,1.3,5.0,8.0,       .,       .,       .,       .,       .,       .,       .
9325,WK008072,WK008072,3.8,0.5,7.3,16.0,3.8,0.3,4.3,10.0,4.3,0.1,3.0,8.0,       .,       .,       .,       .,       .,       .,       .
9326,BU00807201,BU00807201,3.3,0.1,10.3,16.0,3.3,0.1,6.2,10.0,3.8,0.0,4.6,8.0,       .,       .,       .,       .,       .,       .,       .
9327,BU00807202,BU00807202,3.8,0.0,7.3,16.0,3.8,0.0,3.3,10.0,4.3,0.0,3.3,8.0,       .,       .,       .,       .,       .,       .,       .
9328,BU00807203,BU00807203,3.8,0.5,7.2,16.0,3.8,0.3,4.3,10.0,4.3,0.1,3.0,8.0,       .,       .,       .,       .,       .,       .,       .
9329,WK008073,WK008073,3.2,0.6,7.5,16.0,3.2,0.2,3.6,10.0,3.3,0.2,3.3,8.0,       .,       .,       .,       .,       .,       .,       .
9330,BU00807301,BU00807301,3.1,0.7,6.5,16.0,3.1,0.3,2.6,10.0,3.2,0.2,2.8,8.0,       .,       .,       .,       .,       .,       .,       .
9331,BU00807302,BU00807302,3.4,0.0,9.9,16.0,3.4,0.0,5.9,10.0,3.8,0.0,4.4,8.0,       .,       .,       .,       .,       .,       .,       .
9332,BU00807303,BU00807303,3.8,0.0,5.0,16.0,3.8,0.0,2.0,10.0,3.9,0.0,2.0,8.0,       .,       .,       .,       .,       .,       .,       .
9333,BU00807304,BU00807304,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9334,BU00807305,BU00807305,3.0,1.1,7.0,16.0,3.0,0.4,3.0,10.0,3.1,0.3,3.0,8.0,       .,       .,       .,       .,       .,       .,       .
9335,WK008074,WK008074,2.4,3.3,7.8,16.0,2.4,1.3,3.3,10.0,2.5,1.3,4.1,8.0,       .,       .,       .,       .,       .,       .,       .
9336,BU00807401,BU00807401,1.9,5.0,9.0,16.0,1.9,2.0,4.0,10.0,1.9,2.0,5.0,8.0,       .,       .,       .,       .,       .,       .,       .
9337,BU00807402,BU00807402,3.4,0.1,5.8,16.1,3.4,0.1,2.1,10.1,3.4,0.0,2.6,8.0,       .,       .,       .,       .,       .,       .,       .
9338,BU00807403,BU00807403,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9339,BU00807404,BU00807404,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9340,BU00807405,BU00807405,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9341,WK008080,WK008080,7.3,0.0,0.0,12.4,7.3,0.0,0.0,7.7,7.5,0.0,0.0,5.2,       .,       .,       .,       .,       .,       .,       .
9342,BU00808001,BU00808001,6.6,0.0,0.0,15.5,6.6,0.0,0.0,9.5,6.7,0.0,0.0,6.5,       .,       .,       .,       .,       .,       .,       .
9343,BU00808002,BU00808002,5.4,0.0,0.1,16.9,5.4,0.0,0.1,10.9,5.5,0.0,0.0,8.0,       .,       .,       .,       .,       .,       .,       .
9344,BU00808003,BU00808003,6.2,0.0,0.9,14.3,6.2,0.0,0.3,9.0,6.7,0.0,0.3,6.3,       .,       .,       .,       .,       .,       .,       .
9345,BU00808004,BU00808004,6.5,0.0,0.0,15.7,6.5,0.0,0.0,9.7,6.8,0.0,0.0,6.7,       .,       .,       .,       .,       .,       .,       .
9346,BU00808005,BU00808005,7.2,0.0,0.4,13.7,7.2,0.0,0.2,8.5,7.4,0.0,0.1,5.9,       .,       .,       .,       .,       .,       .,       .
9347,BU00808006,BU00808006,9.8,0.0,0.0,7.2,9.8,0.0,0.0,4.6,10.2,0.0,0.0,3.3,       .,       .,       .,       .,       .,       .,       .
9348,BU00808007,BU00808007,9.7,0.0,0.0,1.7,9.7,0.0,0.0,1.5,10.3,0.0,0.0,0.2,       .,       .,       .,       .,       .,       .,       .
9349,BU00808008,BU00808008,9.4,0.0,0.0,2.0,9.4,0.0,0.0,1.3,10.2,0.0,0.0,1.3,       .,       .,       .,       .,       .,       .,       .
9350,WK008081,WK008081,9.9,0.0,0.0,4.6,9.9,0.0,0.0,2.7,10.0,0.0,0.0,2.5,       .,       .,       .,       .,       .,       .,       .
9351,BU00808101,BU00808101,6.2,0.0,0.0,16.0,6.2,0.0,0.0,11.0,6.2,0.0,0.0,8.0,       .,       .,       .,       .,       .,       .,       .
9352,BU00808102,BU00808102,7.0,0.0,0.0,11.1,7.0,0.0,0.0,6.4,7.1,0.0,0.0,4.9,       .,       .,       .,       .,       .,       .,       .
9353,BU00808103,BU00808103,11.7,0.0,0.0,0.0,11.7,0.0,0.0,0.0,11.8,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9354,BU00808104,BU00808104,11.3,0.0,0.0,0.2,11.3,0.0,0.0,0.1,11.5,0.0,0.0,0.1,       .,       .,       .,       .,       .,       .,       .
9355,BU00808105,BU00808105,8.3,0.0,0.0,7.4,8.3,0.0,0.0,3.8,8.3,0.0,0.0,4.2,       .,       .,       .,       .,       .,       .,       .
9356,BU00808106,BU00808106,8.2,0.0,0.0,7.6,8.2,0.0,0.0,3.8,8.3,0.0,0.0,4.3,       .,       .,       .,       .,       .,       .,       .
9357,BU00808107,BU00808107,7.4,0.0,0.0,11.2,7.4,0.0,0.0,6.2,7.4,0.0,0.0,6.5,       .,       .,       .,       .,       .,       .,       .
9358,BU00808108,BU00808108,8.7,0.0,0.0,7.4,8.7,0.0,0.0,3.8,8.7,0.0,0.0,4.7,       .,       .,       .,       .,       .,       .,       .
9359,BU00808109,BU00808109,10.9,0.0,0.0,0.0,10.9,0.0,0.0,0.0,10.9,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9360,BU00808110,BU00808110,10.6,0.0,0.0,0.9,10.6,0.0,0.0,0.5,10.6,0.0,0.0,0.6,       .,       .,       .,       .,       .,       .,       .
9361,BU00808111,BU00808111,8.4,0.0,0.0,9.2,8.4,0.0,0.0,4.2,8.4,0.0,0.0,6.0,       .,       .,       .,       .,       .,       .,       .
9362,BU00808112,BU00808112,8.8,0.0,0.0,5.4,8.8,0.0,0.0,3.4,8.8,0.0,0.0,3.7,       .,       .,       .,       .,       .,       .,       .
9363,BU00808113,BU00808113,10.6,0.0,0.0,0.0,10.6,0.0,0.0,0.0,10.6,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9364,BU00808114,BU00808114,11.3,0.0,0.0,0.0,11.3,0.0,0.0,0.0,11.3,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9365,BU00808115,BU00808115,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9366,BU00808116,BU00808116,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9367,BU00808117,BU00808117,13.1,0.0,0.0,0.0,13.5,0.0,0.0,0.0,13.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9368,WK008082,WK008082,2.4,0.7,0.8,1.4,2.4,0.7,0.8,1.2,12.6,0.0,0.0,0.1,       .,       .,       .,       .,       .,       .,       .
9369,BU00808201,BU00808201,6.5,0.0,0.0,4.0,6.5,0.0,0.0,2.0,9.5,0.0,0.0,1.0,       .,       .,       .,       .,       .,       .,       .
9370,BU00808202,BU00808202,6.0,0.0,0.0,2.4,6.0,0.0,0.0,1.6,10.3,0.0,0.0,0.5,       .,       .,       .,       .,       .,       .,       .
9371,BU00808203,BU00808203,6.8,0.0,0.0,11.8,6.8,0.0,0.0,8.0,8.6,0.0,0.0,4.6,       .,       .,       .,       .,       .,       .,       .
9372,BU00808204,BU00808204,4.7,0.0,1.0,1.2,4.7,0.0,1.0,1.2,10.3,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9373,BU00808205,BU00808205,5.6,0.0,0.0,1.0,5.6,0.0,0.0,1.0,11.9,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9374,BU00808206,BU00808206,1.2,1.0,1.0,1.0,1.2,1.0,1.0,1.0,13.1,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9375,BU00808207,BU00808207,3.7,0.4,0.8,1.0,3.7,0.4,0.8,1.0,13.4,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9376,BU00808208,BU00808208,3.3,0.1,1.0,1.0,3.3,0.1,1.0,1.0,13.1,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9377,BU00808209,BU00808209,5.1,0.0,0.5,1.0,5.1,0.0,0.5,1.0,13.5,0.0,0.0,0.0,       .,       .,       .,       .,       .,       .,       .
9378,GM0546,GM0546,1.2,7.5,16.8,27.7,1.3,5.4,12.2,21.7,1.3,5.4,11.2,14.7,       .,       .,       .,       .,       .,       .,       .
9379,WK054600,WK054600,1.4,12.4,18.6,28.5,1.5,8.7,13.6,22.4,1.4,8.8,12.0,15.1,       .,       .,       .,       .,       .,       .,       .
9380,BU05460000,BU05460000,1.7,13.6,18.4,29.8,1.9,9.6,13.4,23.0,1.7,9.6,12.0,16.0,       .,       .,       .,       .,       .,       .,       .
9381,BU05460001,BU05460001,1.6,13.6,18.3,29.6,1.8,9.7,13.3,22.9,1.6,9.6,12.0,15.9,       .,       .,       .,       .,       .,       .,       .
9382,BU05460002,BU05460002,1.4,14.0,19.0,27.8,1.4,10.3,14.0,22.2,1.4,10.0,12.0,14.8,       .,       .,       .,       .,       .,       .,       .
9383,BU05460003,BU05460003,0.9,9.9,18.9,26.7,1.0,6.7,13.9,21.7,0.9,6.9,12.0,13.7,       .,       .,       .,       .,       .,       .,       .
9384,WK054601,WK054601,1.3,12.4,18.9,28.4,1.4,8.6,13.9,22.6,1.3,8.9,12.0,15.1,       .,       .,       .,       .,       .,       .,       .
9385,BU05460100,BU05460100,1.5,13.8,19.0,30.0,1.7,9.8,14.0,23.0,1.5,10.0,12.0,16.0,       .,       .,       .,       .,       .,       .,       .
9386,BU05460101,BU05460101,1.6,13.3,19.0,29.2,1.8,9.3,14.0,22.9,1.6,9.7,12.0,15.8,       .,       .,       .,       .,       .,       .,       .
9387,BU05460102,BU05460102,1.4,13.7,19.0,28.1,1.4,9.7,14.0,22.7,1.4,9.7,12.0,15.1,       .,       .,       .,       .,       .,       .,       .
9388,BU05460103,BU05460103,1.2,12.9,19.0,27.5,1.2,9.0,14.0,22.4,1.2,9.0,12.0,14.5,       .,       .,       .,       .,       .,       .,       .
9389,BU05460104,BU05460104,1.3,12.5,18.7,30.0,1.6,8.3,13.7,23.0,1.3,10.0,12.0,16.0,       .,       .,       .,       .,       .,       .,       .
9390,BU05460105,BU05460105,1.5,13.3,19.0,29.8,1.6,9.2,14.0,23.0,1.5,10.0,12.0,16.0,       .,       .,       .,       .,       .,       .,       .
9391,BU05460106,BU05460106,1.5,13.0,19.0,28.5,1.6,9.0,14.0,23.0,1.5,9.0,12.0,15.5,       .,       .,       .,       .,       .,       .,       .
9392,BU05460107,BU05460107,1.0,12.0,19.0,27.0,1.0,8.4,14.0,22.0,1.0,8.1,12.0,14.0,       .,       .,       .,       .,       .,       .,       .
9393,BU05460108,BU05460108,1.2,12.9,19.0,30.0,1.4,8.2,14.0,23.0,1.2,10.6,12.0,16.0,       .,       .,       .,       .,       .,       .,       .
9394,BU05460109,BU05460109,0.9,8.9,18.7,26.9,0.9,6.0,13.8,21.9,0.9,5.7,11.9,14.0,       .,       .,       .,       .,       .,       .,       .
9395,WK054602,WK054602,0.9,13.2,19.1,30.1,1.0,8.8,14.1,23.1,1.0,9.9,12.0,16.1,       .,       .,       .,       .,       .,       .,       .
9396,BU05460200,BU05460200,0.9,13.2,19.1,30.1,1.0,8.8,14.1,23.1,1.0,9.9,12.0,16.1,       .,       .,       .,       .,       .,       .,       .
9397,WK054603,WK054603,0.8,10.5,18.5,27.8,1.0,7.1,13.5,22.4,0.8,7.9,11.6,14.6,       .,       .,       .,       .,       .,       .,       .
9398,BU05460300,BU05460300,0.8,10.5,18.5,28.9,1.3,7.1,13.5,22.8,0.8,7.8,11.5,15.4,       .,       .,       .,       .,       .,       .,       .
9399,BU05460301,BU05460301,0.9,10.9,18.8,28.1,1.3,7.1,13.8,22.7,0.9,8.6,11.8,14.9,       .,       .,       .,       .,       .,       .,       .
9400,BU05460302,BU05460302,0.6,10.2,18.2,27.0,0.7,7.1,13.2,22.0,0.6,7.3,11.4,14.0,       .,       .,       .,       .,       .,       .,       .
9401,WK054604,WK054604,0.9,5.5,15.4,25.7,0.9,4.4,11.3,20.2,1.2,3.7,10.7,13.5,       .,       .,       .,       .,       .,       .,       .
9402,BU05460400,BU05460400,1.1,5.0,16.0,24.1,1.1,4.0,12.0,19.1,1.1,2.7,11.0,13.0,       .,       .,       .,       .,       .,       .,       .
9403,BU05460401,BU05460401,0.4,5.3,16.2,25.5,0.4,4.0,12.1,20.5,0.4,3.3,11.1,13.0,       .,       .,       .,       .,       .,       .,       .
9404,BU05460402,BU05460402,0.6,4.9,16.0,24.6,0.6,3.9,12.0,19.6,0.6,2.9,11.0,13.0,       .,       .,       .,       .,       .,       .,       .
9405,BU05460403,BU05460403,0.5,6.4,16.5,26.3,0.8,5.2,12.2,21.0,0.5,4.4,11.3,13.3,       .,       .,       .,       .,       .,       .,       .
9406,BU05460404,BU05460404,0.8,6.2,16.0,26.9,0.9,5.1,11.8,20.9,1.1,4.2,11.2,14.0,       .,       .,       .,       .,       .,       .,       .
9407,BU05460405,BU05460405,1.2,7.4,17.3,27.2,1.3,5.6,12.3,21.2,1.4,5.1,11.9,14.2,       .,       .,       .,       .,       .,       .,       .
9408,BU05460406,BU05460406,0.5,6.0,15.1,26.3,0.5,5.0,11.0,20.2,1.7,4.0,11.1,14.1,       .,       .,       .,       .,       .,       .,       .
9409,BU05460407,BU05460407,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
9410,BU05460408,BU05460408,1.7,2.7,10.8,23.5,1.7,1.7,7.8,18.5,1.7,2.1,6.7,12.5,       .,       .,       .,       .,       .,       .,       .
9411,BU05460409,BU05460409,1.1,4.1,16.0,23.9,1.1,3.1,12.0,18.9,1.1,2.1,11.0,13.0,       .,       .,       .,       .,       .,       .,       .
9412,WK054605,WK054605,1.0,6.3,15.8,28.1,1.0,5.2,11.4,21.6,1.0,4.2,11.1,14.9,       .,       .,       .,       .,       .,       .,       .
9413,BU05460500,BU05460500,1.7,10.4,18.0,28.5,1.9,7.7,13.0,22.3,1.7,7.3,12.0,15.2,       .,       .,       .,       .,       .,       .,       .
9414,BU05460501,BU05460501,1.2,10.8,18.0,30.0,1.2,7.6,13.0,23.0,1.2,8.6,12.0,16.0,       .,       .,       .,       .,       .,       .,       .
9415,BU05460502,BU05460502,1.0,5.7,15.1,26.8,1.0,4.7,11.0,20.7,1.0,3.7,11.1,14.3,       .,       .,       .,       .,       .,       .,       .
9416,BU05460503,BU05460503,0.7,4.5,14.4,27.0,0.7,4.1,10.4,20.8,0.7,2.5,10.4,14.6,       .,       .,       .,       .,       .,       .,       .
9417,BU05460504,BU05460504,0.6,4.8,16.2,29.2,0.6,4.1,11.2,22.2,0.6,3.1,11.7,15.2,       .,       .,       .,       .,       .,       .,       .
9418,BU05460505,BU05460505,2.0,3.4,8.3,23.9,2.0,3.0,6.3,17.7,2.4,1.6,6.0,14.1,       .,       .,       .,       .,       .,       .,       .
9419,BU05460506,BU05460506,1.3,6.9,17.1,29.0,1.3,5.6,12.2,22.3,1.3,4.7,12.0,15.3,       .,       .,       .,       .,       .,       .,       .
9420,BU05460507,BU05460507,0.3,4.0,12.8,26.0,0.3,4.0,9.6,20.0,0.3,2.0,9.0,14.0,       .,       .,       .,       .,       .,       .,       .
9421,WK054606,WK054606,1.6,7.7,18.7,29.8,1.6,5.5,13.7,22.8,1.6,6.3,12.5,15.8,       .,       .,       .,       .,       .,       .,       .
9422,BU05460600,BU05460600,1.4,11.6,18.2,30.0,1.5,7.6,13.2,23.0,1.4,9.6,12.0,16.0,       .,       .,       .,       .,       .,       .,       .
9423,BU05460601,BU05460601,1.6,9.0,18.6,30.0,1.6,6.4,13.6,23.0,1.6,7.0,12.4,16.0,       .,       .,       .,       .,       .,       .,       .
9424,BU05460602,BU05460602,1.6,5.0,18.9,29.5,1.6,3.8,13.9,22.5,1.6,4.3,12.9,15.5,       .,       .,       .,       .,       .,       .,       .
9425,WK054607,WK054607,0.5,11.3,20.5,30.4,0.7,7.4,15.5,23.5,0.5,7.4,11.8,16.4,       .,       .,       .,       .,       .,       .,       .
9426,BU05460700,BU05460700,0.7,11.3,20.9,30.0,0.7,7.3,15.9,23.0,0.7,7.3,12.0,16.0,       .,       .,       .,       .,       .,       .,       .
9427,BU05460701,BU05460701,0.3,11.5,20.7,30.2,0.5,7.7,15.7,23.5,0.4,7.7,11.9,16.3,       .,       .,       .,       .,       .,       .,       .
9428,BU05460702,BU05460702,0.4,11.2,20.2,31.0,0.8,7.2,15.2,24.0,0.4,7.2,11.5,17.0,       .,       .,       .,       .,       .,       .,       .
9429,BU05460703,BU05460703,0.5,11.1,20.1,30.8,0.9,7.1,15.1,23.8,0.5,7.1,11.6,16.8,       .,       .,       .,       .,       .,       .,       .
9430,BU05460704,BU05460704,1.6,9.3,17.5,30.9,1.8,6.2,13.4,23.9,1.6,6.2,10.3,16.9,       .,       .,       .,       .,       .,       .,       .
9431,WK054608,WK054608,1.7,2.8,13.3,25.0,1.8,1.8,9.3,20.0,1.7,2.2,9.1,13.4,       .,       .,       .,       .,       .,       .,       .
9432,BU05460800,BU05460800,1.5,3.4,13.6,25.1,1.5,2.5,9.5,20.1,1.5,2.5,9.1,13.3,       .,       .,       .,       .,       .,       .,       .
9433,BU05460801,BU05460801,1.3,2.6,14.0,25.3,1.3,1.6,10.0,20.3,1.3,2.0,9.0,13.7,       .,       .,       .,       .,       .,       .,       .
9434,BU05460802,BU05460802,2.2,2.0,12.1,23.8,2.3,1.0,8.1,18.8,2.2,2.0,9.0,12.8,       .,       .,       .,       .,       .,       .,       .
9435,BU05460803,BU05460803,1.3,2.6,14.4,25.5,1.3,1.6,10.4,20.5,1.3,2.0,9.0,13.8,       .,       .,       .,       .,       .,       .,       .
9436,BU05460804,BU05460804,1.7,2.0,12.2,24.0,1.7,1.0,8.2,19.0,1.7,2.0,9.0,13.0,       .,       .,       .,       .,       .,       .,       .
9437,BU05460805,BU05460805,1.9,2.8,13.3,25.6,2.5,1.8,9.3,20.6,1.9,2.2,9.1,13.7,       .,       .,       .,       .,       .,       .,       .
9438,WK054609,WK054609,2.5,1.4,14.4,28.7,2.5,1.4,10.3,21.7,2.5,1.4,10.5,15.0,       .,       .,       .,       .,       .,       .,       .
9439,BU05460900,BU05460900,2.8,0.8,13.7,29.0,2.8,0.8,9.8,22.0,2.8,0.8,10.0,15.0,       .,       .,       .,       .,       .,       .,       .
