ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToSemiPublicGreenTotal_83,DistanceToSportsArea_84,DistanceToAllotmentGarden_85,DistanceToRecreationalArea_86,DistanceToCemetery_87,DistanceToRecreationalInlandWaters_88,DistanceToMainRoadEntrance_89,DistanceToTrainStationAllTypes_90,DistanceToImportantTransferStation_91,DistanceToLibrary_92,DistanceToSwimmingPool_93,DistanceToArtificialIceSkatingRink_94,DistanceToMuseum_95,Within5Km_96,Within10Km_97,Within20Km_98
16815,BU19691402,BU19691402,       .,       .,       .,       .,       .,       .,0.2,2.7,18.0,2.6,5.5,19.7,9.0,0.0,1.2,15.0
16816,BU19691403,BU19691403,       .,       .,       .,       .,       .,       .,0.6,2.1,13.9,1.5,2.3,15.6,6.0,0.0,1.0,18.0
16817,BU19691409,BU19691409,       .,       .,       .,       .,       .,       .,1.1,1.4,13.0,2.0,1.2,14.7,5.2,0.8,1.2,15.4
16818,WK196915,WK196915,       .,       .,       .,       .,       .,       .,0.8,2.4,21.1,1.7,7.6,22.8,7.2,0.1,1.4,10.5
16819,BU19691500,BU19691500,       .,       .,       .,       .,       .,       .,0.4,1.2,20.6,0.5,7.0,22.2,7.3,0.0,1.0,10.9
16820,BU19691502,BU19691502,       .,       .,       .,       .,       .,       .,1.0,5.4,24.4,4.3,8.8,26.0,4.7,1.0,3.0,10.0
16821,BU19691503,BU19691503,       .,       .,       .,       .,       .,       .,2.4,4.9,20.7,4.3,8.2,22.3,8.6,0.0,2.0,9.0
16822,BU19691504,BU19691504,       .,       .,       .,       .,       .,       .,1.5,5.1,24.0,4.0,10.9,25.7,8.0,0.0,2.0,9.6
16823,BU19691509,BU19691509,       .,       .,       .,       .,       .,       .,0.8,3.3,21.6,2.8,8.3,23.3,6.6,0.1,1.3,10.7
16824,WK196916,WK196916,       .,       .,       .,       .,       .,       .,1.2,7.3,19.3,1.7,7.8,19.6,4.6,0.8,1.8,12.7
16825,BU19691600,BU19691600,       .,       .,       .,       .,       .,       .,0.8,7.2,18.7,0.5,7.2,18.6,4.1,1.0,1.9,14.0
16826,BU19691601,BU19691601,       .,       .,       .,       .,       .,       .,3.4,7.0,19.5,3.1,6.9,21.1,6.8,0.0,1.0,12.4
16827,BU19691603,BU19691603,       .,       .,       .,       .,       .,       .,0.2,9.6,18.1,2.4,9.6,18.1,1.6,1.0,3.0,12.0
16828,BU19691604,BU19691604,       .,       .,       .,       .,       .,       .,0.2,6.9,24.8,5.9,12.3,26.3,4.2,1.0,1.0,7.0
16829,BU19691608,BU19691608,       .,       .,       .,       .,       .,       .,2.1,8.8,23.9,5.4,11.9,24.4,5.5,0.3,2.1,6.3
16830,BU19691609,BU19691609,       .,       .,       .,       .,       .,       .,2.3,6.9,18.9,3.1,7.4,19.7,6.2,0.3,1.8,11.6
16831,WK196917,WK196917,       .,       .,       .,       .,       .,       .,1.0,5.5,9.9,1.6,5.2,11.3,1.7,0.9,4.4,17.3
16832,BU19691700,BU19691700,       .,       .,       .,       .,       .,       .,0.7,5.2,9.6,0.7,4.9,10.9,0.7,1.0,4.8,17.9
16833,BU19691701,BU19691701,       .,       .,       .,       .,       .,       .,2.7,5.5,10.1,4.9,5.2,13.4,4.4,1.0,1.2,16.0
16834,BU19691702,BU19691702,       .,       .,       .,       .,       .,       .,0.1,6.3,13.3,4.4,6.3,13.3,5.0,0.4,2.0,13.1
16835,BU19691709,BU19691709,       .,       .,       .,       .,       .,       .,1.5,6.3,9.8,3.7,6.1,11.3,4.0,0.8,4.8,16.2
16836,GM1701,GM1701,       .,       .,       .,       .,       .,       .,1.1,11.9,19.5,2.4,11.0,31.5,4.9,1.0,3.0,8.8
16837,WK170100,WK170100,       .,       .,       .,       .,       .,       .,0.6,16.3,22.8,1.1,14.6,33.6,1.0,1.0,3.0,7.1
16838,BU17010000,BU17010000,       .,       .,       .,       .,       .,       .,0.5,16.3,23.0,0.8,14.5,33.4,0.6,1.0,3.2,7.0
16839,BU17010003,BU17010003,       .,       .,       .,       .,       .,       .,0.6,16.3,19.4,3.4,15.2,35.6,3.7,1.0,1.2,8.0
16840,BU17010009,BU17010009,       .,       .,       .,       .,       .,       .,1.0,16.5,22.7,2.3,14.8,33.9,2.3,1.0,2.7,7.2
16841,WK170101,WK170101,       .,       .,       .,       .,       .,       .,0.6,14.8,23.7,4.0,14.8,29.9,3.6,2.0,4.1,7.0
16842,BU17010100,BU17010100,       .,       .,       .,       .,       .,       .,0.4,14.9,23.8,4.1,15.0,29.8,3.7,2.1,4.1,7.0
16843,BU17010109,BU17010109,       .,       .,       .,       .,       .,       .,1.1,14.5,23.3,3.8,14.2,30.1,3.3,1.5,4.2,7.2
16844,WK170102,WK170102,       .,       .,       .,       .,       .,       .,6.4,19.8,28.3,8.5,10.9,27.8,8.5,0.1,2.4,5.6
16845,BU17010200,BU17010200,       .,       .,       .,       .,       .,       .,7.0,20.4,29.1,9.1,11.0,26.6,9.1,0.0,3.0,5.2
16846,BU17010209,BU17010209,       .,       .,       .,       .,       .,       .,6.0,19.3,27.8,8.0,10.8,28.6,8.0,0.1,1.9,5.9
16847,WK170103,WK170103,       .,       .,       .,       .,       .,       .,0.9,12.5,22.9,1.2,11.9,38.3,5.2,0.5,1.0,6.6
16848,BU17010300,BU17010300,       .,       .,       .,       .,       .,       .,0.7,12.3,23.2,1.0,11.6,38.2,4.9,0.6,1.0,6.6
16849,BU17010301,BU17010301,       .,       .,       .,       .,       .,       .,2.1,14.2,21.1,1.9,13.5,38.9,5.9,0.0,1.0,6.3
16850,BU17010302,BU17010302,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
16851,BU17010303,BU17010303,       .,       .,       .,       .,       .,       .,4.7,12.9,17.7,3.6,14.5,41.4,14.0,0.0,0.0,6.1
16852,BU17010309,BU17010309,       .,       .,       .,       .,       .,       .,1.8,14.1,21.6,2.8,13.3,38.5,5.9,0.1,1.0,6.3
16853,WK170104,WK170104,       .,       .,       .,       .,       .,       .,1.2,10.0,24.1,3.5,9.4,40.7,7.4,0.0,1.0,5.9
16854,BU17010400,BU17010400,       .,       .,       .,       .,       .,       .,0.7,10.9,24.6,2.8,10.2,40.1,6.8,0.0,1.0,6.0
16855,BU17010401,BU17010401,       .,       .,       .,       .,       .,       .,1.6,8.4,23.3,4.5,7.8,41.3,8.0,0.0,1.0,6.0
16856,BU17010409,BU17010409,       .,       .,       .,       .,       .,       .,1.8,9.7,23.8,4.1,9.3,41.4,8.1,0.0,0.8,5.7
16857,WK170105,WK170105,       .,       .,       .,       .,       .,       .,2.6,10.6,23.5,4.3,9.9,39.4,6.1,0.2,1.0,6.3
16858,BU17010500,BU17010500,       .,       .,       .,       .,       .,       .,2.4,11.1,24.0,3.6,10.3,38.6,5.3,0.2,1.0,6.5
16859,BU17010509,BU17010509,       .,       .,       .,       .,       .,       .,2.7,10.3,23.2,4.8,9.6,39.9,6.7,0.1,1.0,6.1
16860,WK170106,WK170106,       .,       .,       .,       .,       .,       .,1.0,13.1,23.0,4.2,10.4,37.9,4.8,0.7,1.0,6.8
16861,BU17010600,BU17010600,       .,       .,       .,       .,       .,       .,0.5,13.2,22.9,4.5,10.2,37.7,4.7,0.7,1.0,6.8
16862,BU17010601,BU17010601,       .,       .,       .,       .,       .,       .,1.7,12.9,24.2,2.7,11.8,37.6,4.3,0.9,1.0,7.0
16863,BU17010609,BU17010609,       .,       .,       .,       .,       .,       .,1.4,13.2,21.9,5.6,9.2,38.7,5.7,0.2,1.0,6.4
16864,WK170107,WK170107,       .,       .,       .,       .,       .,       .,0.2,13.9,22.5,1.8,13.2,35.7,2.4,1.0,1.4,6.3
16865,BU17010700,BU17010700,       .,       .,       .,       .,       .,       .,0.2,14.0,22.4,1.8,13.2,35.6,2.3,1.0,1.5,6.3
16866,BU17010709,BU17010709,       .,       .,       .,       .,       .,       .,0.3,13.4,23.1,1.4,12.7,36.3,3.0,1.0,1.0,6.5
16867,WK170108,WK170108,       .,       .,       .,       .,       .,       .,0.9,9.0,11.5,1.4,7.9,30.3,8.8,0.0,2.9,11.5
16868,BU17010800,BU17010800,       .,       .,       .,       .,       .,       .,0.7,9.5,11.6,0.9,8.4,30.8,9.4,0.0,3.1,11.2
16869,BU17010801,BU17010801,       .,       .,       .,       .,       .,       .,1.7,7.0,11.8,2.5,5.9,28.3,6.9,0.0,3.4,12.5
16870,BU17010802,BU17010802,       .,       .,       .,       .,       .,       .,0.8,5.5,12.4,4.0,4.5,26.8,5.5,0.1,2.0,13.0
16871,BU17010809,BU17010809,       .,       .,       .,       .,       .,       .,1.4,9.0,10.5,2.7,8.2,30.8,8.4,0.0,2.0,11.7
16872,WK170109,WK170109,       .,       .,       .,       .,       .,       .,0.6,12.8,14.6,4.4,11.7,34.1,8.5,0.0,1.0,9.9
16873,BU17010900,BU17010900,       .,       .,       .,       .,       .,       .,0.5,12.7,14.6,4.3,11.7,34.0,8.5,0.0,1.0,9.9
16874,BU17010909,BU17010909,       .,       .,       .,       .,       .,       .,1.3,13.4,15.0,4.9,12.4,34.8,8.8,0.0,0.7,9.3
16875,WK170110,WK170110,       .,       .,       .,       .,       .,       .,1.6,9.9,18.1,6.0,8.8,29.3,4.8,1.1,5.1,9.8
16876,BU17011000,BU17011000,       .,       .,       .,       .,       .,       .,1.4,9.7,18.1,6.1,8.6,28.9,4.5,1.4,5.5,10.0
16877,BU17011001,BU17011001,       .,       .,       .,       .,       .,       .,0.7,7.6,17.2,5.8,6.5,28.4,4.2,1.5,5.5,10.7
16878,BU17011002,BU17011002,       .,       .,       .,       .,       .,       .,3.5,12.2,19.3,5.9,11.1,31.4,6.0,0.0,4.0,8.6
16879,BU17011009,BU17011009,       .,       .,       .,       .,       .,       .,1.5,10.7,17.1,5.9,9.6,30.1,5.6,0.2,3.6,9.6
16880,WK170111,WK170111,       .,       .,       .,       .,       .,       .,0.6,10.6,21.9,0.7,11.3,25.9,0.7,3.0,5.0,8.7
16881,BU17011100,BU17011100,       .,       .,       .,       .,       .,       .,0.6,10.6,21.8,0.6,11.3,26.0,0.7,3.0,5.0,8.7
16882,BU17011109,BU17011109,       .,       .,       .,       .,       .,       .,1.1,10.5,22.0,1.7,11.2,25.4,1.2,3.0,5.4,9.6
16883,WK170112,WK170112,       .,       .,       .,       .,       .,       .,0.7,8.9,20.2,2.8,9.6,24.7,1.1,3.1,5.6,10.7
16884,BU17011200,BU17011200,       .,       .,       .,       .,       .,       .,0.2,8.5,19.7,2.5,9.1,25.3,0.8,3.0,6.0,11.0
16885,BU17011209,BU17011209,       .,       .,       .,       .,       .,       .,1.1,9.4,20.7,3.1,10.0,24.2,1.4,3.2,5.2,10.5
16886,WK170113,WK170113,       .,       .,       .,       .,       .,       .,0.4,7.2,20.1,3.9,7.8,24.8,2.2,2.7,6.0,11.0
16887,BU17011300,BU17011300,       .,       .,       .,       .,       .,       .,0.1,6.9,19.9,3.6,7.6,25.0,1.9,2.8,6.0,11.2
16888,BU17011309,BU17011309,       .,       .,       .,       .,       .,       .,1.4,8.2,21.0,4.9,8.7,23.9,3.4,1.9,5.8,10.6
16889,WK170114,WK170114,       .,       .,       .,       .,       .,       .,2.9,12.7,24.7,3.2,13.3,23.6,3.6,3.2,4.0,8.1
16890,BU17011400,BU17011400,       .,       .,       .,       .,       .,       .,2.9,12.7,24.8,3.3,13.3,23.7,3.7,3.2,4.0,8.0
16891,BU17011409,BU17011409,       .,       .,       .,       .,       .,       .,2.8,12.7,24.6,3.0,13.3,23.6,3.4,3.2,4.0,8.4
16892,WK170115,WK170115,       .,       .,       .,       .,       .,       .,1.8,9.7,22.1,3.7,10.3,23.0,2.7,4.0,4.7,9.9
16893,BU17011500,BU17011500,       .,       .,       .,       .,       .,       .,2.0,9.6,22.0,3.7,10.2,23.1,2.6,4.0,4.9,9.9
16894,BU17011509,BU17011509,       .,       .,       .,       .,       .,       .,1.1,10.4,22.7,3.5,11.0,22.3,3.0,3.9,4.1,9.6
16895,WK170116,WK170116,       .,       .,       .,       .,       .,       .,4.5,15.5,26.5,5.0,13.3,27.6,4.6,0.9,4.9,7.2
16896,BU17011600,BU17011600,       .,       .,       .,       .,       .,       .,4.1,14.9,26.0,4.5,13.6,27.2,4.0,1.0,5.0,7.7
16897,BU17011609,BU17011609,       .,       .,       .,       .,       .,       .,4.7,15.8,26.8,5.4,13.1,27.8,4.9,0.8,4.8,6.9
16898,WK170117,WK170117,       .,       .,       .,       .,       .,       .,6.1,17.0,27.5,6.5,14.0,25.1,6.1,0.0,5.0,8.0
16899,BU17011709,BU17011709,       .,       .,       .,       .,       .,       .,6.1,17.0,27.5,6.5,14.0,25.1,6.1,0.0,5.0,8.0
16900,GM0293,GM0293,       .,       .,       .,       .,       .,       .,2.7,1.5,7.6,1.6,5.1,25.0,6.0,0.1,8.7,22.6
16901,WK029300,WK029300,       .,       .,       .,       .,       .,       .,2.7,1.5,7.6,1.6,5.1,25.0,6.0,0.1,8.7,22.6
16902,BU02930000,BU02930000,       .,       .,       .,       .,       .,       .,2.2,0.8,6.8,0.9,5.2,25.5,5.2,0.3,8.8,22.1
16903,BU02930001,BU02930001,       .,       .,       .,       .,       .,       .,2.5,1.2,7.4,1.3,5.4,25.1,5.8,0.0,9.0,23.0
16904,BU02930002,BU02930002,       .,       .,       .,       .,       .,       .,3.2,1.9,8.0,2.0,4.8,24.5,6.5,0.0,8.8,23.0
16905,BU02930003,BU02930003,       .,       .,       .,       .,       .,       .,2.7,2.1,8.2,2.1,5.4,25.1,6.6,0.0,8.5,22.8
16906,BU02930004,BU02930004,       .,       .,       .,       .,       .,       .,3.5,2.6,8.7,2.7,4.6,24.3,7.2,0.0,8.0,22.9
16907,BU02930009,BU02930009,       .,       .,       .,       .,       .,       .,1.9,1.4,7.2,1.5,5.1,25.9,5.6,0.0,8.8,21.0
16908,GM1950,GM1950,       .,       .,       .,       .,       .,       .,1.2,14.7,29.3,2.9,10.6,51.6,5.8,0.6,1.2,4.1
16909,WK195000,WK195000,       .,       .,       .,       .,       .,       .,1.9,10.1,44.7,2.7,9.9,46.7,2.4,1.3,1.9,4.2
16910,BU19500000,BU19500000,       .,       .,       .,       .,       .,       .,2.2,9.5,46.3,2.0,11.3,46.9,1.5,1.7,2.0,4.0
16911,BU19500001,BU19500001,       .,       .,       .,       .,       .,       .,2.5,11.0,41.7,3.4,7.4,46.6,4.2,0.9,2.0,4.9
16912,BU19500002,BU19500002,       .,       .,       .,       .,       .,       .,0.4,11.3,43.4,2.3,9.0,46.9,3.1,1.0,2.0,4.0
16913,BU19500004,BU19500004,       .,       .,       .,       .,       .,       .,2.1,11.1,39.6,5.7,5.4,46.6,6.5,0.0,1.0,5.0
16914,BU19500005,BU19500005,       .,       .,       .,       .,       .,       .,2.6,8.7,45.5,5.4,8.9,44.7,0.2,2.0,2.0,4.0
16915,BU19500006,BU19500006,       .,       .,       .,       .,       .,       .,0.4,6.9,43.3,6.7,6.7,42.6,2.1,1.0,2.0,4.0
16916,BU19500007,BU19500007,       .,       .,       .,       .,       .,       .,1.3,11.4,44.9,1.6,10.4,47.3,1.9,1.1,2.0,4.0
16917,BU19500008,BU19500008,       .,       .,       .,       .,       .,       .,3.0,11.9,40.2,5.1,5.7,47.4,6.1,0.1,1.4,5.0
16918,BU19500009,BU19500009,       .,       .,       .,       .,       .,       .,2.8,7.7,45.3,4.9,8.8,44.6,2.5,1.6,2.0,4.1
16919,WK195001,WK195001,       .,       .,       .,       .,       .,       .,2.7,13.2,40.4,4.6,5.6,49.0,7.1,0.2,1.3,4.7
16920,BU19500100,BU19500100,       .,       .,       .,       .,       .,       .,3.2,13.2,38.4,4.5,3.6,48.8,8.5,0.0,1.0,5.0
16921,BU19500101,BU19500101,       .,       .,       .,       .,       .,       .,0.3,12.9,43.5,3.9,8.8,48.5,4.7,0.7,1.9,4.1
16922,BU19500108,BU19500108,       .,       .,       .,       .,       .,       .,2.8,11.8,45.7,4.1,11.2,49.4,3.4,1.1,2.0,4.0
16923,BU19500109,BU19500109,       .,       .,       .,       .,       .,       .,2.4,14.2,41.3,5.5,6.5,49.7,6.5,0.1,1.2,4.7
16924,WK195002,WK195002,       .,       .,       .,       .,       .,       .,0.8,6.7,40.3,2.1,5.9,41.9,7.6,0.0,3.0,6.0
16925,BU19500200,BU19500200,       .,       .,       .,       .,       .,       .,0.6,5.3,41.6,0.6,5.9,40.9,6.9,0.0,4.0,6.0
16926,BU19500201,BU19500201,       .,       .,       .,       .,       .,       .,0.6,5.9,40.4,1.4,6.5,41.4,7.9,0.0,4.0,6.0
16927,BU19500202,BU19500202,       .,       .,       .,       .,       .,       .,0.6,9.8,37.9,5.1,5.0,44.4,9.0,0.0,1.0,6.0
16928,BU19500203,BU19500203,       .,       .,       .,       .,       .,       .,0.8,10.3,38.7,5.3,4.9,45.5,7.8,0.0,1.0,5.7
16929,BU19500204,BU19500204,       .,       .,       .,       .,       .,       .,1.4,7.1,38.9,2.5,7.6,42.4,9.0,0.0,2.8,6.0
16930,BU19500206,BU19500206,       .,       .,       .,       .,       .,       .,1.5,4.6,41.7,3.2,5.2,40.2,5.3,0.5,4.0,5.0
16931,BU19500207,BU19500207,       .,       .,       .,       .,       .,       .,0.6,5.0,39.7,2.6,5.2,39.5,7.2,0.0,3.2,5.7
16932,BU19500208,BU19500208,       .,       .,       .,       .,       .,       .,2.5,8.8,38.1,4.0,7.2,42.0,10.4,0.0,0.7,6.0
16933,BU19500209,BU19500209,       .,       .,       .,       .,       .,       .,1.7,9.0,39.3,4.4,6.3,44.3,9.0,0.0,1.0,5.9
16934,WK195003,WK195003,       .,       .,       .,       .,       .,       .,0.5,24.4,28.0,9.8,11.5,58.1,11.4,0.0,0.1,2.2
16935,BU19500300,BU19500300,       .,       .,       .,       .,       .,       .,0.2,25.0,27.5,10.6,11.9,58.8,11.0,0.0,0.0,2.0
16936,BU19500301,BU19500301,       .,       .,       .,       .,       .,       .,0.1,24.5,24.5,8.3,14.7,58.1,7.9,0.0,1.0,2.0
16937,BU19500304,BU19500304,       .,       .,       .,       .,       .,       .,0.2,21.0,31.2,6.6,7.8,54.9,14.7,0.0,0.0,3.0
16938,BU19500306,BU19500306,       .,       .,       .,       .,       .,       .,0.2,23.0,29.2,8.7,10.0,56.8,12.7,0.0,0.0,2.5
16939,BU19500308,BU19500308,       .,       .,       .,       .,       .,       .,1.9,24.2,28.8,9.1,12.0,58.2,11.7,0.0,0.4,2.5
16940,BU19500309,BU19500309,       .,       .,       .,       .,       .,       .,1.0,24.7,27.9,9.6,11.9,57.5,11.3,0.0,0.3,2.2
16941,WK195004,WK195004,       .,       .,       .,       .,       .,       .,0.4,14.8,34.9,1.2,1.8,49.1,12.6,0.0,0.0,5.0
16942,BU19500400,BU19500400,       .,       .,       .,       .,       .,       .,0.3,14.5,35.1,0.7,1.3,48.9,12.5,0.0,0.0,5.0
16943,BU19500401,BU19500401,       .,       .,       .,       .,       .,       .,2.1,19.3,33.0,5.0,6.1,53.5,16.3,0.0,0.0,3.0
16944,BU19500402,BU19500402,       .,       .,       .,       .,       .,       .,1.2,16.9,34.1,2.6,3.7,51.1,14.2,0.0,0.0,5.2
16945,BU19500403,BU19500403,       .,       .,       .,       .,       .,       .,0.9,12.6,35.7,2.2,1.7,47.3,10.7,0.0,0.0,5.9
16946,BU19500404,BU19500404,       .,       .,       .,       .,       .,       .,0.3,15.4,33.5,1.0,2.4,49.2,13.4,0.0,0.0,5.3
16947,BU19500409,BU19500409,       .,       .,       .,       .,       .,       .,0.4,17.0,33.3,2.9,4.0,50.6,14.1,0.0,0.0,4.7
16948,WK195005,WK195005,       .,       .,       .,       .,       .,       .,0.8,18.1,36.5,4.9,5.4,53.0,12.9,0.0,0.0,4.1
16949,BU19500500,BU19500500,       .,       .,       .,       .,       .,       .,0.3,19.9,36.1,6.4,7.4,54.9,13.7,0.0,0.0,3.8
16950,BU19500501,BU19500501,       .,       .,       .,       .,       .,       .,0.4,22.1,36.3,8.6,9.6,57.1,14.9,0.0,0.0,3.0
16951,BU19500502,BU19500502,       .,       .,       .,       .,       .,       .,0.2,16.3,36.4,2.0,3.1,50.5,11.9,0.0,0.0,5.0
16952,BU19500504,BU19500504,       .,       .,       .,       .,       .,       .,0.3,17.4,37.4,3.9,4.8,52.3,12.7,0.0,0.0,3.8
16953,BU19500507,BU19500507,       .,       .,       .,       .,       .,       .,2.0,17.0,39.1,4.9,5.1,52.5,11.0,0.0,0.3,4.2
16954,BU19500508,BU19500508,       .,       .,       .,       .,       .,       .,1.7,14.4,36.4,2.3,1.3,49.2,11.1,0.0,0.1,5.0
16955,BU19500509,BU19500509,       .,       .,       .,       .,       .,       .,1.1,21.3,34.8,7.4,8.5,55.9,15.2,0.0,0.0,3.4
16956,WK195006,WK195006,       .,       .,       .,       .,       .,       .,2.9,22.9,27.7,7.2,10.1,53.2,10.8,0.0,0.3,2.3
16957,BU19500600,BU19500600,       .,       .,       .,       .,       .,       .,2.9,18.8,30.0,4.5,5.9,49.7,11.3,0.0,0.0,3.0
16958,BU19500601,BU19500601,       .,       .,       .,       .,       .,       .,2.8,24.9,25.0,8.1,12.7,54.5,8.5,0.0,1.0,2.0
16959,BU19500602,BU19500602,       .,       .,       .,       .,       .,       .,3.5,24.0,27.6,8.1,11.0,54.0,11.3,0.0,0.0,2.0
16960,BU19500609,BU19500609,       .,       .,       .,       .,       .,       .,2.5,23.3,28.5,7.7,10.2,54.1,11.9,0.0,0.2,2.3
16961,WK195007,WK195007,       .,       .,       .,       .,       .,       .,1.1,16.7,16.7,1.7,15.5,56.3,2.5,0.9,1.1,3.5
16962,BU19500700,BU19500700,       .,       .,       .,       .,       .,       .,1.2,16.3,16.3,0.9,16.0,56.7,1.6,1.0,1.0,3.7
16963,BU19500701,BU19500701,       .,       .,       .,       .,       .,       .,1.0,16.9,16.9,2.8,16.4,59.8,2.4,1.0,1.0,4.0
16964,BU19500702,BU19500702,       .,       .,       .,       .,       .,       .,1.1,18.6,18.6,3.4,12.5,52.9,5.0,0.5,1.6,2.3
16965,BU19500703,BU19500703,       .,       .,       .,       .,       .,       .,1.0,14.1,14.1,2.1,15.4,57.0,3.2,1.0,1.0,4.0
16966,BU19500704,BU19500704,       .,       .,       .,       .,       .,       .,1.5,19.3,19.3,2.2,11.3,50.9,7.0,0.0,2.0,2.0
16967,BU19500705,BU19500705,       .,       .,       .,       .,       .,       .,0.8,15.6,15.6,3.9,15.1,61.1,3.7,1.0,1.0,4.0
16968,BU19500706,BU19500706,       .,       .,       .,       .,       .,       .,1.7,17.4,17.4,2.3,16.9,59.3,2.1,1.0,1.0,4.0
16969,BU19500707,BU19500707,       .,       .,       .,       .,       .,       .,2.2,17.6,17.6,1.5,17.3,58.4,1.0,1.0,1.0,4.0
16970,BU19500708,BU19500708,       .,       .,       .,       .,       .,       .,1.2,17.5,17.5,1.4,16.0,56.4,1.7,1.0,1.0,3.1
16971,BU19500709,BU19500709,       .,       .,       .,       .,       .,       .,0.4,16.1,16.1,2.7,15.0,55.1,3.8,1.0,1.0,3.9
16972,WK195008,WK195008,       .,       .,       .,       .,       .,       .,1.5,21.7,21.7,5.5,16.2,57.0,5.0,0.5,1.0,2.5
16973,BU19500808,BU19500808,       .,       .,       .,       .,       .,       .,2.4,21.4,21.4,5.3,17.8,58.4,4.1,0.8,1.0,2.9
16974,BU19500809,BU19500809,       .,       .,       .,       .,       .,       .,0.9,21.9,21.9,5.6,15.3,56.1,5.5,0.4,1.0,2.4
16975,WK195009,WK195009,       .,       .,       .,       .,       .,       .,2.3,15.7,15.7,2.0,15.2,58.9,2.5,1.0,1.0,4.0
16976,BU19500900,BU19500900,       .,       .,       .,       .,       .,       .,2.5,15.4,15.4,2.2,14.8,59.2,2.7,1.0,1.0,4.0
16977,BU19500909,BU19500909,       .,       .,       .,       .,       .,       .,1.8,16.3,16.3,1.7,15.9,58.5,2.2,1.0,1.0,4.0
16978,GM1783,GM1783,       .,       .,       .,       .,       .,       .,1.0,10.4,12.6,1.1,2.5,7.6,4.4,0.6,5.9,37.2
16979,WK178301,WK178301,       .,       .,       .,       .,       .,       .,0.9,11.3,13.2,1.2,1.7,8.1,4.1,0.9,2.1,36.5
16980,BU17830101,BU17830101,       .,       .,       .,       .,       .,       .,0.9,11.0,13.0,0.6,1.4,8.0,3.6,1.0,2.0,36.2
16981,BU17830103,BU17830103,       .,       .,       .,       .,       .,       .,0.6,12.0,13.7,1.5,1.5,8.5,4.6,1.0,2.0,36.0
16982,BU17830105,BU17830105,       .,       .,       .,       .,       .,       .,1.2,11.4,13.0,0.8,1.8,7.7,4.3,1.0,2.0,35.7
16983,BU17830111,BU17830111,       .,       .,       .,       .,       .,       .,0.8,10.9,13.2,1.1,0.9,8.7,3.4,1.0,2.2,36.8
