ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToSemiPublicGreenTotal_83,DistanceToSportsArea_84,DistanceToAllotmentGarden_85,DistanceToRecreationalArea_86,DistanceToCemetery_87,DistanceToRecreationalInlandWaters_88,DistanceToMainRoadEntrance_89,DistanceToTrainStationAllTypes_90,DistanceToImportantTransferStation_91,DistanceToLibrary_92,DistanceToSwimmingPool_93,DistanceToArtificialIceSkatingRink_94,DistanceToMuseum_95,Within5Km_96,Within10Km_97,Within20Km_98
16626,BU09883202,BU09883202,       .,       .,       .,       .,       .,       .,0.8,5.0,5.0,2.8,6.5,31.6,5.3,0.3,1.4,6.4
16627,WK098833,WK098833,       .,       .,       .,       .,       .,       .,0.9,5.8,5.8,2.5,7.7,31.9,5.6,0.1,2.5,9.3
16628,BU09883301,BU09883301,       .,       .,       .,       .,       .,       .,1.1,6.0,6.0,2.3,7.9,32.1,5.9,0.0,2.6,9.3
16629,BU09883302,BU09883302,       .,       .,       .,       .,       .,       .,0.7,5.4,5.4,3.1,7.4,31.6,5.3,0.4,2.4,9.3
16630,WK098834,WK098834,       .,       .,       .,       .,       .,       .,0.6,7.3,7.3,0.8,8.3,34.0,7.7,0.0,1.0,6.0
16631,BU09883401,BU09883401,       .,       .,       .,       .,       .,       .,0.5,7.2,7.2,0.6,8.2,33.9,7.6,0.0,1.0,6.0
16632,BU09883402,BU09883402,       .,       .,       .,       .,       .,       .,1.5,8.0,8.0,1.8,8.8,34.7,8.4,0.0,1.2,5.9
16633,GM1960,GM1960,       .,       .,       .,       .,       .,       .,1.4,4.7,26.5,4.4,5.2,27.3,6.3,0.6,2.3,11.6
16634,WK196000,WK196000,       .,       .,       .,       .,       .,       .,1.0,1.9,26.1,1.8,1.1,26.6,5.2,0.8,2.1,12.4
16635,BU19600000,BU19600000,       .,       .,       .,       .,       .,       .,0.7,1.9,26.1,1.8,0.8,26.6,4.7,1.6,2.3,13.1
16636,BU19600001,BU19600001,       .,       .,       .,       .,       .,       .,0.5,1.2,25.5,1.2,1.1,26.1,5.8,0.0,2.1,12.2
16637,BU19600002,BU19600002,       .,       .,       .,       .,       .,       .,0.7,0.5,26.0,1.6,1.7,26.5,6.2,0.0,2.0,12.0
16638,BU19600003,BU19600003,       .,       .,       .,       .,       .,       .,1.4,2.6,26.8,2.5,1.3,27.3,4.3,2.0,2.0,12.3
16639,BU19600004,BU19600004,       .,       .,       .,       .,       .,       .,0.9,2.0,25.6,1.3,0.4,26.2,5.4,0.3,2.0,12.6
16640,BU19600005,BU19600005,       .,       .,       .,       .,       .,       .,0.7,2.1,25.6,1.2,1.3,26.1,6.0,0.2,2.0,12.2
16641,BU19600006,BU19600006,       .,       .,       .,       .,       .,       .,1.4,1.1,26.0,2.2,2.5,26.6,7.1,0.0,2.0,11.4
16642,BU19600007,BU19600007,       .,       .,       .,       .,       .,       .,1.9,3.1,27.3,3.0,1.9,27.8,3.7,2.0,2.0,12.4
16643,BU19600008,BU19600008,       .,       .,       .,       .,       .,       .,1.6,3.9,27.3,3.2,2.6,27.9,5.8,0.4,2.3,11.9
16644,BU19600009,BU19600009,       .,       .,       .,       .,       .,       .,2.3,4.3,26.6,3.8,5.0,27.2,9.8,0.0,1.4,11.0
16645,WK196001,WK196001,       .,       .,       .,       .,       .,       .,0.9,4.0,26.8,5.1,5.8,27.3,7.3,0.2,2.7,11.9
16646,BU19600100,BU19600100,       .,       .,       .,       .,       .,       .,0.8,3.2,27.0,4.3,4.6,27.5,9.0,0.0,2.7,11.5
16647,BU19600101,BU19600101,       .,       .,       .,       .,       .,       .,0.9,5.1,25.5,6.2,6.6,26.0,8.0,0.0,2.0,13.1
16648,BU19600102,BU19600102,       .,       .,       .,       .,       .,       .,0.8,4.0,26.9,6.5,7.5,27.5,5.0,0.5,3.0,11.5
16649,BU19600103,BU19600103,       .,       .,       .,       .,       .,       .,0.7,5.4,28.2,4.2,6.3,28.7,2.7,1.0,3.0,12.0
16650,BU19600106,BU19600106,       .,       .,       .,       .,       .,       .,1.5,6.1,27.6,5.0,7.0,28.2,3.3,1.2,3.0,12.4
16651,BU19600107,BU19600107,       .,       .,       .,       .,       .,       .,1.2,4.7,26.7,6.6,7.9,27.2,5.0,0.4,2.9,12.5
16652,BU19600108,BU19600108,       .,       .,       .,       .,       .,       .,1.0,5.4,25.2,6.9,7.4,25.7,7.2,0.0,1.9,13.2
16653,BU19600109,BU19600109,       .,       .,       .,       .,       .,       .,0.9,3.2,26.6,4.0,4.5,27.1,8.8,0.0,2.2,11.8
16654,WK196002,WK196002,       .,       .,       .,       .,       .,       .,1.2,2.6,27.8,6.8,7.7,28.6,5.7,0.5,3.6,13.2
16655,BU19600200,BU19600200,       .,       .,       .,       .,       .,       .,1.1,2.0,27.5,7.7,8.7,28.0,6.3,0.0,4.0,13.4
16656,BU19600201,BU19600201,       .,       .,       .,       .,       .,       .,1.1,2.0,27.4,7.9,8.9,28.0,6.4,0.0,3.7,13.3
16657,BU19600202,BU19600202,       .,       .,       .,       .,       .,       .,1.1,4.1,28.4,5.4,6.0,29.2,4.4,1.6,3.0,13.0
16658,BU19600203,BU19600203,       .,       .,       .,       .,       .,       .,0.8,3.9,30.0,2.7,4.6,30.7,3.3,2.1,3.0,12.9
16659,BU19600207,BU19600207,       .,       .,       .,       .,       .,       .,1.5,4.1,27.0,4.0,5.0,29.8,4.0,1.5,3.9,13.4
16660,BU19600208,BU19600208,       .,       .,       .,       .,       .,       .,1.9,3.7,27.7,5.0,5.7,30.0,4.6,0.9,3.7,13.5
16661,BU19600209,BU19600209,       .,       .,       .,       .,       .,       .,1.9,2.4,27.6,7.6,7.4,29.2,6.6,0.0,3.7,12.9
16662,WK196003,WK196003,       .,       .,       .,       .,       .,       .,1.4,3.3,27.5,3.3,2.7,28.2,5.5,0.6,4.0,11.2
16663,BU19600300,BU19600300,       .,       .,       .,       .,       .,       .,0.2,2.8,27.1,2.7,2.2,27.6,4.0,2.0,4.0,12.1
16664,BU19600301,BU19600301,       .,       .,       .,       .,       .,       .,1.8,3.4,27.7,3.3,2.8,28.2,6.1,0.0,4.0,10.6
16665,BU19600308,BU19600308,       .,       .,       .,       .,       .,       .,2.4,4.3,28.5,4.5,3.8,29.5,6.3,0.1,4.0,11.1
16666,BU19600309,BU19600309,       .,       .,       .,       .,       .,       .,0.6,2.8,27.0,2.8,2.2,27.8,4.7,1.3,3.7,12.0
16667,WK196004,WK196004,       .,       .,       .,       .,       .,       .,1.2,2.9,24.3,1.2,2.4,24.8,7.4,0.0,2.0,12.0
16668,BU19600400,BU19600400,       .,       .,       .,       .,       .,       .,1.0,3.2,23.5,1.4,2.6,24.1,7.7,0.0,2.0,12.0
16669,BU19600401,BU19600401,       .,       .,       .,       .,       .,       .,1.4,2.9,24.5,1.2,2.4,25.0,7.5,0.0,2.0,12.0
16670,BU19600402,BU19600402,       .,       .,       .,       .,       .,       .,1.0,2.7,24.4,0.9,2.1,25.0,7.1,0.0,2.0,12.0
16671,BU19600403,BU19600403,       .,       .,       .,       .,       .,       .,1.1,3.7,24.3,2.2,3.3,24.8,8.1,0.0,2.1,12.3
16672,WK196005,WK196005,       .,       .,       .,       .,       .,       .,0.9,10.6,22.5,9.1,10.5,23.0,9.6,0.0,0.5,12.8
16673,BU19600500,BU19600500,       .,       .,       .,       .,       .,       .,1.1,11.0,22.5,9.6,10.6,23.1,10.5,0.0,0.1,12.7
16674,BU19600501,BU19600501,       .,       .,       .,       .,       .,       .,0.4,8.9,20.3,7.3,8.4,20.9,9.4,0.0,1.0,12.1
16675,BU19600502,BU19600502,       .,       .,       .,       .,       .,       .,0.6,11.5,24.5,10.1,12.5,25.0,8.0,0.0,1.0,13.2
16676,BU19600507,BU19600507,       .,       .,       .,       .,       .,       .,0.4,8.9,20.4,7.4,8.4,20.9,9.3,0.0,0.8,13.0
16677,BU19600508,BU19600508,       .,       .,       .,       .,       .,       .,1.0,11.0,24.8,9.3,11.8,25.3,7.2,0.0,1.1,13.2
16678,BU19600509,BU19600509,       .,       .,       .,       .,       .,       .,0.5,10.1,22.4,9.3,10.5,22.9,9.4,0.0,0.8,13.8
16679,WK196006,WK196006,       .,       .,       .,       .,       .,       .,1.3,7.2,21.9,5.4,6.5,22.4,9.9,0.0,0.8,12.0
16680,BU19600600,BU19600600,       .,       .,       .,       .,       .,       .,0.4,7.1,19.8,5.3,6.5,20.3,8.9,0.0,1.0,13.2
16681,BU19600601,BU19600601,       .,       .,       .,       .,       .,       .,0.2,7.8,19.2,6.3,7.3,19.7,8.3,0.0,1.0,16.2
16682,BU19600602,BU19600602,       .,       .,       .,       .,       .,       .,1.3,7.5,22.2,5.7,6.9,22.7,11.2,0.0,0.0,10.7
16683,BU19600603,BU19600603,       .,       .,       .,       .,       .,       .,3.1,8.6,24.0,6.8,7.9,24.5,12.4,0.0,0.0,9.2
16684,BU19600604,BU19600604,       .,       .,       .,       .,       .,       .,1.2,5.4,25.2,3.7,4.3,25.8,8.5,0.0,2.0,12.7
16685,BU19600606,BU19600606,       .,       .,       .,       .,       .,       .,1.8,6.2,25.4,4.4,5.0,25.9,9.2,0.0,1.7,11.8
16686,BU19600607,BU19600607,       .,       .,       .,       .,       .,       .,3.0,8.3,24.0,6.5,7.4,24.5,11.9,0.0,0.0,9.5
16687,BU19600608,BU19600608,       .,       .,       .,       .,       .,       .,1.0,5.6,22.5,3.8,5.0,23.0,9.8,0.0,1.0,11.5
16688,BU19600609,BU19600609,       .,       .,       .,       .,       .,       .,0.7,6.6,20.6,4.8,6.0,21.1,9.5,0.0,0.9,13.4
16689,WK196007,WK196007,       .,       .,       .,       .,       .,       .,6.2,6.8,29.8,7.8,9.0,30.3,8.8,0.0,0.8,6.4
16690,BU19600700,BU19600700,       .,       .,       .,       .,       .,       .,5.5,5.1,30.5,6.5,8.1,31.1,7.1,0.0,1.1,7.0
16691,BU19600701,BU19600701,       .,       .,       .,       .,       .,       .,7.2,7.9,29.7,9.1,10.3,30.2,9.7,0.0,0.8,5.6
16692,BU19600702,BU19600702,       .,       .,       .,       .,       .,       .,6.7,10.2,28.5,9.2,9.8,29.0,12.0,0.0,0.0,4.2
16693,BU19600707,BU19600707,       .,       .,       .,       .,       .,       .,6.8,9.4,28.5,9.3,9.9,29.1,11.4,0.0,0.0,4.8
16694,BU19600708,BU19600708,       .,       .,       .,       .,       .,       .,6.0,8.3,28.6,8.4,9.1,29.1,10.4,0.0,0.4,6.4
16695,BU19600709,BU19600709,       .,       .,       .,       .,       .,       .,4.8,5.9,28.6,7.4,8.0,29.2,9.1,0.0,1.1,8.5
16696,WK196008,WK196008,       .,       .,       .,       .,       .,       .,1.4,2.9,30.2,0.6,2.8,33.0,2.3,3.0,3.0,11.6
16697,BU19600800,BU19600800,       .,       .,       .,       .,       .,       .,1.7,3.3,30.5,0.5,3.2,32.6,1.9,3.0,3.0,12.0
16698,BU19600801,BU19600801,       .,       .,       .,       .,       .,       .,1.2,2.7,30.1,0.6,2.6,33.3,2.5,3.0,3.0,11.3
16699,BU19600802,BU19600802,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
16700,BU19600809,BU19600809,       .,       .,       .,       .,       .,       .,0.9,2.2,29.5,1.1,2.1,33.0,2.2,3.0,3.0,11.2
16701,WK196009,WK196009,       .,       .,       .,       .,       .,       .,1.8,4.4,30.8,3.6,4.8,32.3,4.4,1.9,4.3,9.7
16702,BU19600900,BU19600900,       .,       .,       .,       .,       .,       .,1.3,3.5,30.9,2.7,3.4,33.4,3.6,3.0,4.0,10.0
16703,BU19600901,BU19600901,       .,       .,       .,       .,       .,       .,1.9,4.2,31.5,3.3,4.1,33.1,4.2,2.4,4.0,10.1
16704,BU19600902,BU19600902,       .,       .,       .,       .,       .,       .,2.0,5.3,29.6,4.7,6.9,30.0,5.2,0.6,4.8,8.6
16705,BU19600909,BU19600909,       .,       .,       .,       .,       .,       .,2.1,4.6,31.9,3.7,4.5,33.3,4.6,1.4,4.5,10.4
16706,WK196010,WK196010,       .,       .,       .,       .,       .,       .,0.4,6.7,29.6,6.0,8.5,30.2,2.2,1.0,3.3,10.2
16707,BU19601000,BU19601000,       .,       .,       .,       .,       .,       .,0.4,6.8,29.6,6.0,8.7,30.2,1.9,1.0,3.1,10.2
16708,BU19601009,BU19601009,       .,       .,       .,       .,       .,       .,1.1,6.2,29.6,5.5,7.0,30.1,4.4,0.9,4.4,10.6
16709,WK196011,WK196011,       .,       .,       .,       .,       .,       .,0.8,9.9,27.9,7.2,9.9,28.4,5.2,0.4,3.1,10.8
16710,BU19601100,BU19601100,       .,       .,       .,       .,       .,       .,0.7,10.1,27.8,7.4,10.1,28.3,5.3,0.4,3.0,10.7
16711,BU19601109,BU19601109,       .,       .,       .,       .,       .,       .,1.1,8.8,28.3,6.3,8.8,28.9,4.4,0.4,3.3,10.8
16712,GM0668,GM0668,       .,       .,       .,       .,       .,       .,1.6,12.0,25.7,2.7,7.9,23.5,4.4,0.6,1.2,8.1
16713,WK066801,WK066801,       .,       .,       .,       .,       .,       .,1.1,11.4,23.5,3.8,11.5,21.7,8.9,0.0,1.0,6.0
16714,BU06680100,BU06680100,       .,       .,       .,       .,       .,       .,0.6,11.9,23.3,3.7,11.9,21.4,9.3,0.0,1.0,6.0
16715,BU06680101,BU06680101,       .,       .,       .,       .,       .,       .,1.5,11.0,23.8,3.8,11.1,22.0,8.6,0.0,0.9,5.9
16716,WK066802,WK066802,       .,       .,       .,       .,       .,       .,1.5,11.7,23.7,5.9,4.6,19.8,6.4,0.0,1.1,6.4
16717,BU06680200,BU06680200,       .,       .,       .,       .,       .,       .,1.3,11.7,23.5,6.3,4.4,19.5,6.7,0.0,1.0,6.5
16718,BU06680201,BU06680201,       .,       .,       .,       .,       .,       .,1.8,11.6,24.0,5.4,4.9,20.0,5.9,0.1,1.1,6.2
16719,WK066803,WK066803,       .,       .,       .,       .,       .,       .,1.1,10.5,22.7,7.0,5.8,17.9,7.6,0.0,1.7,7.6
16720,BU06680300,BU06680300,       .,       .,       .,       .,       .,       .,0.8,10.4,22.3,7.3,5.6,17.5,7.8,0.0,2.0,8.0
16721,BU06680301,BU06680301,       .,       .,       .,       .,       .,       .,1.6,10.7,23.2,6.6,6.1,18.6,7.2,0.0,1.3,7.1
16722,WK066804,WK066804,       .,       .,       .,       .,       .,       .,1.7,11.1,26.3,1.0,6.0,24.2,0.8,1.0,1.3,9.7
16723,BU06680400,BU06680400,       .,       .,       .,       .,       .,       .,1.7,10.9,26.4,0.9,6.1,24.3,0.7,1.0,1.4,9.8
16724,BU06680401,BU06680401,       .,       .,       .,       .,       .,       .,1.8,12.0,25.8,1.2,5.6,23.6,1.2,1.0,1.0,9.0
16725,WK066805,WK066805,       .,       .,       .,       .,       .,       .,2.7,13.8,23.5,3.3,3.3,21.6,3.0,1.0,1.0,7.9
16726,BU06680500,BU06680500,       .,       .,       .,       .,       .,       .,3.0,13.9,23.4,3.5,3.2,21.6,3.1,1.0,1.0,7.6
16727,BU06680501,BU06680501,       .,       .,       .,       .,       .,       .,2.2,13.6,23.6,2.9,3.4,21.7,2.8,1.0,1.0,8.4
16728,WK066806,WK066806,       .,       .,       .,       .,       .,       .,0.7,14.8,25.4,1.0,12.8,24.4,8.4,0.0,0.9,6.2
16729,BU06680600,BU06680600,       .,       .,       .,       .,       .,       .,0.7,15.0,25.3,0.7,13.0,24.4,8.5,0.0,1.0,6.1
16730,BU06680601,BU06680601,       .,       .,       .,       .,       .,       .,0.9,14.3,25.7,1.9,12.2,24.6,8.1,0.0,0.9,6.4
16731,WK066807,WK066807,       .,       .,       .,       .,       .,       .,3.9,8.5,27.2,7.1,8.3,22.5,7.5,0.0,1.9,6.6
16732,BU06680700,BU06680700,       .,       .,       .,       .,       .,       .,4.1,8.2,27.6,7.5,8.7,22.9,7.9,0.0,2.0,7.0
16733,BU06680701,BU06680701,       .,       .,       .,       .,       .,       .,3.7,9.0,26.7,6.6,7.9,22.1,7.1,0.0,1.9,6.2
16734,WK066808,WK066808,       .,       .,       .,       .,       .,       .,0.5,11.6,28.9,3.7,9.2,26.8,3.6,1.0,1.1,9.1
16735,BU06680800,BU06680800,       .,       .,       .,       .,       .,       .,0.4,11.6,29.0,3.8,9.3,26.9,3.6,1.0,1.0,9.1
16736,BU06680801,BU06680801,       .,       .,       .,       .,       .,       .,1.1,11.6,28.2,3.3,8.8,26.1,3.7,0.8,1.4,9.2
16737,GM1969,GM1969,       .,       .,       .,       .,       .,       .,1.2,9.3,18.6,2.3,5.4,21.2,5.2,0.8,2.3,13.4
16738,WK196900,WK196900,       .,       .,       .,       .,       .,       .,0.5,7.6,23.0,1.6,5.8,24.9,4.4,0.8,1.1,10.3
16739,BU19690000,BU19690000,       .,       .,       .,       .,       .,       .,0.5,7.1,22.7,0.7,5.3,24.4,3.7,1.0,1.0,10.2
16740,BU19690001,BU19690001,       .,       .,       .,       .,       .,       .,0.2,9.2,24.7,2.8,7.3,26.5,4.8,0.8,1.0,10.2
16741,BU19690002,BU19690002,       .,       .,       .,       .,       .,       .,0.2,4.5,20.1,2.2,2.6,21.8,5.8,0.0,1.0,12.3
16742,BU19690006,BU19690006,       .,       .,       .,       .,       .,       .,1.1,11.0,25.8,4.6,9.2,28.4,6.2,0.0,1.6,10.0
16743,BU19690007,BU19690007,       .,       .,       .,       .,       .,       .,1.0,5.5,20.6,3.0,3.6,22.6,6.7,0.0,1.3,10.9
16744,BU19690008,BU19690008,       .,       .,       .,       .,       .,       .,1.0,10.5,23.0,3.8,8.6,26.4,6.5,0.1,1.0,10.0
16745,BU19690009,BU19690009,       .,       .,       .,       .,       .,       .,1.4,10.5,26.9,3.8,9.0,29.3,6.3,0.3,2.0,8.7
16746,WK196901,WK196901,       .,       .,       .,       .,       .,       .,3.0,6.3,23.6,3.8,7.5,25.2,1.3,1.0,1.2,8.9
16747,BU19690100,BU19690100,       .,       .,       .,       .,       .,       .,3.3,6.5,23.6,3.6,7.6,25.3,0.4,1.0,1.0,8.4
16748,BU19690109,BU19690109,       .,       .,       .,       .,       .,       .,2.6,6.0,23.5,4.2,7.2,25.1,3.0,0.9,1.5,9.9
16749,WK196902,WK196902,       .,       .,       .,       .,       .,       .,1.2,12.0,27.2,3.7,10.4,30.8,7.7,0.0,1.2,8.5
16750,BU19690200,BU19690200,       .,       .,       .,       .,       .,       .,1.1,11.3,27.7,2.6,10.0,31.4,7.1,0.0,1.1,8.0
16751,BU19690201,BU19690201,       .,       .,       .,       .,       .,       .,1.8,12.4,25.9,4.1,11.0,29.5,8.4,0.0,2.0,9.1
16752,BU19690202,BU19690202,       .,       .,       .,       .,       .,       .,0.3,11.6,24.3,5.1,9.8,28.0,7.2,0.0,1.1,10.0
16753,BU19690209,BU19690209,       .,       .,       .,       .,       .,       .,1.5,12.9,28.2,4.1,10.8,31.8,8.5,0.0,1.1,8.2
16754,WK196903,WK196903,       .,       .,       .,       .,       .,       .,0.3,5.3,17.2,4.5,1.2,18.9,7.2,0.0,3.4,16.8
16755,BU19690300,BU19690300,       .,       .,       .,       .,       .,       .,0.2,5.4,16.6,4.7,1.1,18.3,7.5,0.0,3.8,16.8
16756,BU19690301,BU19690301,       .,       .,       .,       .,       .,       .,0.2,5.4,18.0,4.4,0.7,19.7,7.1,0.0,3.3,17.0
16757,BU19690309,BU19690309,       .,       .,       .,       .,       .,       .,0.5,4.6,17.2,4.2,2.4,19.1,6.9,0.1,2.8,16.3
16758,WK196904,WK196904,       .,       .,       .,       .,       .,       .,0.9,13.5,17.3,1.4,2.3,20.9,1.7,2.1,4.0,15.8
16759,BU19690401,BU19690401,       .,       .,       .,       .,       .,       .,0.5,14.3,18.1,1.6,2.7,21.7,2.0,2.0,4.0,15.9
16760,BU19690402,BU19690402,       .,       .,       .,       .,       .,       .,0.6,12.7,16.5,1.2,1.4,20.1,0.7,2.4,4.0,16.0
16761,BU19690403,BU19690403,       .,       .,       .,       .,       .,       .,1.1,13.3,17.1,0.9,2.5,20.8,1.8,2.0,4.0,16.0
16762,BU19690404,BU19690404,       .,       .,       .,       .,       .,       .,0.5,11.2,15.0,2.5,2.9,18.7,2.4,2.0,4.0,16.0
16763,BU19690408,BU19690408,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
16764,BU19690409,BU19690409,       .,       .,       .,       .,       .,       .,1.0,15.1,18.9,2.4,3.6,22.6,2.8,1.9,4.0,15.2
16765,WK196905,WK196905,       .,       .,       .,       .,       .,       .,0.7,16.6,21.5,4.8,6.5,25.4,6.0,0.3,3.7,9.6
16766,BU19690500,BU19690500,       .,       .,       .,       .,       .,       .,0.3,16.2,21.2,5.3,6.2,25.1,5.7,0.0,4.0,9.3
16767,BU19690501,BU19690501,       .,       .,       .,       .,       .,       .,0.4,18.8,23.4,4.1,8.5,27.4,8.3,0.0,3.7,7.4
16768,BU19690502,BU19690502,       .,       .,       .,       .,       .,       .,1.3,15.6,19.1,3.7,3.9,22.8,3.4,1.8,4.0,13.6
16769,BU19690503,BU19690503,       .,       .,       .,       .,       .,       .,0.2,17.6,22.2,5.2,7.3,26.1,7.0,0.0,4.0,9.6
16770,BU19690507,BU19690507,       .,       .,       .,       .,       .,       .,0.7,15.5,19.4,2.9,4.0,23.0,3.3,1.5,4.0,12.7
16771,BU19690508,BU19690508,       .,       .,       .,       .,       .,       .,0.7,16.8,20.6,4.9,5.5,24.4,5.3,0.4,4.0,9.5
16772,BU19690509,BU19690509,       .,       .,       .,       .,       .,       .,1.7,17.2,23.2,5.2,8.1,27.0,7.6,0.2,2.8,8.5
16773,WK196906,WK196906,       .,       .,       .,       .,       .,       .,1.6,12.6,17.0,2.0,3.2,20.6,2.7,1.9,3.9,16.0
16774,BU19690600,BU19690600,       .,       .,       .,       .,       .,       .,1.6,12.0,16.2,2.1,3.1,19.9,2.6,2.0,4.0,16.0
16775,BU19690601,BU19690601,       .,       .,       .,       .,       .,       .,1.6,13.5,17.5,1.4,3.0,21.2,2.4,2.0,4.0,16.0
16776,BU19690609,BU19690609,       .,       .,       .,       .,       .,       .,1.7,10.6,16.8,4.2,4.1,20.4,4.6,1.1,3.5,15.7
16777,WK196907,WK196907,       .,       .,       .,       .,       .,       .,0.5,9.5,13.9,4.4,4.5,17.6,3.9,1.3,3.7,15.7
16778,BU19690700,BU19690700,       .,       .,       .,       .,       .,       .,0.5,11.1,13.9,3.0,3.1,17.5,2.4,2.0,4.0,16.0
16779,BU19690701,BU19690701,       .,       .,       .,       .,       .,       .,0.2,7.3,13.9,5.6,5.7,17.5,5.3,0.5,3.4,15.9
16780,BU19690709,BU19690709,       .,       .,       .,       .,       .,       .,0.8,10.0,13.9,4.4,4.4,17.6,3.8,1.5,3.6,15.5
16781,WK196908,WK196908,       .,       .,       .,       .,       .,       .,2.8,10.1,11.5,5.6,5.7,15.1,5.1,0.9,3.4,15.7
16782,BU19690800,BU19690800,       .,       .,       .,       .,       .,       .,2.9,10.4,11.5,5.4,5.4,15.2,4.6,1.3,3.9,15.6
16783,BU19690809,BU19690809,       .,       .,       .,       .,       .,       .,2.6,9.7,11.4,5.8,6.1,15.1,5.6,0.3,2.9,15.7
16784,WK196909,WK196909,       .,       .,       .,       .,       .,       .,2.8,8.3,9.1,6.0,8.0,12.8,7.3,0.0,6.9,16.0
16785,BU19690900,BU19690900,       .,       .,       .,       .,       .,       .,2.9,8.3,9.1,6.0,8.1,12.7,7.3,0.0,7.2,16.0
16786,BU19690909,BU19690909,       .,       .,       .,       .,       .,       .,2.5,8.0,9.4,6.2,7.7,13.0,7.3,0.0,5.1,16.0
16787,WK196910,WK196910,       .,       .,       .,       .,       .,       .,0.2,5.3,11.4,4.5,5.5,15.0,7.2,0.0,3.0,16.0
16788,BU19691000,BU19691000,       .,       .,       .,       .,       .,       .,0.1,5.2,11.4,4.3,5.4,15.0,7.2,0.0,3.0,16.0
16789,BU19691009,BU19691009,       .,       .,       .,       .,       .,       .,0.9,6.1,11.4,5.2,6.1,15.0,7.1,0.0,3.2,16.0
16790,WK196911,WK196911,       .,       .,       .,       .,       .,       .,1.6,14.7,22.5,2.0,9.8,26.4,9.4,0.0,0.9,10.7
16791,BU19691100,BU19691100,       .,       .,       .,       .,       .,       .,1.6,15.9,23.4,0.9,10.9,27.3,10.4,0.0,0.3,10.0
16792,BU19691102,BU19691102,       .,       .,       .,       .,       .,       .,2.7,13.6,20.7,2.7,8.0,24.5,7.5,0.0,2.0,9.3
16793,BU19691103,BU19691103,       .,       .,       .,       .,       .,       .,1.6,11.8,18.8,4.3,6.1,22.7,5.7,0.1,2.8,14.8
16794,BU19691104,BU19691104,       .,       .,       .,       .,       .,       .,0.5,8.4,17.6,5.7,4.9,21.2,6.2,0.0,2.6,16.0
16795,BU19691105,BU19691105,       .,       .,       .,       .,       .,       .,2.0,9.6,20.3,4.7,7.1,24.0,7.7,0.0,2.4,11.5
16796,BU19691106,BU19691106,       .,       .,       .,       .,       .,       .,0.2,12.9,23.4,3.5,10.2,27.0,8.8,0.0,1.0,9.8
16797,BU19691107,BU19691107,       .,       .,       .,       .,       .,       .,2.9,18.0,26.4,3.6,11.5,30.3,10.9,0.0,0.2,9.7
16798,BU19691108,BU19691108,       .,       .,       .,       .,       .,       .,1.8,14.8,25.5,4.3,11.3,29.2,10.2,0.0,0.4,9.0
16799,BU19691109,BU19691109,       .,       .,       .,       .,       .,       .,0.7,10.5,19.8,4.7,7.2,23.6,7.3,0.0,1.9,13.0
16800,WK196912,WK196912,       .,       .,       .,       .,       .,       .,3.5,18.2,25.5,4.0,11.3,29.4,10.6,0.0,0.6,9.3
16801,BU19691200,BU19691200,       .,       .,       .,       .,       .,       .,3.5,19.3,26.8,4.2,12.6,30.7,11.9,0.0,0.0,9.6
16802,BU19691201,BU19691201,       .,       .,       .,       .,       .,       .,4.0,18.1,25.2,2.9,10.6,29.1,9.9,0.0,0.7,9.0
16803,BU19691202,BU19691202,       .,       .,       .,       .,       .,       .,4.3,19.2,26.3,3.9,11.6,30.1,10.9,0.0,0.0,8.0
16804,BU19691204,BU19691204,       .,       .,       .,       .,       .,       .,3.1,16.2,23.2,4.4,8.3,26.9,7.6,0.0,2.4,8.4
16805,BU19691208,BU19691208,       .,       .,       .,       .,       .,       .,2.6,13.8,20.8,4.4,6.6,24.6,5.8,0.3,3.1,9.5
16806,BU19691209,BU19691209,       .,       .,       .,       .,       .,       .,3.2,17.5,25.0,2.4,12.0,28.8,11.5,0.0,0.1,9.8
16807,WK196913,WK196913,       .,       .,       .,       .,       .,       .,2.8,7.2,15.4,4.8,11.2,15.0,2.1,1.0,2.2,11.1
16808,BU19691300,BU19691300,       .,       .,       .,       .,       .,       .,1.7,8.6,17.0,4.2,11.5,16.7,0.4,1.0,2.2,11.0
16809,BU19691301,BU19691301,       .,       .,       .,       .,       .,       .,3.4,6.7,15.1,6.0,12.4,14.7,2.2,1.0,2.0,11.0
16810,BU19691302,BU19691302,       .,       .,       .,       .,       .,       .,3.9,4.6,13.3,4.7,10.7,12.6,4.2,1.0,2.0,11.0
16811,BU19691309,BU19691309,       .,       .,       .,       .,       .,       .,3.5,7.4,14.5,5.5,10.7,14.1,3.4,0.9,2.3,11.5
16812,WK196914,WK196914,       .,       .,       .,       .,       .,       .,0.8,1.5,13.5,1.3,1.7,15.2,5.6,0.3,1.1,16.0
16813,BU19691400,BU19691400,       .,       .,       .,       .,       .,       .,0.8,1.3,13.2,1.0,1.4,14.8,5.3,0.4,1.0,15.9
16814,BU19691401,BU19691401,       .,       .,       .,       .,       .,       .,0.8,2.0,14.5,2.4,2.0,16.1,6.6,0.0,1.9,17.0
