ID,DistrictsAndNeighbourhoods,Encoding_3,Within1Km_45,Within3Km_46,Within5Km_47,DistanceToHotelEtc_48,Within5Km_49,Within105km_50,Within20Km_51,DistanceToDaycareCentres_52,Within1Km_53,Within3Km_54,Within5Km_55,DistanceToOutOfSchoolCare_56,Within1Km_57,Within3Km_58,Within5Km_59,DistanceToSchool_60,Within1Km_61,Within3Km_62,Within5Km_63
14882,BU08554601,BU08554601,0.0,89.1,177.7,       .,       .,       .,       .,1.4,0.0,12.2,51.3,1.4,0.0,11.5,36.5,1.4,0.0,9.0,28.3
14883,WK085547,WK085547,2.1,14.8,32.2,       .,       .,       .,       .,0.3,2.9,11.4,26.8,0.3,3.1,10.7,20.2,0.4,2.4,9.7,20.3
14884,BU08554701,BU08554701,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14885,BU08554702,BU08554702,2.2,14.3,28.8,       .,       .,       .,       .,0.3,3.6,11.4,23.6,0.3,4.4,11.1,19.6,0.5,2.9,10.2,19.1
14886,BU08554703,BU08554703,2.2,15.5,33.4,       .,       .,       .,       .,0.2,3.2,11.4,27.2,0.2,3.3,10.5,20.2,0.2,2.9,9.5,20.1
14887,BU08554704,BU08554704,2.0,14.7,33.9,       .,       .,       .,       .,0.4,2.0,11.4,28.9,0.4,2.0,10.6,20.6,0.5,1.7,9.6,21.2
14888,WK085548,WK085548,5.0,15.0,30.3,       .,       .,       .,       .,0.5,2.4,11.8,23.6,0.5,2.7,12.5,19.5,0.4,3.4,11.5,19.0
14889,BU08554801,BU08554801,6.2,14.7,28.9,       .,       .,       .,       .,0.4,3.3,12.1,21.5,0.4,3.9,12.8,18.8,0.3,3.8,12.3,18.2
14890,BU08554802,BU08554802,5.4,15.0,30.0,       .,       .,       .,       .,0.7,2.0,11.9,23.3,0.7,2.0,13.0,19.6,0.5,3.8,11.8,18.9
14891,BU08554803,BU08554803,3.3,15.3,32.1,       .,       .,       .,       .,0.7,1.6,11.5,26.4,0.7,1.6,11.8,20.4,0.6,2.8,10.3,19.9
14892,BU08554804,BU08554804,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14893,WK085549,WK085549,5.5,11.0,17.1,       .,       .,       .,       .,0.6,1.0,11.7,14.9,0.6,1.1,12.9,16.2,0.6,1.2,11.9,16.5
14894,BU08554901,BU08554901,3.7,11.0,16.5,       .,       .,       .,       .,0.4,1.1,12.0,14.0,0.4,1.5,13.5,16.0,0.4,1.7,12.5,16.0
14895,BU08554902,BU08554902,6.2,11.0,17.2,       .,       .,       .,       .,0.5,1.0,11.9,15.0,0.5,1.0,13.1,16.2,0.5,1.1,12.1,16.8
14896,BU08554903,BU08554903,4.9,11.0,17.2,       .,       .,       .,       .,0.9,1.0,11.2,15.1,0.9,1.0,12.2,16.2,0.9,1.1,11.2,16.1
14897,WK085550,WK085550,6.0,11.0,23.2,       .,       .,       .,       .,0.9,1.8,12.6,17.0,0.9,1.8,14.0,17.0,0.8,2.5,13.1,17.0
14898,BU08555001,BU08555001,6.0,11.0,23.2,       .,       .,       .,       .,0.9,1.8,12.6,17.0,0.9,1.8,14.0,17.0,0.8,2.5,13.1,17.0
14899,WK085551,WK085551,5.4,11.4,22.8,       .,       .,       .,       .,0.6,4.4,12.0,17.1,0.6,5.1,14.0,17.0,0.6,3.7,13.2,17.0
14900,BU08555101,BU08555101,4.8,11.0,19.7,       .,       .,       .,       .,0.6,4.6,11.5,17.0,0.6,4.7,13.5,17.0,0.6,3.2,12.7,17.0
14901,BU08555102,BU08555102,6.0,11.8,26.2,       .,       .,       .,       .,0.6,4.2,12.6,17.2,0.6,5.5,14.6,17.0,0.6,4.3,13.6,17.0
14902,WK085552,WK085552,1.6,10.6,16.5,       .,       .,       .,       .,0.6,1.9,11.4,13.8,0.6,1.9,13.3,16.0,0.6,2.6,12.7,15.8
14903,BU08555201,BU08555201,1.6,10.7,16.5,       .,       .,       .,       .,0.7,1.8,11.5,13.9,0.7,1.6,13.5,16.0,0.7,2.3,12.9,15.9
14904,BU08555202,BU08555202,1.4,10.1,16.5,       .,       .,       .,       .,0.5,2.0,11.1,13.5,0.5,2.5,12.8,16.0,0.5,3.5,12.3,15.5
14905,WK085553,WK085553,1.0,11.1,17.2,       .,       .,       .,       .,0.5,3.7,11.3,14.8,0.6,3.5,13.2,15.9,0.6,2.0,12.3,16.1
14906,BU08555301,BU08555301,0.8,11.0,16.0,       .,       .,       .,       .,0.6,3.7,11.0,13.9,0.7,2.7,13.0,15.1,0.7,1.8,12.0,15.7
14907,BU08555302,BU08555302,1.2,11.3,18.8,       .,       .,       .,       .,0.6,3.5,11.1,15.9,0.5,4.5,12.9,16.6,0.6,2.2,12.0,16.3
14908,BU08555303,BU08555303,0.9,11.0,16.5,       .,       .,       .,       .,0.3,3.8,12.0,14.0,0.7,2.7,14.0,15.7,0.7,1.8,13.0,16.0
14909,BU08555304,BU08555304,1.3,11.0,17.3,       .,       .,       .,       .,0.2,4.1,11.2,15.4,0.3,3.6,13.2,16.4,0.3,2.0,12.2,16.5
14910,WK085554,WK085554,0.2,7.5,14.6,       .,       .,       .,       .,1.1,0.7,9.0,13.7,0.7,1.5,10.2,15.7,0.7,1.1,8.5,14.6
14911,BU08555401,BU08555401,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14912,BU08555402,BU08555402,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14913,BU08555403,BU08555403,0.0,1.0,16.1,       .,       .,       .,       .,0.8,1.0,5.0,16.3,0.8,1.0,5.0,19.3,0.8,1.0,4.0,17.0
14914,BU08555404,BU08555404,0.0,2.3,12.8,       .,       .,       .,       .,1.2,0.0,6.5,13.2,0.6,1.0,7.5,16.0,0.6,1.0,4.6,13.8
14915,BU08555405,BU08555405,0.1,10.1,15.1,       .,       .,       .,       .,1.1,0.5,10.6,13.4,0.9,0.9,11.7,15.0,0.9,0.8,10.7,14.4
14916,BU08555406,BU08555406,0.7,11.0,16.5,       .,       .,       .,       .,0.9,1.9,10.5,14.5,0.8,3.1,11.5,15.6,0.8,1.8,10.0,15.4
14917,BU08555407,BU08555407,0.0,7.3,14.0,       .,       .,       .,       .,1.0,0.6,9.0,13.5,0.5,1.1,10.4,15.9,0.5,1.0,8.9,14.6
14918,WK085555,WK085555,0.0,9.1,15.0,       .,       .,       .,       .,0.5,1.4,9.7,13.4,0.5,1.0,11.5,15.4,0.5,1.0,10.9,14.9
14919,BU08555501,BU08555501,0.0,9.2,15.5,       .,       .,       .,       .,0.5,1.8,9.5,13.0,0.5,1.0,11.4,15.0,0.5,1.0,10.8,15.0
14920,BU08555502,BU08555502,0.0,9.5,15.6,       .,       .,       .,       .,0.6,1.4,9.8,13.6,0.6,1.0,11.8,15.6,0.6,1.0,11.5,15.0
14921,BU08555503,BU08555503,0.0,7.8,13.2,       .,       .,       .,       .,0.4,1.0,9.4,13.1,0.4,1.0,10.8,15.1,0.4,1.0,9.5,14.6
14922,WK085556,WK085556,0.0,9.4,14.4,       .,       .,       .,       .,1.2,0.1,9.7,13.2,1.2,0.1,11.5,15.4,1.2,0.2,11.1,14.8
14923,BU08555601,BU08555601,0.0,9.9,15.0,       .,       .,       .,       .,1.2,0.0,10.0,13.9,1.2,0.0,12.0,15.9,1.2,0.0,11.8,15.0
14924,BU08555602,BU08555602,0.0,9.2,14.0,       .,       .,       .,       .,1.3,0.1,9.4,12.8,1.3,0.1,11.0,15.0,1.3,0.1,10.7,14.6
14925,BU08555603,BU08555603,0.0,9.0,14.0,       .,       .,       .,       .,0.9,1.0,10.0,13.2,0.9,1.0,11.9,15.2,0.9,1.0,10.8,14.8
14926,WK085557,WK085557,0.0,6.3,17.4,       .,       .,       .,       .,0.7,0.9,3.9,14.5,0.6,1.1,4.6,16.7,0.6,1.1,6.1,14.6
14927,BU08555701,BU08555701,0.0,5.0,17.9,       .,       .,       .,       .,0.6,1.0,3.5,14.7,0.6,1.0,4.5,16.7,0.6,1.0,6.0,14.4
14928,BU08555702,BU08555702,0.0,4.8,17.1,       .,       .,       .,       .,0.7,0.9,3.2,14.4,0.7,0.9,4.2,16.4,0.7,0.9,5.7,14.3
14929,BU08555703,BU08555703,0.0,8.0,16.8,       .,       .,       .,       .,0.3,1.0,3.0,14.9,0.3,1.0,4.0,17.0,0.3,1.0,5.7,15.0
14930,BU08555704,BU08555704,0.0,1.7,16.2,       .,       .,       .,       .,2.4,0.0,1.5,11.7,2.4,0.0,2.5,13.2,2.4,0.0,3.5,12.0
14931,BU08555705,BU08555705,0.0,10.0,17.7,       .,       .,       .,       .,0.9,0.9,6.7,14.3,0.7,1.9,6.2,17.0,0.7,1.9,7.6,15.3
14932,WK085558,WK085558,0.1,9.9,23.9,       .,       .,       .,       .,1.6,0.1,6.0,19.5,1.0,0.7,7.0,18.6,1.0,0.7,7.6,18.4
14933,BU08555801,BU08555801,0.0,9.2,18.8,       .,       .,       .,       .,1.3,0.1,6.1,16.3,0.7,1.0,6.5,17.1,0.7,1.0,7.3,16.6
14934,BU08555802,BU08555802,0.1,11.4,35.0,       .,       .,       .,       .,2.2,0.0,6.0,26.5,1.7,0.0,8.0,22.0,1.7,0.0,8.6,22.3
14935,BU08555803,BU08555803,0.5,4.7,30.9,       .,       .,       .,       .,2.3,0.0,2.9,23.6,1.4,0.2,4.4,20.5,1.7,0.2,4.1,20.4
14936,WK085559,WK085559,0.2,14.6,104.5,       .,       .,       .,       .,1.7,0.0,13.0,44.9,2.1,0.0,5.7,29.4,1.8,0.0,7.6,25.9
14937,BU08555901,BU08555901,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14938,BU08555902,BU08555902,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14939,BU08555903,BU08555903,1.0,9.5,48.1,       .,       .,       .,       .,1.8,0.0,8.5,38.0,1.8,0.0,6.5,24.6,1.8,0.0,6.5,23.2
14940,BU08555904,BU08555904,0.0,19.2,138.4,       .,       .,       .,       .,1.6,0.0,16.5,48.4,2.1,0.0,6.1,32.6,1.8,0.0,9.0,27.9
14941,BU08555905,BU08555905,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14942,WK085560,WK085560,0.6,8.3,44.4,       .,       .,       .,       .,2.1,0.0,8.1,38.2,2.1,0.0,5.0,23.7,2.1,0.0,5.6,22.1
14943,BU08556001,BU08556001,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14944,BU08556002,BU08556002,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14945,BU08556003,BU08556003,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14946,BU08556004,BU08556004,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14947,BU08556005,BU08556005,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14948,BU08556006,BU08556006,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14949,BU08556007,BU08556007,0.6,9.0,47.6,       .,       .,       .,       .,1.9,0.0,8.7,41.1,2.0,0.0,5.3,25.5,1.9,0.0,6.0,23.6
14950,WK085561,WK085561,1.0,5.4,45.3,       .,       .,       .,       .,1.4,0.0,8.4,26.4,1.4,0.0,6.4,20.1,1.4,0.0,5.7,16.7
14951,BU08556101,BU08556101,1.0,5.4,45.3,       .,       .,       .,       .,1.4,0.0,8.4,26.4,1.4,0.0,6.4,20.1,1.4,0.0,5.7,16.7
14952,BU08556102,BU08556102,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14953,BU08556103,BU08556103,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14954,WK085562,WK085562,0.0,35.2,166.7,       .,       .,       .,       .,1.9,0.0,9.7,32.9,1.9,0.0,5.2,23.4,2.1,0.0,4.9,17.1
14955,BU08556202,BU08556202,0.0,35.2,166.7,       .,       .,       .,       .,1.9,0.0,9.7,32.9,1.9,0.0,5.2,23.4,2.1,0.0,4.9,17.1
14956,WK085563,WK085563,0.5,4.1,44.2,       .,       .,       .,       .,2.8,0.0,1.9,24.9,1.9,0.0,2.8,20.3,2.6,0.0,2.1,19.6
14957,BU08556301,BU08556301,0.0,0.8,10.5,       .,       .,       .,       .,3.7,0.0,0.0,7.4,3.7,0.0,0.0,6.5,3.3,0.0,0.2,5.4
14958,BU08556302,BU08556302,0.0,1.1,14.3,       .,       .,       .,       .,3.2,0.0,0.3,8.6,3.1,0.0,0.7,9.4,3.1,0.0,1.0,9.0
14959,BU08556303,BU08556303,0.4,19.0,136.0,       .,       .,       .,       .,1.7,0.0,11.0,35.9,1.5,0.0,7.0,25.2,1.7,0.0,6.7,21.0
14960,BU08556304,BU08556304,0.7,2.8,39.2,       .,       .,       .,       .,2.9,0.0,1.1,27.7,1.6,0.0,2.7,22.6,2.5,0.0,1.7,22.3
14961,WK085564,WK085564,0.5,6.8,42.8,       .,       .,       .,       .,1.7,0.4,7.2,25.8,1.7,0.4,5.2,17.7,1.8,0.3,5.1,16.4
14962,BU08556401,BU08556401,0.1,5.7,28.6,       .,       .,       .,       .,2.2,0.0,5.3,21.6,2.1,0.0,3.8,16.6,2.2,0.0,4.0,14.6
14963,BU08556402,BU08556402,1.0,8.5,58.4,       .,       .,       .,       .,1.0,0.9,10.3,31.1,1.0,0.8,7.4,18.6,1.1,0.6,7.1,18.5
14964,BU08556403,BU08556403,0.0,4.5,64.2,       .,       .,       .,       .,2.7,0.0,1.9,27.2,2.6,0.0,2.2,23.1,2.8,0.0,1.2,18.2
14965,WK085565,WK085565,0.0,1.7,13.7,       .,       .,       .,       .,2.9,0.0,2.0,12.1,2.9,0.0,2.2,10.5,3.0,0.0,1.0,8.8
14966,BU08556501,BU08556501,0.0,1.7,13.7,       .,       .,       .,       .,2.9,0.0,2.0,12.1,2.9,0.0,2.2,10.5,3.0,0.0,1.0,8.8
14967,WK085566,WK085566,1.6,6.8,48.7,       .,       .,       .,       .,0.8,1.3,5.3,18.8,0.8,1.2,5.8,18.1,0.8,1.0,3.3,13.7
14968,BU08556601,BU08556601,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14969,BU08556602,BU08556602,0.6,7.9,48.7,       .,       .,       .,       .,2.1,0.0,5.0,24.4,2.1,0.0,4.2,22.9,2.1,0.0,3.0,16.1
14970,BU08556603,BU08556603,1.0,10.4,20.2,       .,       .,       .,       .,1.6,0.0,7.4,17.4,1.6,0.0,7.8,18.6,1.7,0.0,4.7,13.5
14971,BU08556604,BU08556604,0.1,7.1,28.5,       .,       .,       .,       .,1.5,0.0,5.1,16.9,1.0,1.3,6.0,16.1,1.6,0.0,3.7,12.1
14972,BU08556605,BU08556605,1.2,11.0,14.0,       .,       .,       .,       .,1.1,0.5,7.9,10.6,1.2,0.2,8.9,12.6,1.2,0.2,5.8,9.2
14973,BU08556606,BU08556606,1.7,9.1,14.6,       .,       .,       .,       .,0.8,1.8,6.8,12.1,1.1,0.7,7.0,13.1,1.1,0.5,4.0,9.8
14974,BU08556607,BU08556607,1.0,6.0,16.9,       .,       .,       .,       .,0.9,0.9,3.9,13.2,0.6,2.9,4.5,13.1,0.9,0.9,2.5,9.3
14975,BU08556608,BU08556608,0.5,5.9,12.3,       .,       .,       .,       .,0.6,1.5,4.3,11.4,0.6,1.3,5.0,12.7,0.6,1.2,3.0,9.7
14976,BU08556609,BU08556609,1.9,6.1,18.8,       .,       .,       .,       .,0.5,2.2,5.3,14.8,0.6,1.4,5.9,15.2,0.6,1.4,3.0,12.0
14977,BU08556610,BU08556610,2.0,6.3,18.6,       .,       .,       .,       .,0.7,1.5,5.5,16.4,0.8,0.8,6.1,17.2,0.8,0.8,3.1,13.1
14978,BU08556611,BU08556611,2.9,6.0,94.7,       .,       .,       .,       .,0.8,1.4,5.0,26.4,0.6,1.6,6.0,23.9,0.6,1.6,3.0,18.4
14979,BU08556612,BU08556612,1.8,6.0,96.2,       .,       .,       .,       .,1.0,0.4,5.3,25.4,0.7,1.2,6.2,24.1,0.7,1.2,3.3,18.3
14980,BU08556613,BU08556613,2.0,6.0,127.1,       .,       .,       .,       .,0.6,0.9,5.1,32.2,0.6,1.2,4.6,26.8,0.6,1.2,3.1,19.8
14981,BU08556614,BU08556614,2.0,6.0,115.0,       .,       .,       .,       .,0.6,1.0,5.0,30.6,0.6,1.2,5.8,25.9,0.6,1.2,3.0,19.8
14982,BU08556615,BU08556615,1.6,6.6,149.2,       .,       .,       .,       .,0.2,1.0,6.2,34.1,0.2,1.0,5.2,28.0,0.2,1.0,4.2,19.0
14983,BU08556616,BU08556616,0.1,22.2,167.2,       .,       .,       .,       .,1.2,0.6,7.8,42.6,1.2,0.6,6.9,33.0,1.2,0.6,5.9,23.6
14984,BU08556617,BU08556617,1.8,6.1,154.3,       .,       .,       .,       .,1.2,0.2,6.3,34.3,1.2,0.2,5.4,28.9,1.4,0.0,4.5,20.7
14985,BU08556618,BU08556618,0.0,4.3,147.7,       .,       .,       .,       .,1.2,0.2,4.7,31.8,1.2,0.2,5.1,24.3,2.3,0.0,3.5,19.5
14986,BU08556619,BU08556619,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
14987,BU08556620,BU08556620,0.0,5.4,129.4,       .,       .,       .,       .,2.7,0.0,4.3,20.4,2.7,0.0,3.0,14.4,2.8,0.0,1.3,12.1
14988,WK085567,WK085567,3.0,8.2,17.0,       .,       .,       .,       .,0.6,2.1,4.6,11.3,0.6,2.0,4.4,11.9,0.7,1.4,3.2,9.7
14989,BU08556701,BU08556701,4.9,8.0,14.2,       .,       .,       .,       .,0.8,1.7,4.0,8.7,0.7,1.8,4.0,10.2,0.7,1.7,3.1,8.2
14990,BU08556702,BU08556702,4.2,8.2,16.0,       .,       .,       .,       .,0.3,3.0,4.0,10.4,0.3,2.7,4.0,11.1,0.3,2.6,3.0,9.1
14991,BU08556703,BU08556703,0.0,6.6,13.9,       .,       .,       .,       .,0.9,0.7,4.0,10.1,0.8,1.2,4.0,10.9,0.8,1.4,3.3,8.9
14992,BU08556704,BU08556704,0.6,6.9,17.4,       .,       .,       .,       .,0.8,1.5,4.7,11.4,0.5,1.9,4.8,11.2,0.9,1.4,3.0,9.2
14993,BU08556705,BU08556705,3.4,8.5,17.5,       .,       .,       .,       .,0.4,1.7,4.1,12.3,0.3,1.9,4.0,12.8,0.6,0.9,3.0,10.3
14994,BU08556706,BU08556706,3.8,9.3,16.0,       .,       .,       .,       .,0.4,2.8,5.6,11.2,0.6,2.4,4.7,12.2,0.7,1.5,3.5,9.9
14995,BU08556707,BU08556707,0.9,6.2,37.5,       .,       .,       .,       .,1.0,1.2,5.0,15.5,0.8,1.1,7.0,14.5,1.2,0.3,3.7,12.1
14996,BU08556708,BU08556708,0.0,7.1,43.0,       .,       .,       .,       .,1.7,0.0,5.6,17.8,1.6,0.0,6.8,16.6,1.9,0.0,4.5,13.9
14997,BU08556709,BU08556709,1.4,9.6,18.8,       .,       .,       .,       .,1.1,0.6,5.6,15.4,1.1,0.8,5.0,15.3,1.3,0.2,3.6,11.4
14998,BU08556710,BU08556710,1.0,5.9,15.2,       .,       .,       .,       .,2.2,0.2,2.4,9.0,2.1,0.2,2.4,8.8,2.1,0.1,2.0,7.9
14999,WK085568,WK085568,0.1,1.4,14.5,       .,       .,       .,       .,1.8,0.2,1.3,7.3,1.8,0.2,1.4,7.9,1.1,0.5,1.4,5.9
15000,BU08556801,BU08556801,0.0,1.0,10.0,       .,       .,       .,       .,1.9,0.0,1.1,6.8,1.9,0.0,1.2,7.1,0.4,0.9,1.1,5.3
15001,BU08556802,BU08556802,0.0,1.0,23.5,       .,       .,       .,       .,0.4,1.0,1.1,9.1,0.4,1.0,1.6,10.6,1.9,0.0,1.0,8.0
15002,BU08556803,BU08556803,0.2,2.3,17.3,       .,       .,       .,       .,2.4,0.1,1.7,7.0,2.4,0.1,1.7,7.8,1.7,0.2,2.0,5.9
15003,GM0183,GM0183,1.6,4.6,12.3,       .,       .,       .,       .,1.1,0.8,2.1,5.9,1.1,0.8,1.7,4.9,1.1,0.6,1.1,3.7
15004,WK018300,WK018300,3.0,7.5,16.1,       .,       .,       .,       .,1.1,0.9,1.9,4.6,0.8,1.5,2.8,5.3,0.9,0.7,1.0,3.4
15005,BU01830000,BU01830000,4.0,8.2,17.3,       .,       .,       .,       .,0.8,1.1,2.0,4.7,0.6,1.9,3.0,5.5,0.7,0.9,1.0,3.5
15006,BU01830008,BU01830008,0.0,1.6,8.8,       .,       .,       .,       .,1.2,0.5,1.0,2.7,1.2,0.5,1.0,3.3,1.2,0.5,1.0,2.4
15007,BU01830009,BU01830009,0.5,8.0,15.3,       .,       .,       .,       .,1.9,0.0,2.2,5.5,1.6,0.1,2.9,5.7,1.7,0.1,1.1,3.7
15008,WK018301,WK018301,0.8,2.8,8.1,       .,       .,       .,       .,0.9,1.3,3.0,7.1,1.1,0.7,1.0,3.6,1.1,0.7,1.0,3.3
15009,BU01830100,BU01830100,1.2,3.1,7.7,       .,       .,       .,       .,0.4,1.8,3.0,6.9,0.4,1.0,1.0,3.1,0.4,1.0,1.0,2.9
15010,BU01830109,BU01830109,0.4,2.5,8.5,       .,       .,       .,       .,1.5,0.6,2.9,7.4,1.9,0.2,1.1,4.2,1.9,0.2,1.1,3.9
15011,WK018302,WK018302,0.5,2.3,16.3,       .,       .,       .,       .,0.9,1.3,4.9,17.1,1.2,0.3,1.9,11.8,1.2,0.3,2.1,9.7
15012,BU01830200,BU01830200,1.0,1.9,15.2,       .,       .,       .,       .,0.8,1.4,4.2,18.1,1.2,0.2,1.2,12.5,1.2,0.2,1.3,9.8
15013,BU01830201,BU01830201,0.0,5.8,24.2,       .,       .,       .,       .,0.3,3.0,8.8,17.3,0.3,1.0,5.7,11.4,0.3,1.0,6.5,10.8
15014,BU01830209,BU01830209,0.2,1.9,15.2,       .,       .,       .,       .,1.2,0.6,4.5,15.8,1.6,0.1,1.5,10.8,1.6,0.1,1.6,9.2
15015,WK018303,WK018303,1.4,3.6,9.3,       .,       .,       .,       .,1.1,0.6,1.5,4.9,1.2,0.6,1.1,4.0,1.2,0.6,1.0,2.6
15016,BU01830300,BU01830300,2.2,4.2,10.3,       .,       .,       .,       .,0.5,1.0,1.3,4.5,0.5,1.0,1.0,3.9,0.5,1.0,1.0,1.9
15017,BU01830309,BU01830309,0.3,2.8,7.8,       .,       .,       .,       .,1.8,0.1,1.7,5.5,2.1,0.1,1.2,4.0,2.1,0.1,1.0,3.5
15018,WK018304,WK018304,0.6,1.6,3.4,       .,       .,       .,       .,1.4,0.4,1.0,2.8,1.4,0.4,0.9,2.1,1.4,0.4,1.0,2.2
15019,BU01830400,BU01830400,0.8,1.5,2.7,       .,       .,       .,       .,0.8,0.6,1.0,2.4,0.8,0.6,1.0,1.7,0.8,0.7,1.0,1.9
15020,BU01830409,BU01830409,0.2,1.7,4.5,       .,       .,       .,       .,2.3,0.1,1.0,3.3,2.3,0.1,0.8,2.6,2.3,0.1,0.9,2.6
15021,WK018305,WK018305,1.0,5.7,11.3,       .,       .,       .,       .,1.4,0.5,1.0,2.4,1.4,0.5,1.0,3.0,1.4,0.5,1.0,2.4
15022,BU01830500,BU01830500,1.4,7.1,10.4,       .,       .,       .,       .,0.7,0.9,1.0,2.3,0.7,0.9,1.0,3.2,0.7,0.9,1.0,2.7
15023,BU01830507,BU01830507,0.1,2.6,10.9,       .,       .,       .,       .,2.9,0.0,0.6,1.3,2.9,0.0,0.6,1.3,2.9,0.0,0.6,1.3
15024,BU01830508,BU01830508,0.5,5.4,17.2,       .,       .,       .,       .,1.9,0.2,1.1,3.5,1.8,0.2,1.4,4.2,1.8,0.2,1.1,2.7
15025,BU01830509,BU01830509,0.8,4.8,10.9,       .,       .,       .,       .,2.0,0.0,1.1,2.5,2.0,0.0,1.1,3.0,2.0,0.0,1.1,2.3
15026,WK018306,WK018306,0.7,4.2,17.1,       .,       .,       .,       .,1.1,0.6,1.1,3.5,1.1,0.6,1.2,4.5,1.1,0.5,1.1,4.4
15027,BU01830600,BU01830600,1.0,3.9,17.2,       .,       .,       .,       .,0.4,1.0,1.0,3.2,0.4,1.0,1.0,4.4,0.4,1.0,1.0,4.5
15028,BU01830608,BU01830608,0.0,3.1,21.4,       .,       .,       .,       .,2.4,0.0,0.9,4.5,2.4,0.0,0.9,5.3,2.5,0.0,0.8,4.6
15029,BU01830609,BU01830609,0.6,4.7,15.8,       .,       .,       .,       .,1.6,0.2,1.3,3.6,1.6,0.2,1.6,4.4,1.6,0.2,1.4,4.1
15030,WK018307,WK018307,0.8,3.6,15.8,       .,       .,       .,       .,0.8,0.7,1.5,6.0,0.9,0.7,1.3,5.6,0.9,0.7,1.2,3.9
15031,BU01830700,BU01830700,1.0,3.2,17.0,       .,       .,       .,       .,0.3,1.0,1.0,6.0,0.3,1.0,1.0,6.0,0.3,1.0,1.0,4.0
15032,BU01830709,BU01830709,0.6,4.2,13.8,       .,       .,       .,       .,1.6,0.1,2.3,6.0,1.7,0.1,1.7,5.1,1.7,0.1,1.6,3.6
15033,GM1700,GM1700,1.7,5.1,8.1,       .,       .,       .,       .,0.9,1.3,4.0,6.9,1.0,1.1,3.6,5.7,0.8,1.5,5.2,8.1
15034,WK170001,WK170001,1.5,5.9,7.7,       .,       .,       .,       .,0.9,1.0,3.9,6.3,1.2,0.8,3.9,5.2,0.6,1.6,7.3,9.9
15035,BU17000101,BU17000101,0.0,5.0,9.5,       .,       .,       .,       .,1.8,0.0,3.8,8.1,2.7,0.0,3.2,6.4,0.4,0.9,6.3,11.9
15036,BU17000102,BU17000102,0.0,6.2,8.9,       .,       .,       .,       .,1.4,0.1,4.0,8.1,2.1,0.0,4.0,6.1,0.6,2.0,6.9,11.1
15037,BU17000103,BU17000103,0.0,6.4,9.4,       .,       .,       .,       .,1.2,0.1,4.1,7.4,2.0,0.0,4.0,5.6,0.6,1.9,6.8,10.9
15038,BU17000104,BU17000104,1.1,6.0,8.0,       .,       .,       .,       .,1.0,0.8,4.0,6.4,1.1,0.9,4.0,5.1,0.6,1.1,7.7,10.1
15039,BU17000105,BU17000105,1.7,6.0,7.6,       .,       .,       .,       .,0.9,1.3,4.0,6.2,1.2,0.8,4.0,5.1,0.8,2.4,7.8,10.0
15040,BU17000106,BU17000106,0.1,6.0,7.8,       .,       .,       .,       .,0.4,1.3,4.0,6.0,1.2,0.3,4.0,5.0,0.3,2.9,7.5,9.9
15041,BU17000107,BU17000107,4.6,6.0,7.2,       .,       .,       .,       .,0.6,1.8,4.0,5.7,0.4,2.0,4.0,5.0,0.8,1.4,7.9,9.4
15042,BU17000108,BU17000108,0.5,5.4,6.2,       .,       .,       .,       .,2.0,0.0,3.1,5.7,1.9,0.0,3.6,5.2,1.0,0.5,4.3,8.6
15043,WK170002,WK170002,1.0,2.6,10.0,       .,       .,       .,       .,0.9,0.9,2.2,7.1,0.9,1.4,3.1,6.4,1.1,1.0,2.0,6.6
