ID,DistrictsAndNeighbourhoods,Encoding_3,Within1Km_45,Within3Km_46,Within5Km_47,DistanceToHotelEtc_48,Within5Km_49,Within105km_50,Within20Km_51,DistanceToDaycareCentres_52,Within1Km_53,Within3Km_54,Within5Km_55,DistanceToOutOfSchoolCare_56,Within1Km_57,Within3Km_58,Within5Km_59,DistanceToSchool_60,Within1Km_61,Within3Km_62,Within5Km_63
162,BU04820203,BU04820203,2.0,13.6,17.0,       .,       .,       .,       .,0.6,1.4,9.0,12.9,0.3,3.6,8.0,10.0,1.0,0.6,6.0,9.0
163,BU04820204,BU04820204,2.0,14.0,23.8,       .,       .,       .,       .,0.9,1.2,9.0,13.0,0.7,2.0,8.0,10.0,0.9,0.6,6.0,9.4
164,BU04820205,BU04820205,2.0,14.9,17.8,       .,       .,       .,       .,0.2,2.0,9.0,12.2,0.2,3.9,8.0,10.1,0.5,1.0,6.0,9.1
165,BU04820206,BU04820206,2.0,15.1,18.9,       .,       .,       .,       .,0.3,2.0,8.5,12.1,0.2,2.1,8.0,10.1,0.2,1.0,5.5,9.1
166,WK048203,WK048203,2.9,13.9,21.9,       .,       .,       .,       .,0.5,3.2,9.0,12.7,0.4,3.2,8.0,10.7,0.5,2.4,6.0,8.8
167,BU04820301,BU04820301,1.0,13.8,18.4,       .,       .,       .,       .,0.3,1.7,9.0,11.0,0.3,2.8,8.0,9.0,0.3,1.8,6.0,7.0
168,BU04820302,BU04820302,1.3,14.0,21.0,       .,       .,       .,       .,0.3,2.6,9.0,11.0,0.3,2.9,8.0,9.0,0.3,2.7,6.0,7.1
169,BU04820303,BU04820303,0.2,14.0,19.3,       .,       .,       .,       .,0.5,2.4,9.0,11.1,0.8,1.4,8.0,9.1,0.5,2.3,6.0,7.1
170,BU04820304,BU04820304,1.8,14.0,22.4,       .,       .,       .,       .,0.5,3.7,9.0,12.9,0.6,1.7,8.0,11.4,0.4,2.4,6.0,8.7
171,BU04820305,BU04820305,9.5,14.0,27.4,       .,       .,       .,       .,0.3,6.4,9.0,17.0,0.3,3.9,8.0,15.6,0.3,4.4,6.0,13.0
172,BU04820306,BU04820306,2.9,14.0,23.7,       .,       .,       .,       .,0.4,3.5,9.0,12.4,0.4,4.0,8.0,10.7,0.4,2.1,6.0,8.8
173,BU04820307,BU04820307,3.0,13.9,20.7,       .,       .,       .,       .,0.6,2.5,9.0,13.0,0.2,4.4,8.0,10.0,0.7,1.7,6.0,9.0
174,WK048204,WK048204,1.8,14.0,25.8,       .,       .,       .,       .,0.5,3.2,8.8,18.4,0.8,1.6,7.8,16.3,0.5,2.4,5.8,13.1
175,BU04820401,BU04820401,0.0,14.0,20.4,       .,       .,       .,       .,0.2,1.2,8.1,15.5,1.1,0.2,7.4,13.7,0.2,1.2,5.4,10.7
176,BU04820402,BU04820402,2.2,14.0,25.6,       .,       .,       .,       .,0.6,5.0,9.0,19.0,0.7,2.7,8.1,16.9,0.6,3.7,6.1,13.6
177,BU04820403,BU04820403,0.3,14.1,40.4,       .,       .,       .,       .,1.0,0.4,9.9,25.6,1.0,0.4,7.9,22.6,1.0,0.4,6.0,18.6
178,BU04820404,BU04820404,6.7,14.0,27.5,       .,       .,       .,       .,0.3,5.2,9.0,17.4,0.5,2.7,8.0,15.4,0.5,3.2,6.0,12.8
179,WK048205,WK048205,4.5,14.4,40.2,       .,       .,       .,       .,1.3,0.1,7.1,28.2,1.3,0.1,5.9,25.1,1.3,0.1,4.9,20.1
180,BU04820501,BU04820501,5.3,14.9,40.4,       .,       .,       .,       .,1.2,0.1,7.5,28.2,1.2,0.1,6.4,25.1,1.2,0.1,5.3,20.1
181,BU04820502,BU04820502,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
182,BU04820503,BU04820503,0.0,11.5,39.1,       .,       .,       .,       .,2.2,0.0,5.0,28.1,2.2,0.0,3.0,25.0,2.2,0.0,3.0,20.0
183,WK048206,WK048206,0.4,12.8,32.7,       .,       .,       .,       .,1.5,0.1,8.3,21.0,1.5,0.0,6.5,18.9,1.5,0.1,5.7,15.1
184,BU04820601,BU04820601,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
185,BU04820602,BU04820602,0.0,13.2,16.9,       .,       .,       .,       .,1.6,0.1,7.3,12.8,1.6,0.1,5.8,10.8,1.6,0.1,5.5,8.5
186,BU04820603,BU04820603,0.0,10.6,19.5,       .,       .,       .,       .,1.9,0.2,7.2,14.1,1.9,0.1,5.0,12.1,1.9,0.2,5.0,9.6
187,BU04820604,BU04820604,0.6,13.3,41.6,       .,       .,       .,       .,1.4,0.0,9.1,25.8,1.4,0.0,7.1,23.6,1.4,0.0,6.0,18.8
188,GM0613,GM0613,1.3,9.8,29.8,       .,       .,       .,       .,0.8,1.2,11.1,29.1,1.0,0.6,8.4,20.4,0.8,1.0,6.8,15.8
189,WK061301,WK061301,1.1,8.3,26.9,       .,       .,       .,       .,0.4,1.5,10.3,24.0,0.9,0.6,7.3,17.0,1.0,0.5,7.5,14.1
190,BU06130101,BU06130101,1.2,8.3,27.1,       .,       .,       .,       .,0.3,1.6,10.6,24.0,0.8,0.6,7.6,17.0,1.0,0.5,7.7,14.0
191,BU06130102,BU06130102,1.5,8.2,27.3,       .,       .,       .,       .,0.6,1.7,11.2,25.0,0.8,0.9,8.3,17.3,0.8,0.9,7.8,14.5
192,BU06130103,BU06130103,0.0,9.0,26.8,       .,       .,       .,       .,0.6,1.0,8.2,24.3,0.6,1.0,5.2,15.7,0.8,0.9,5.5,14.7
193,BU06130104,BU06130104,0.0,7.9,22.0,       .,       .,       .,       .,1.3,0.2,4.7,23.1,1.4,0.1,2.2,17.0,1.6,0.0,4.0,14.7
194,WK061302,WK061302,0.1,8.3,22.8,       .,       .,       .,       .,1.0,0.5,7.4,26.0,1.0,0.5,4.6,16.3,0.7,0.7,5.0,14.4
195,BU06130205,BU06130205,0.1,8.3,22.8,       .,       .,       .,       .,1.0,0.6,7.5,26.0,1.0,0.6,4.6,16.3,0.7,0.7,5.0,14.4
196,BU06130207,BU06130207,0.0,5.0,17.8,       .,       .,       .,       .,2.0,0.0,3.6,24.8,2.1,0.0,2.2,14.9,1.8,0.0,3.0,13.0
197,WK061303,WK061303,2.0,9.5,26.1,       .,       .,       .,       .,0.7,1.1,11.8,23.3,1.2,0.4,8.9,16.5,0.7,1.3,7.7,13.9
198,BU06130308,BU06130308,4.0,12.7,26.2,       .,       .,       .,       .,0.9,0.8,15.3,24.0,1.4,0.0,10.9,17.0,0.5,1.0,9.4,14.0
199,BU06130309,BU06130309,2.0,8.5,26.7,       .,       .,       .,       .,0.8,1.1,11.6,24.0,1.4,0.0,9.2,17.0,0.6,1.7,7.6,14.0
200,BU06130310,BU06130310,3.7,12.8,26.1,       .,       .,       .,       .,1.1,0.4,14.6,24.0,1.5,0.0,10.3,17.0,0.5,1.1,9.5,14.0
201,BU06130311,BU06130311,0.8,8.1,26.5,       .,       .,       .,       .,0.5,1.3,9.9,23.0,1.1,0.6,7.7,16.2,0.7,1.4,6.8,13.9
202,BU06130312,BU06130312,0.7,8.1,23.6,       .,       .,       .,       .,0.5,1.5,10.0,21.2,0.5,1.5,7.6,14.9,1.6,0.2,6.3,13.4
203,BU06130313,BU06130313,1.1,8.0,17.9,       .,       .,       .,       .,0.4,2.2,8.0,17.4,0.4,2.0,5.1,12.1,0.5,1.0,5.1,11.1
204,WK061304,WK061304,1.8,6.1,18.5,       .,       .,       .,       .,0.9,0.9,6.5,25.1,1.1,0.5,4.4,15.4,0.9,0.9,4.1,13.4
205,BU06130414,BU06130414,2.9,8.0,21.5,       .,       .,       .,       .,0.5,1.3,7.8,26.5,1.1,0.3,4.9,16.8,0.5,1.2,5.0,14.6
206,BU06130415,BU06130415,1.7,5.9,18.8,       .,       .,       .,       .,1.1,0.2,5.4,26.9,1.4,0.0,3.8,16.4,1.1,0.2,3.5,13.7
207,BU06130416,BU06130416,0.0,5.1,22.6,       .,       .,       .,       .,1.8,0.0,5.2,32.6,1.9,0.0,3.3,19.4,1.8,0.0,3.6,16.4
208,BU06130417,BU06130417,3.1,7.3,17.5,       .,       .,       .,       .,0.5,1.9,7.7,25.2,0.7,1.0,4.9,15.7,0.5,1.9,4.8,14.4
209,BU06130418,BU06130418,0.0,4.5,17.8,       .,       .,       .,       .,1.2,0.1,5.0,24.1,1.2,0.1,4.0,14.0,1.2,0.1,3.0,12.1
210,BU06130419,BU06130419,2.4,5.7,14.9,       .,       .,       .,       .,0.5,1.9,7.6,21.7,0.5,1.4,5.0,13.7,0.5,1.5,5.0,12.3
211,BU06130420,BU06130420,0.0,4.0,21.3,       .,       .,       .,       .,2.3,0.0,2.8,24.8,2.4,0.0,1.8,14.0,2.3,0.0,2.8,12.4
212,WK061305,WK061305,0.1,6.9,20.8,       .,       .,       .,       .,2.4,0.0,4.5,21.5,2.4,0.0,4.1,16.6,2.4,0.0,3.0,11.7
213,BU06130521,BU06130521,0.1,12.1,24.3,       .,       .,       .,       .,2.6,0.1,3.8,19.5,2.6,0.1,2.6,16.8,2.6,0.2,2.5,12.0
214,BU06130522,BU06130522,0.1,6.7,20.7,       .,       .,       .,       .,2.4,0.0,4.5,21.6,2.4,0.0,4.2,16.6,2.4,0.0,3.0,11.7
215,WK061306,WK061306,0.8,14.3,46.8,       .,       .,       .,       .,0.7,1.6,16.2,41.0,0.7,1.1,13.0,31.2,0.9,1.1,8.7,21.1
216,BU06130623,BU06130623,1.0,13.9,59.7,       .,       .,       .,       .,0.5,2.7,18.2,45.1,0.5,1.8,13.0,33.3,0.7,1.9,9.3,24.0
217,BU06130624,BU06130624,1.0,15.1,56.0,       .,       .,       .,       .,0.5,2.5,19.4,43.6,0.5,1.7,14.4,32.5,0.6,1.9,10.3,22.4
218,BU06130625,BU06130625,0.6,9.3,33.7,       .,       .,       .,       .,0.8,0.9,13.6,37.1,0.8,0.9,12.4,29.6,1.3,0.0,7.9,19.0
219,BU06130626,BU06130626,0.5,14.3,33.7,       .,       .,       .,       .,1.1,0.3,13.4,36.9,1.1,0.3,12.4,29.1,1.1,0.3,7.6,18.4
220,WK061307,WK061307,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
221,BU06130706,BU06130706,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
222,GM0361,GM0361,10.7,70.0,106.8,       .,       .,       .,       .,0.6,2.6,18.4,40.0,0.7,2.4,16.4,35.4,0.7,1.7,10.9,23.7
223,WK036101,WK036101,16.2,117.9,143.2,       .,       .,       .,       .,0.5,4.0,21.4,45.5,0.4,4.1,18.2,37.2,0.5,2.6,12.5,26.2
224,BU03610100,BU03610100,6.2,116.6,140.7,       .,       .,       .,       .,0.4,3.6,15.4,44.4,0.4,3.1,13.1,36.7,0.3,2.3,9.3,25.2
225,BU03610101,BU03610101,6.9,114.8,142.3,       .,       .,       .,       .,0.5,4.8,16.9,43.4,0.4,5.2,14.6,34.9,0.5,3.6,10.3,24.7
226,BU03610102,BU03610102,34.5,117.6,145.1,       .,       .,       .,       .,0.5,5.4,23.3,45.4,0.4,6.0,20.2,37.7,0.5,3.5,12.6,26.6
227,BU03610103,BU03610103,9.8,115.0,146.0,       .,       .,       .,       .,0.5,5.6,20.9,45.1,0.3,6.5,17.7,36.2,0.6,4.5,11.7,25.6
228,BU03610104,BU03610104,22.6,118.3,146.0,       .,       .,       .,       .,0.4,3.5,22.4,45.2,0.4,3.9,19.2,36.5,0.5,2.6,13.6,25.9
229,BU03610105,BU03610105,30.0,120.3,145.1,       .,       .,       .,       .,0.3,4.2,26.0,47.0,0.3,3.9,22.3,39.2,0.5,2.1,15.1,27.7
230,BU03610106,BU03610106,1.9,118.4,141.9,       .,       .,       .,       .,0.9,2.1,20.9,46.4,0.9,1.8,17.3,37.2,0.9,1.3,12.5,26.2
231,BU03610107,BU03610107,0.8,116.9,144.5,       .,       .,       .,       .,0.7,1.6,21.5,44.2,0.8,1.4,18.5,35.4,0.9,0.9,12.7,25.5
232,BU03610108,BU03610108,23.4,120.3,138.5,       .,       .,       .,       .,0.4,4.6,26.6,45.5,0.4,4.4,22.7,38.1,0.5,1.6,15.1,27.0
233,BU03610109,BU03610109,5.9,118.9,143.6,       .,       .,       .,       .,0.5,3.6,20.8,47.6,0.5,3.5,16.7,38.0,0.7,2.8,12.5,26.9
234,WK036102,WK036102,6.8,96.7,134.9,       .,       .,       .,       .,0.6,2.1,18.4,52.1,0.6,2.0,17.3,48.2,1.0,0.8,9.3,30.4
235,BU03610200,BU03610200,28.4,126.5,135.7,       .,       .,       .,       .,0.8,1.2,30.2,51.7,0.8,1.1,25.5,47.0,0.8,0.9,15.8,30.4
236,BU03610201,BU03610201,2.2,85.9,134.7,       .,       .,       .,       .,0.4,2.1,12.1,55.6,0.4,2.8,11.9,51.6,0.5,1.6,5.6,32.5
237,BU03610202,BU03610202,2.9,98.6,135.4,       .,       .,       .,       .,0.3,3.7,11.5,54.7,0.3,4.2,11.4,51.2,0.4,1.9,5.8,32.4
238,BU03610203,BU03610203,8.6,112.0,134.3,       .,       .,       .,       .,0.4,1.2,21.9,44.3,1.1,0.3,20.7,40.2,1.6,0.0,11.1,26.3
239,BU03610204,BU03610204,0.1,114.0,134.0,       .,       .,       .,       .,0.4,2.8,17.9,48.0,0.5,2.0,17.7,43.9,1.4,0.0,8.1,27.6
240,BU03610205,BU03610205,0.3,113.6,134.6,       .,       .,       .,       .,0.3,3.4,17.5,50.2,0.3,2.4,17.0,47.1,1.2,0.2,7.6,28.9
241,BU03610206,BU03610206,1.9,110.7,134.8,       .,       .,       .,       .,0.3,3.8,14.7,53.6,0.3,3.3,15.3,50.0,1.0,0.9,7.8,32.0
242,BU03610208,BU03610208,1.0,12.1,136.5,       .,       .,       .,       .,1.3,0.3,19.6,58.8,1.1,0.5,18.4,55.1,1.1,0.3,11.0,32.6
243,BU03610209,BU03610209,0.7,7.9,113.4,       .,       .,       .,       .,0.5,1.4,15.3,56.3,0.8,0.5,13.7,52.4,1.9,0.0,5.8,32.0
244,WK036103,WK036103,8.4,110.4,136.3,       .,       .,       .,       .,0.4,3.0,15.8,39.0,0.5,2.9,13.7,32.8,0.4,1.7,8.3,22.3
245,BU03610300,BU03610300,14.1,114.8,135.0,       .,       .,       .,       .,0.4,2.3,19.6,41.3,0.4,2.6,17.0,34.4,0.4,1.3,9.5,23.5
246,BU03610301,BU03610301,4.7,110.1,134.3,       .,       .,       .,       .,0.6,2.8,14.1,37.0,0.3,3.2,12.3,31.4,0.6,1.7,8.0,21.6
247,BU03610302,BU03610302,5.4,108.1,136.6,       .,       .,       .,       .,0.3,2.9,13.6,37.4,0.5,2.5,11.7,31.9,0.3,1.7,7.4,21.4
248,BU03610303,BU03610303,6.4,110.3,140.6,       .,       .,       .,       .,0.3,4.8,14.1,39.7,0.5,4.4,12.2,33.2,0.4,3.0,8.3,22.7
249,BU03610308,BU03610308,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
250,BU03610309,BU03610309,0.0,28.6,122.9,       .,       .,       .,       .,2.0,0.0,7.6,26.6,1.8,0.0,8.1,22.9,2.0,0.0,4.5,14.3
251,WK036104,WK036104,2.2,104.2,139.2,       .,       .,       .,       .,0.7,2.6,16.4,40.8,0.7,2.1,14.1,34.3,0.5,2.2,9.5,24.6
252,BU03610400,BU03610400,0.7,92.3,135.8,       .,       .,       .,       .,1.1,0.9,14.5,37.9,1.1,0.9,13.6,30.7,0.4,2.0,9.7,21.5
253,BU03610401,BU03610401,1.1,106.5,138.2,       .,       .,       .,       .,0.6,3.0,14.1,39.8,0.6,2.3,11.5,32.8,0.5,2.6,8.2,23.7
254,BU03610402,BU03610402,6.6,114.2,146.7,       .,       .,       .,       .,0.4,5.3,20.5,44.9,0.6,4.3,17.7,38.5,0.7,2.9,11.0,28.0
255,BU03610403,BU03610403,5.4,114.7,143.3,       .,       .,       .,       .,0.5,3.5,22.3,45.6,0.5,2.8,19.1,39.8,0.6,2.2,12.0,28.5
256,BU03610404,BU03610404,1.6,109.2,137.2,       .,       .,       .,       .,0.4,2.3,16.3,40.5,0.4,2.1,13.0,35.0,0.5,2.0,8.4,25.1
257,BU03610409,BU03610409,0.1,82.6,147.4,       .,       .,       .,       .,0.7,0.7,12.8,44.9,0.7,0.7,10.1,41.0,2.1,0.0,7.1,29.2
258,WK036105,WK036105,3.5,112.1,136.2,       .,       .,       .,       .,0.6,2.1,25.2,54.9,0.7,2.0,20.8,50.9,0.8,1.4,14.1,33.1
259,BU03610500,BU03610500,4.2,117.3,135.5,       .,       .,       .,       .,0.5,2.8,26.2,53.2,0.5,2.5,20.8,49.3,0.7,1.6,14.0,32.5
260,BU03610501,BU03610501,4.8,116.0,136.0,       .,       .,       .,       .,0.3,3.1,27.2,54.3,0.8,2.6,21.0,50.3,0.8,2.0,15.4,34.2
261,BU03610502,BU03610502,3.2,114.6,136.6,       .,       .,       .,       .,0.6,2.0,25.2,55.9,0.6,2.6,21.3,52.2,0.6,2.0,14.7,33.7
262,BU03610503,BU03610503,2.1,98.6,136.9,       .,       .,       .,       .,1.0,0.5,22.7,56.8,1.2,0.2,20.1,52.0,1.2,0.1,13.1,33.1
263,WK036106,WK036106,2.0,25.3,114.7,       .,       .,       .,       .,0.5,3.1,22.2,45.4,0.5,2.2,20.2,41.8,0.5,2.1,14.4,26.2
264,BU03610600,BU03610600,1.8,64.1,132.3,       .,       .,       .,       .,0.5,3.2,21.8,51.5,0.5,2.2,18.9,48.0,0.6,2.1,12.8,30.8
265,BU03610601,BU03610601,0.4,10.6,81.5,       .,       .,       .,       .,0.6,2.2,20.3,33.2,0.5,1.9,18.2,31.3,0.5,1.5,14.5,19.7
266,BU03610602,BU03610602,0.6,12.8,99.6,       .,       .,       .,       .,0.4,2.9,23.3,41.0,0.4,2.6,21.8,37.4,0.4,2.0,15.6,23.9
267,BU03610603,BU03610603,3.8,16.3,131.3,       .,       .,       .,       .,0.4,3.7,23.2,52.8,0.6,1.6,21.2,48.5,0.4,2.5,14.5,29.5
268,BU03610604,BU03610604,3.8,13.9,126.6,       .,       .,       .,       .,0.6,3.4,22.2,47.1,0.7,3.1,21.3,42.5,0.6,2.5,15.1,25.9
269,WK036107,WK036107,0.2,6.4,24.6,       .,       .,       .,       .,0.5,2.3,16.9,31.0,0.5,2.5,16.4,28.5,0.6,2.0,11.6,19.4
270,BU03610700,BU03610700,0.0,10.0,28.6,       .,       .,       .,       .,0.4,3.0,20.4,34.5,0.4,2.9,19.5,31.7,0.7,2.0,13.4,21.4
271,BU03610701,BU03610701,0.0,8.0,24.1,       .,       .,       .,       .,0.5,3.7,20.5,32.6,0.4,3.8,19.3,29.8,0.5,2.3,13.6,20.0
272,BU03610702,BU03610702,0.8,2.7,31.9,       .,       .,       .,       .,0.5,1.8,11.5,28.3,0.5,2.6,11.6,25.7,0.7,0.9,9.1,17.4
273,BU03610703,BU03610703,0.5,3.9,16.1,       .,       .,       .,       .,0.6,1.3,12.4,26.6,0.6,1.6,12.8,25.2,0.6,2.2,9.3,17.8
274,BU03610704,BU03610704,0.0,6.6,22.0,       .,       .,       .,       .,0.5,1.5,18.8,32.4,0.5,1.5,17.7,29.4,0.5,2.2,12.1,20.2
275,BU03610709,BU03610709,0.7,2.6,19.5,       .,       .,       .,       .,2.1,0.0,5.6,26.7,2.3,0.0,4.6,23.8,2.3,0.0,4.3,16.8
276,WK036108,WK036108,74.9,122.9,139.6,       .,       .,       .,       .,0.5,3.6,30.4,47.6,0.5,3.2,26.7,41.7,0.8,1.8,16.9,28.5
277,BU03610800,BU03610800,97.7,123.8,142.7,       .,       .,       .,       .,0.5,4.8,32.2,49.0,0.5,3.9,28.2,42.9,0.7,2.4,18.3,29.4
278,BU03610801,BU03610801,80.6,124.1,138.5,       .,       .,       .,       .,0.4,3.8,28.8,46.3,0.4,3.6,25.4,40.0,0.7,2.1,15.7,27.9
279,BU03610802,BU03610802,41.6,119.3,137.8,       .,       .,       .,       .,0.6,2.4,29.5,46.8,0.6,2.4,25.8,41.2,0.9,1.0,16.4,27.9
280,BU03610803,BU03610803,53.4,125.7,137.4,       .,       .,       .,       .,1.1,0.9,33.3,51.7,1.2,0.4,29.1,47.4,1.2,0.3,18.0,30.1
281,WK036109,WK036109,0.5,1.3,8.2,       .,       .,       .,       .,1.5,0.6,1.0,4.5,1.5,0.6,1.0,4.6,0.9,0.7,1.2,4.3
282,BU03610900,BU03610900,0.7,1.6,11.4,       .,       .,       .,       .,2.6,0.0,1.7,14.3,2.6,0.0,1.7,15.1,2.5,0.0,1.5,11.2
283,BU03610901,BU03610901,0.1,1.0,2.3,       .,       .,       .,       .,2.1,0.1,1.1,5.2,2.1,0.1,1.1,3.8,2.0,0.2,2.1,4.7
284,BU03610902,BU03610902,0.8,2.0,11.6,       .,       .,       .,       .,0.7,0.8,1.2,4.3,0.7,0.8,1.2,4.2,0.7,0.8,1.1,2.7
285,BU03610903,BU03610903,0.0,0.0,3.0,       .,       .,       .,       .,0.5,0.9,1.0,3.1,0.5,0.9,1.0,3.1,0.5,0.9,1.0,5.0
286,BU03610904,BU03610904,0.0,0.7,7.6,       .,       .,       .,       .,1.5,0.5,0.9,2.7,3.0,0.0,0.6,2.3,1.5,0.5,1.4,2.8
287,BU03610905,BU03610905,0.6,1.2,2.7,       .,       .,       .,       .,2.7,0.0,0.7,1.7,0.8,0.6,1.0,1.1,0.8,0.6,1.8,3.6
288,BU03610906,BU03610906,0.9,1.9,7.2,       .,       .,       .,       .,4.3,0.0,0.0,1.2,3.8,0.0,0.0,2.2,0.7,0.7,1.0,3.5
289,WK036110,WK036110,2.7,6.2,10.4,       .,       .,       .,       .,1.1,0.6,0.9,2.8,1.6,0.6,0.8,1.8,1.2,1.1,1.7,3.2
290,BU03611000,BU03611000,1.0,7.1,9.1,       .,       .,       .,       .,3.0,0.0,0.8,1.2,3.0,0.0,0.8,1.1,2.2,0.0,2.0,3.6
291,BU03611001,BU03611001,0.0,1.3,11.7,       .,       .,       .,       .,1.3,0.1,1.0,3.0,3.7,0.0,0.0,2.0,1.2,0.2,1.0,3.9
292,BU03611002,BU03611002,1.4,7.9,9.8,       .,       .,       .,       .,1.6,0.0,1.0,2.4,1.6,0.0,1.0,1.2,1.7,0.0,2.0,4.0
293,BU03611003,BU03611003,3.8,7.4,10.6,       .,       .,       .,       .,0.6,0.9,1.0,2.8,0.6,0.9,1.0,1.9,0.7,1.7,2.0,3.2
294,BU03611004,BU03611004,1.0,1.0,8.0,       .,       .,       .,       .,0.8,0.9,1.0,2.0,3.9,0.0,0.0,1.0,0.9,0.8,1.0,3.0
295,BU03611005,BU03611005,0.2,2.0,4.5,       .,       .,       .,       .,2.2,0.2,0.8,1.9,6.5,0.0,0.0,0.4,4.9,0.0,0.0,0.6
296,BU03611006,BU03611006,0.0,2.0,11.0,       .,       .,       .,       .,3.5,0.0,0.0,4.8,4.5,0.0,0.0,2.9,3.4,0.0,0.0,1.9
297,WK036111,WK036111,0.0,14.0,120.6,       .,       .,       .,       .,0.6,2.6,21.6,51.8,0.6,1.9,19.8,46.1,0.6,1.0,13.2,28.7
298,BU03611100,BU03611100,0.1,15.4,132.8,       .,       .,       .,       .,0.5,2.9,22.0,55.8,0.5,2.2,20.1,50.0,0.5,1.2,13.1,30.7
299,BU03611101,BU03611101,0.0,11.7,101.1,       .,       .,       .,       .,0.8,2.0,21.0,45.5,0.8,1.4,19.5,39.7,0.8,0.7,13.5,25.3
300,GM0141,GM0141,4.6,34.1,58.5,       .,       .,       .,       .,0.6,1.8,12.1,24.0,0.8,1.4,9.0,18.5,0.8,1.5,8.8,17.7
301,WK014110,WK014110,18.8,58.2,64.8,       .,       .,       .,       .,0.9,0.9,17.2,29.9,0.9,1.1,12.1,23.8,0.9,0.9,12.0,22.4
302,BU01411000,BU01411000,17.3,57.5,64.7,       .,       .,       .,       .,1.1,0.4,17.6,30.5,1.0,0.6,12.5,24.1,1.0,0.3,12.4,22.9
303,BU01411001,BU01411001,20.9,57.5,65.0,       .,       .,       .,       .,0.8,1.2,16.2,29.2,0.6,1.9,11.2,23.7,0.7,1.7,11.4,22.0
304,BU01411002,BU01411002,24.2,59.8,65.0,       .,       .,       .,       .,0.7,1.3,16.2,28.0,0.9,1.1,11.1,23.0,0.7,1.4,11.0,21.2
305,BU01411003,BU01411003,14.1,58.9,64.4,       .,       .,       .,       .,0.9,1.3,18.5,31.0,0.9,1.3,12.9,24.0,0.8,0.8,12.9,23.0
306,WK014111,WK014111,8.0,52.5,65.9,       .,       .,       .,       .,0.5,2.0,10.7,26.6,0.6,1.8,7.2,20.8,0.5,2.1,7.5,19.6
307,BU01411100,BU01411100,12.8,54.6,65.9,       .,       .,       .,       .,0.6,3.3,11.7,27.6,0.7,3.3,7.7,21.9,0.5,3.8,8.3,20.4
308,BU01411101,BU01411101,3.9,51.0,66.2,       .,       .,       .,       .,0.6,1.9,9.3,27.0,0.6,2.1,6.2,21.1,0.5,2.0,6.1,20.2
309,BU01411102,BU01411102,19.2,55.0,65.2,       .,       .,       .,       .,0.4,1.9,13.7,27.3,0.9,1.5,9.6,21.4,0.4,2.4,8.9,19.4
310,BU01411103,BU01411103,3.8,52.1,66.4,       .,       .,       .,       .,0.4,1.3,9.2,26.2,0.4,1.2,5.9,20.5,0.4,1.6,6.7,19.5
311,BU01411104,BU01411104,5.7,54.5,66.1,       .,       .,       .,       .,0.6,2.2,12.0,26.1,0.7,1.5,8.4,20.2,0.6,1.7,9.0,19.0
312,BU01411105,BU01411105,0.0,23.9,64.7,       .,       .,       .,       .,1.4,0.0,5.0,21.6,1.4,0.0,4.9,16.8,1.5,0.0,4.0,17.6
313,BU01411109,BU01411109,0.6,14.5,51.0,       .,       .,       .,       .,1.9,0.2,3.6,14.2,1.9,0.2,2.9,11.6,1.9,0.2,2.4,10.8
314,WK014112,WK014112,2.8,44.1,61.7,       .,       .,       .,       .,0.5,2.7,15.0,27.8,0.6,2.1,11.8,20.7,0.6,1.5,11.1,18.8
315,BU01411200,BU01411200,0.6,43.7,61.3,       .,       .,       .,       .,0.3,3.7,15.0,27.2,0.3,2.8,12.6,19.9,0.4,1.8,11.9,18.0
316,BU01411201,BU01411201,7.9,50.5,63.4,       .,       .,       .,       .,0.4,3.3,16.9,29.1,0.4,3.0,12.8,21.2,0.6,1.9,11.7,18.9
317,BU01411202,BU01411202,0.0,39.3,60.8,       .,       .,       .,       .,0.4,3.2,13.6,26.7,0.7,2.0,10.9,19.7,0.4,1.6,10.6,18.0
318,BU01411203,BU01411203,1.2,52.4,64.0,       .,       .,       .,       .,1.2,0.0,15.7,29.5,1.2,0.0,11.9,23.1,1.0,0.6,11.2,22.0
319,BU01411204,BU01411204,0.8,23.0,64.5,       .,       .,       .,       .,1.3,0.2,10.7,27.7,1.3,0.2,7.5,21.3,1.5,0.1,6.3,20.9
320,BU01411205,BU01411205,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
321,BU01411206,BU01411206,0.0,14.3,53.4,       .,       .,       .,       .,0.2,1.0,10.7,24.0,1.3,0.0,8.7,19.0,1.4,0.0,8.2,17.0
322,BU01411209,BU01411209,0.5,20.8,48.2,       .,       .,       .,       .,1.1,0.9,9.3,23.2,1.3,0.5,6.6,18.2,1.2,0.4,6.4,18.6
323,WK014113,WK014113,3.7,24.7,53.6,       .,       .,       .,       .,0.7,1.8,13.6,24.0,0.8,1.7,10.8,16.7,0.7,1.3,9.8,15.5
